aprime_order,building_id,target_role,selection_order,image_name,width,height,mask_pixels_n,mask_pixel_fraction,photo_equals_M_j,outer_edge_masked_pixels_n,pose_sha256
2,DEBY_LOD2_42364659,dim_failure,8,DJI_20241217091159_0122_D.JPG,1400,1013,2402,0.001693696235,true,5354,28b38383a0b6d82656108e8f0e5e79711dcda93948ab2e89c1cd8f47215962a5
2,DEBY_LOD2_42364659,dim_failure,9,DJI_20241217091201_0123_D.JPG,1400,1013,2527,0.001781836130,true,5380,28b38383a0b6d82656108e8f0e5e79711dcda93948ab2e89c1cd8f47215962a5
2,DEBY_LOD2_42364659,dim_failure,10,DJI_20241217091009_0067_D.JPG,1400,1013,2741,0.001932731632,true,5305,28b38383a0b6d82656108e8f0e5e79711dcda93948ab2e89c1cd8f47215962a5
2,DEBY_LOD2_42364659,dim_failure,11,DJI_20241217091015_0070_D.JPG,1400,1013,2499,0.001762092794,true,5436,28b38383a0b6d82656108e8f0e5e79711dcda93948ab2e89c1cd8f47215962a5
2,DEBY_LOD2_42364659,dim_failure,12,DJI_20241217091155_0120_D.JPG,1400,1013,2595,0.001829784234,true,5059,28b38383a0b6d82656108e8f0e5e79711dcda93948ab2e89c1cd8f47215962a5
2,DEBY_LOD2_42364659,dim_failure,13,DJI_20241217091231_0138_D.JPG,1400,1013,2506,0.001767028628,true,4932,28b38383a0b6d82656108e8f0e5e79711dcda93948ab2e89c1cd8f47215962a5
2,DEBY_LOD2_42364659,dim_failure,14,DJI_20241217091223_0134_D.JPG,1400,1013,2273,0.001602735862,true,5163,28b38383a0b6d82656108e8f0e5e79711dcda93948ab2e89c1cd8f47215962a5
2,DEBY_LOD2_42364659,dim_failure,15,DJI_20241217091207_0126_D.JPG,1400,1013,2651,0.001869270907,true,4618,28b38383a0b6d82656108e8f0e5e79711dcda93948ab2e89c1cd8f47215962a5
2,DEBY_LOD2_42364659,dim_failure,16,DJI_20241217091013_0069_D.JPG,1400,1013,2549,0.001797348752,true,5440,28b38383a0b6d82656108e8f0e5e79711dcda93948ab2e89c1cd8f47215962a5
2,DEBY_LOD2_42364659,dim_failure,17,DJI_20241217091019_0072_D.JPG,1400,1013,2586,0.001823438161,true,5417,28b38383a0b6d82656108e8f0e5e79711dcda93948ab2e89c1cd8f47215962a5
2,DEBY_LOD2_42364659,dim_failure,18,DJI_20241217091151_0118_D.JPG,1400,1013,2387,0.001683119447,true,5148,28b38383a0b6d82656108e8f0e5e79711dcda93948ab2e89c1cd8f47215962a5
2,DEBY_LOD2_42364659,dim_failure,19,DJI_20241217091157_0121_D.JPG,1400,1013,2544,0.001793823156,true,5151,28b38383a0b6d82656108e8f0e5e79711dcda93948ab2e89c1cd8f47215962a5
2,DEBY_LOD2_42364659,dim_failure,20,DJI_20241217091217_0131_D.JPG,1400,1013,2462,0.001736003385,true,5102,28b38383a0b6d82656108e8f0e5e79711dcda93948ab2e89c1cd8f47215962a5
2,DEBY_LOD2_42364659,dim_failure,21,DJI_20241217091211_0128_D.JPG,1400,1013,2680,0.001889719363,true,4838,28b38383a0b6d82656108e8f0e5e79711dcda93948ab2e89c1cd8f47215962a5
2,DEBY_LOD2_42364659,dim_failure,22,DJI_20241217091007_0066_D.JPG,1400,1013,2050,0.001445494289,true,4741,28b38383a0b6d82656108e8f0e5e79711dcda93948ab2e89c1cd8f47215962a5
2,DEBY_LOD2_42364659,dim_failure,23,DJI_20241217091017_0071_D.JPG,1400,1013,2391,0.001685939924,true,5580,28b38383a0b6d82656108e8f0e5e79711dcda93948ab2e89c1cd8f47215962a5
2,DEBY_LOD2_42364659,dim_failure,24,DJI_20241217091149_0117_D.JPG,1400,1013,2341,0.001650683966,true,5068,28b38383a0b6d82656108e8f0e5e79711dcda93948ab2e89c1cd8f47215962a5
2,DEBY_LOD2_42364659,dim_failure,25,DJI_20241217091233_0139_D.JPG,1400,1013,1832,0.001291778311,true,3758,28b38383a0b6d82656108e8f0e5e79711dcda93948ab2e89c1cd8f47215962a5
2,DEBY_LOD2_42364659,dim_failure,26,DJI_20241217091227_0136_D.JPG,1400,1013,2404,0.001695106473,true,4987,28b38383a0b6d82656108e8f0e5e79711dcda93948ab2e89c1cd8f47215962a5
2,DEBY_LOD2_42364659,dim_failure,27,DJI_20241217091209_0127_D.JPG,1400,1013,2711,0.001911578057,true,4616,28b38383a0b6d82656108e8f0e5e79711dcda93948ab2e89c1cd8f47215962a5
2,DEBY_LOD2_42364659,dim_failure,28,DJI_20241217091005_0065_D.JPG,1400,1013,2268,0.001599210267,true,4561,28b38383a0b6d82656108e8f0e5e79711dcda93948ab2e89c1cd8f47215962a5
2,DEBY_LOD2_42364659,dim_failure,29,DJI_20241217091023_0074_D.JPG,1400,1013,2331,0.001643632774,true,5309,28b38383a0b6d82656108e8f0e5e79711dcda93948ab2e89c1cd8f47215962a5
2,DEBY_LOD2_42364659,dim_failure,30,DJI_20241217091147_0116_D.JPG,1400,1013,2618,0.001846001974,true,4663,28b38383a0b6d82656108e8f0e5e79711dcda93948ab2e89c1cd8f47215962a5
3,DEBY_LOD2_42364663,dim_failure,1,DJI_20241217084731_0149_D.JPG,1400,1013,1091,0.000769285009,true,2855,28b38383a0b6d82656108e8f0e5e79711dcda93948ab2e89c1cd8f47215962a5
3,DEBY_LOD2_42364663,dim_failure,2,DJI_20241217100319_0014_D.JPG,1400,1013,35,0.000024679171,true,326,28b38383a0b6d82656108e8f0e5e79711dcda93948ab2e89c1cd8f47215962a5
3,DEBY_LOD2_42364663,dim_failure,3,DJI_20241217103007_0029_D.JPG,1400,1013,2655,0.001872091383,true,5779,28b38383a0b6d82656108e8f0e5e79711dcda93948ab2e89c1cd8f47215962a5
3,DEBY_LOD2_42364663,dim_failure,4,DJI_20241217103019_0035_D.JPG,1400,1013,1905,0.001343252010,true,4899,28b38383a0b6d82656108e8f0e5e79711dcda93948ab2e89c1cd8f47215962a5
3,DEBY_LOD2_42364663,dim_failure,5,DJI_20241217095609_0067_D.JPG,1400,1013,100,0.000070511917,true,1062,28b38383a0b6d82656108e8f0e5e79711dcda93948ab2e89c1cd8f47215962a5
3,DEBY_LOD2_42364663,dim_failure,6,DJI_20241217084725_0146_D.JPG,1400,1013,888,0.000626145819,true,2935,28b38383a0b6d82656108e8f0e5e79711dcda93948ab2e89c1cd8f47215962a5
3,DEBY_LOD2_42364663,dim_failure,7,DJI_20241217084727_0147_D.JPG,1400,1013,1010,0.000712170357,true,2866,28b38383a0b6d82656108e8f0e5e79711dcda93948ab2e89c1cd8f47215962a5
3,DEBY_LOD2_42364663,dim_failure,8,DJI_20241217084729_0148_D.JPG,1400,1013,1019,0.000718516429,true,2891,28b38383a0b6d82656108e8f0e5e79711dcda93948ab2e89c1cd8f47215962a5
3,DEBY_LOD2_42364663,dim_failure,9,DJI_20241217101110_0004_D.JPG,1400,1013,2,0.000001410238,true,355,28b38383a0b6d82656108e8f0e5e79711dcda93948ab2e89c1cd8f47215962a5
3,DEBY_LOD2_42364663,dim_failure,10,DJI_20241217100259_0004_D.JPG,1400,1013,38,0.000026794528,true,354,28b38383a0b6d82656108e8f0e5e79711dcda93948ab2e89c1cd8f47215962a5
3,DEBY_LOD2_42364663,dim_failure,11,DJI_20241217084837_0182_D.JPG,1400,1013,968,0.000682555352,true,2892,28b38383a0b6d82656108e8f0e5e79711dcda93948ab2e89c1cd8f47215962a5
3,DEBY_LOD2_42364663,dim_failure,12,DJI_20241217084841_0184_D.JPG,1400,1013,983,0.000693132139,true,2934,28b38383a0b6d82656108e8f0e5e79711dcda93948ab2e89c1cd8f47215962a5
3,DEBY_LOD2_42364663,dim_failure,13,DJI_20241217095613_0069_D.JPG,1400,1013,107,0.000075447751,true,1024,28b38383a0b6d82656108e8f0e5e79711dcda93948ab2e89c1cd8f47215962a5
3,DEBY_LOD2_42364663,dim_failure,14,DJI_20241217102531_0018_D.JPG,1400,1013,22,0.000015512622,true,181,28b38383a0b6d82656108e8f0e5e79711dcda93948ab2e89c1cd8f47215962a5
3,DEBY_LOD2_42364663,dim_failure,17,DJI_20241217101108_0003_D.JPG,1400,1013,1,0.000000705119,true,357,28b38383a0b6d82656108e8f0e5e79711dcda93948ab2e89c1cd8f47215962a5
3,DEBY_LOD2_42364663,dim_failure,18,DJI_20241217100257_0003_D.JPG,1400,1013,44,0.000031025243,true,336,28b38383a0b6d82656108e8f0e5e79711dcda93948ab2e89c1cd8f47215962a5
3,DEBY_LOD2_42364663,dim_failure,19,DJI_20241217103001_0026_D.JPG,1400,1013,4286,0.003022140742,true,8267,28b38383a0b6d82656108e8f0e5e79711dcda93948ab2e89c1cd8f47215962a5
3,DEBY_LOD2_42364663,dim_failure,20,DJI_20241217095637_0081_D.JPG,1400,1013,80,0.000056409533,true,979,28b38383a0b6d82656108e8f0e5e79711dcda93948ab2e89c1cd8f47215962a5
3,DEBY_LOD2_42364663,dim_failure,21,DJI_20241217095611_0068_D.JPG,1400,1013,125,0.000088139896,true,1023,28b38383a0b6d82656108e8f0e5e79711dcda93948ab2e89c1cd8f47215962a5
3,DEBY_LOD2_42364663,dim_failure,22,DJI_20241217084723_0145_D.JPG,1400,1013,770,0.000542941757,true,2079,28b38383a0b6d82656108e8f0e5e79711dcda93948ab2e89c1cd8f47215962a5
3,DEBY_LOD2_42364663,dim_failure,24,DJI_20241217084543_0095_D.JPG,1400,1013,836,0.000589479622,true,2622,28b38383a0b6d82656108e8f0e5e79711dcda93948ab2e89c1cd8f47215962a5
3,DEBY_LOD2_42364663,dim_failure,25,DJI_20241217084541_0094_D.JPG,1400,1013,484,0.000341277676,true,1702,28b38383a0b6d82656108e8f0e5e79711dcda93948ab2e89c1cd8f47215962a5
3,DEBY_LOD2_42364663,dim_failure,26,DJI_20241217100301_0005_D.JPG,1400,1013,38,0.000026794528,true,336,28b38383a0b6d82656108e8f0e5e79711dcda93948ab2e89c1cd8f47215962a5
3,DEBY_LOD2_42364663,dim_failure,27,DJI_20241217103005_0028_D.JPG,1400,1013,2986,0.002105485827,true,6501,28b38383a0b6d82656108e8f0e5e79711dcda93948ab2e89c1cd8f47215962a5
3,DEBY_LOD2_42364663,dim_failure,28,DJI_20241217095635_0080_D.JPG,1400,1013,95,0.000066986321,true,950,28b38383a0b6d82656108e8f0e5e79711dcda93948ab2e89c1cd8f47215962a5
3,DEBY_LOD2_42364663,dim_failure,29,DJI_20241217095607_0066_D.JPG,1400,1013,110,0.000077563108,true,1056,28b38383a0b6d82656108e8f0e5e79711dcda93948ab2e89c1cd8f47215962a5
3,DEBY_LOD2_42364663,dim_failure,30,DJI_20241217102931_0011_D.JPG,1400,1013,11172,0.007877591313,true,11843,28b38383a0b6d82656108e8f0e5e79711dcda93948ab2e89c1cd8f47215962a5
4,DEBY_LOD2_4907182,dim_failure,1,DJI_20241217084837_0182_D.JPG,1400,1013,4030,0.002841630236,true,8701,28b38383a0b6d82656108e8f0e5e79711dcda93948ab2e89c1cd8f47215962a5
4,DEBY_LOD2_4907182,dim_failure,2,DJI_20241217095139_0076_D.JPG,1400,1013,119,0.000083909181,true,414,28b38383a0b6d82656108e8f0e5e79711dcda93948ab2e89c1cd8f47215962a5
4,DEBY_LOD2_4907182,dim_failure,3,DJI_20241217102733_0022_D.JPG,1400,1013,1161,0.000818643351,true,3217,28b38383a0b6d82656108e8f0e5e79711dcda93948ab2e89c1cd8f47215962a5
4,DEBY_LOD2_4907182,dim_failure,4,DJI_20241217102929_0010_D.JPG,1400,1013,1346,0.000949090396,true,3664,28b38383a0b6d82656108e8f0e5e79711dcda93948ab2e89c1cd8f47215962a5
4,DEBY_LOD2_4907182,dim_failure,5,DJI_20241217084835_0181_D.JPG,1400,1013,1570,0.001107037089,true,3996,28b38383a0b6d82656108e8f0e5e79711dcda93948ab2e89c1cd8f47215962a5
4,DEBY_LOD2_4907182,dim_failure,6,DJI_20241217095145_0079_D.JPG,1400,1013,65,0.000045832746,true,339,28b38383a0b6d82656108e8f0e5e79711dcda93948ab2e89c1cd8f47215962a5
4,DEBY_LOD2_4907182,dim_failure,7,DJI_20241217102731_0021_D.JPG,1400,1013,914,0.000644478917,true,2884,28b38383a0b6d82656108e8f0e5e79711dcda93948ab2e89c1cd8f47215962a5
4,DEBY_LOD2_4907182,dim_failure,8,DJI_20241217102925_0008_D.JPG,1400,1013,1779,0.001254406995,true,4473,28b38383a0b6d82656108e8f0e5e79711dcda93948ab2e89c1cd8f47215962a5
4,DEBY_LOD2_4907182,dim_failure,9,DJI_20241217095147_0080_D.JPG,1400,1013,71,0.000050063461,true,349,28b38383a0b6d82656108e8f0e5e79711dcda93948ab2e89c1cd8f47215962a5
4,DEBY_LOD2_4907182,dim_failure,10,DJI_20241217102729_0020_D.JPG,1400,1013,884,0.000623325342,true,2885,28b38383a0b6d82656108e8f0e5e79711dcda93948ab2e89c1cd8f47215962a5
4,DEBY_LOD2_4907182,dim_failure,11,DJI_20241217102935_0013_D.JPG,1400,1013,1175,0.000828515019,true,3605,28b38383a0b6d82656108e8f0e5e79711dcda93948ab2e89c1cd8f47215962a5
4,DEBY_LOD2_4907182,dim_failure,12,DJI_20241217095143_0078_D.JPG,1400,1013,72,0.000050768580,true,352,28b38383a0b6d82656108e8f0e5e79711dcda93948ab2e89c1cd8f47215962a5
4,DEBY_LOD2_4907182,dim_failure,13,DJI_20241217103545_0062_D.JPG,1400,1013,224,0.000157946693,true,1108,28b38383a0b6d82656108e8f0e5e79711dcda93948ab2e89c1cd8f47215962a5
4,DEBY_LOD2_4907182,dim_failure,14,DJI_20241217102741_0026_D.JPG,1400,1013,966,0.000681145114,true,2944,28b38383a0b6d82656108e8f0e5e79711dcda93948ab2e89c1cd8f47215962a5
4,DEBY_LOD2_4907182,dim_failure,15,DJI_20241217095149_0081_D.JPG,1400,1013,86,0.000060640248,true,340,28b38383a0b6d82656108e8f0e5e79711dcda93948ab2e89c1cd8f47215962a5
4,DEBY_LOD2_4907182,dim_failure,16,DJI_20241217102527_0016_D.JPG,1400,1013,255,0.000179805387,true,1049,28b38383a0b6d82656108e8f0e5e79711dcda93948ab2e89c1cd8f47215962a5
4,DEBY_LOD2_4907182,dim_failure,17,DJI_20241217102941_0016_D.JPG,1400,1013,1030,0.000726272740,true,3053,28b38383a0b6d82656108e8f0e5e79711dcda93948ab2e89c1cd8f47215962a5
4,DEBY_LOD2_4907182,dim_failure,18,DJI_20241217095141_0077_D.JPG,1400,1013,42,0.000029615005,true,362,28b38383a0b6d82656108e8f0e5e79711dcda93948ab2e89c1cd8f47215962a5
4,DEBY_LOD2_4907182,dim_failure,19,DJI_20241217102529_0017_D.JPG,1400,1013,170,0.000119870258,true,762,28b38383a0b6d82656108e8f0e5e79711dcda93948ab2e89c1cd8f47215962a5
4,DEBY_LOD2_4907182,dim_failure,20,DJI_20241217102939_0015_D.JPG,1400,1013,1028,0.000724862502,true,2985,28b38383a0b6d82656108e8f0e5e79711dcda93948ab2e89c1cd8f47215962a5
4,DEBY_LOD2_4907182,dim_failure,21,DJI_20241217102531_0018_D.JPG,1400,1013,204,0.000143844310,true,645,28b38383a0b6d82656108e8f0e5e79711dcda93948ab2e89c1cd8f47215962a5
4,DEBY_LOD2_4907182,dim_failure,22,DJI_20241217102937_0014_D.JPG,1400,1013,917,0.000646594274,true,3066,28b38383a0b6d82656108e8f0e5e79711dcda93948ab2e89c1cd8f47215962a5
4,DEBY_LOD2_4907182,dim_failure,23,DJI_20241217095103_0058_D.JPG,1400,1013,123,0.000086729657,true,691,28b38383a0b6d82656108e8f0e5e79711dcda93948ab2e89c1cd8f47215962a5
4,DEBY_LOD2_4907182,dim_failure,24,DJI_20241217102943_0017_D.JPG,1400,1013,1715,0.001209279368,true,4394,28b38383a0b6d82656108e8f0e5e79711dcda93948ab2e89c1cd8f47215962a5
4,DEBY_LOD2_4907182,dim_failure,25,DJI_20241217094552_0032_D.JPG,1400,1013,37,0.000026089409,true,417,28b38383a0b6d82656108e8f0e5e79711dcda93948ab2e89c1cd8f47215962a5
4,DEBY_LOD2_4907182,dim_failure,26,DJI_20241217103553_0066_D.JPG,1400,1013,264,0.000186151460,true,980,28b38383a0b6d82656108e8f0e5e79711dcda93948ab2e89c1cd8f47215962a5
4,DEBY_LOD2_4907182,dim_failure,27,DJI_20241217094546_0029_D.JPG,1400,1013,52,0.000036666197,true,442,28b38383a0b6d82656108e8f0e5e79711dcda93948ab2e89c1cd8f47215962a5
4,DEBY_LOD2_4907182,dim_failure,28,DJI_20241217102927_0009_D.JPG,1400,1013,1392,0.000981525878,true,3470,28b38383a0b6d82656108e8f0e5e79711dcda93948ab2e89c1cd8f47215962a5
4,DEBY_LOD2_4907182,dim_failure,29,DJI_20241217094550_0031_D.JPG,1400,1013,19,0.000013397264,true,416,28b38383a0b6d82656108e8f0e5e79711dcda93948ab2e89c1cd8f47215962a5
4,DEBY_LOD2_4907182,dim_failure,30,DJI_20241217103547_0063_D.JPG,1400,1013,157,0.000110703709,true,1045,28b38383a0b6d82656108e8f0e5e79711dcda93948ab2e89c1cd8f47215962a5
5,DEBY_LOD2_4907510,dim_failure,1,DJI_20241217084639_0123_D.JPG,1400,1013,4095,0.002887462981,true,9427,28b38383a0b6d82656108e8f0e5e79711dcda93948ab2e89c1cd8f47215962a5
5,DEBY_LOD2_4907510,dim_failure,2,DJI_20241217084643_0125_D.JPG,1400,1013,4158,0.002931885489,true,9422,28b38383a0b6d82656108e8f0e5e79711dcda93948ab2e89c1cd8f47215962a5
5,DEBY_LOD2_4907510,dim_failure,3,DJI_20241217102104_0031_D.JPG,1400,1013,2324,0.001638696940,true,3987,28b38383a0b6d82656108e8f0e5e79711dcda93948ab2e89c1cd8f47215962a5
5,DEBY_LOD2_4907510,dim_failure,4,DJI_20241217094653_0042_D.JPG,1400,1013,74,0.000052178818,true,375,28b38383a0b6d82656108e8f0e5e79711dcda93948ab2e89c1cd8f47215962a5
5,DEBY_LOD2_4907510,dim_failure,5,DJI_20241217084637_0122_D.JPG,1400,1013,4011,0.002828232971,true,9552,28b38383a0b6d82656108e8f0e5e79711dcda93948ab2e89c1cd8f47215962a5
5,DEBY_LOD2_4907510,dim_failure,6,DJI_20241217101847_0041_D.JPG,1400,1013,2802,0.001975743901,true,5059,28b38383a0b6d82656108e8f0e5e79711dcda93948ab2e89c1cd8f47215962a5
5,DEBY_LOD2_4907510,dim_failure,7,DJI_20241217102056_0027_D.JPG,1400,1013,2335,0.001646453251,true,3979,28b38383a0b6d82656108e8f0e5e79711dcda93948ab2e89c1cd8f47215962a5
5,DEBY_LOD2_4907510,dim_failure,8,DJI_20241217094652_0041_D.JPG,1400,1013,60,0.000042307150,true,338,28b38383a0b6d82656108e8f0e5e79711dcda93948ab2e89c1cd8f47215962a5
5,DEBY_LOD2_4907510,dim_failure,9,DJI_20241217084641_0124_D.JPG,1400,1013,4205,0.002965026089,true,9315,28b38383a0b6d82656108e8f0e5e79711dcda93948ab2e89c1cd8f47215962a5
5,DEBY_LOD2_4907510,dim_failure,10,DJI_20241217102026_0012_D.JPG,1400,1013,3029,0.002135805951,true,5521,28b38383a0b6d82656108e8f0e5e79711dcda93948ab2e89c1cd8f47215962a5
5,DEBY_LOD2_4907510,dim_failure,11,DJI_20241217084917_0202_D.JPG,1400,1013,1915,0.001350303201,true,4417,28b38383a0b6d82656108e8f0e5e79711dcda93948ab2e89c1cd8f47215962a5
5,DEBY_LOD2_4907510,dim_failure,12,DJI_20241217084645_0126_D.JPG,1400,1013,4157,0.002931180369,true,9440,28b38383a0b6d82656108e8f0e5e79711dcda93948ab2e89c1cd8f47215962a5
5,DEBY_LOD2_4907510,dim_failure,13,DJI_20241217101845_0040_D.JPG,1400,1013,2657,0.001873501622,true,5224,28b38383a0b6d82656108e8f0e5e79711dcda93948ab2e89c1cd8f47215962a5
5,DEBY_LOD2_4907510,dim_failure,14,DJI_20241217084919_0203_D.JPG,1400,1013,1823,0.001285432238,true,3578,28b38383a0b6d82656108e8f0e5e79711dcda93948ab2e89c1cd8f47215962a5
5,DEBY_LOD2_4907510,dim_failure,15,DJI_20241217102008_0003_D.JPG,1400,1013,2683,0.001891834720,true,4843,28b38383a0b6d82656108e8f0e5e79711dcda93948ab2e89c1cd8f47215962a5
5,DEBY_LOD2_4907510,dim_failure,16,DJI_20241217102028_0013_D.JPG,1400,1013,2452,0.001728952193,true,4924,28b38383a0b6d82656108e8f0e5e79711dcda93948ab2e89c1cd8f47215962a5
5,DEBY_LOD2_4907510,dim_failure,17,DJI_20241217084915_0201_D.JPG,1400,1013,1529,0.001078127203,true,3390,28b38383a0b6d82656108e8f0e5e79711dcda93948ab2e89c1cd8f47215962a5
5,DEBY_LOD2_4907510,dim_failure,18,DJI_20241217102010_0004_D.JPG,1400,1013,3183,0.002244394303,true,5309,28b38383a0b6d82656108e8f0e5e79711dcda93948ab2e89c1cd8f47215962a5
5,DEBY_LOD2_4907510,dim_failure,19,DJI_20241217102030_0014_D.JPG,1400,1013,2714,0.001913693414,true,4716,28b38383a0b6d82656108e8f0e5e79711dcda93948ab2e89c1cd8f47215962a5
5,DEBY_LOD2_4907510,dim_failure,20,DJI_20241217095359_0002_D.JPG,1400,1013,445,0.000313778028,true,935,28b38383a0b6d82656108e8f0e5e79711dcda93948ab2e89c1cd8f47215962a5
5,DEBY_LOD2_4907510,dim_failure,21,DJI_20241217102006_0002_D.JPG,1400,1013,2851,0.002010294740,true,5154,28b38383a0b6d82656108e8f0e5e79711dcda93948ab2e89c1cd8f47215962a5
5,DEBY_LOD2_4907510,dim_failure,22,DJI_20241217102048_0023_D.JPG,1400,1013,2289,0.001614017769,true,4147,28b38383a0b6d82656108e8f0e5e79711dcda93948ab2e89c1cd8f47215962a5
5,DEBY_LOD2_4907510,dim_failure,23,DJI_20241217095403_0004_D.JPG,1400,1013,222,0.000156536455,true,490,28b38383a0b6d82656108e8f0e5e79711dcda93948ab2e89c1cd8f47215962a5
5,DEBY_LOD2_4907510,dim_failure,24,DJI_20241217101839_0037_D.JPG,1400,1013,3251,0.002292342406,true,5507,28b38383a0b6d82656108e8f0e5e79711dcda93948ab2e89c1cd8f47215962a5
5,DEBY_LOD2_4907510,dim_failure,25,DJI_20241217102032_0015_D.JPG,1400,1013,2169,0.001529403469,true,4416,28b38383a0b6d82656108e8f0e5e79711dcda93948ab2e89c1cd8f47215962a5
5,DEBY_LOD2_4907510,dim_failure,26,DJI_20241217101833_0034_D.JPG,1400,1013,3321,0.002341700747,true,5328,28b38383a0b6d82656108e8f0e5e79711dcda93948ab2e89c1cd8f47215962a5
5,DEBY_LOD2_4907510,dim_failure,27,DJI_20241217102046_0022_D.JPG,1400,1013,2259,0.001592864194,true,4236,28b38383a0b6d82656108e8f0e5e79711dcda93948ab2e89c1cd8f47215962a5
