candidate_id,source_feature_index,centroid_e_epsg25832,centroid_n_epsg25832,footprint_area_m2,texture_gradient_median,texture_gradient_p10,nearest_building_distance_m,building_fraction_in_10m_ring,visible_view_count,visible_views,max_baseline_height_ratio,reference_roof_z_m,official_dim_cells,official_dim_hole_ratio,official_dim_density_cells_m2,official_dim_z_median,custom_dim_points,custom_dim_density_points_m2,custom_dim_grid_cells_covered,custom_dim_grid_cells_total,custom_dim_hole_ratio,als_points,als_density_points_m2
vaihingen_a3_010,10,497109.98798724957,5419365.389885638,229.24815560096334,3.171051025390625,0.8975257873535156,0.6077660177565332,0.1747208093870471,9,10040082;10040083;10040084;10050104;10050105;10050106;10250132;10250133;10250134,0.9899043778235572,274.216,28465,0.0,124.166756872614,272.8917236328125,0,0.0,0,3665,1.0,2366,10.320693720730889
vaihingen_a3_011,11,497108.9745483072,5419378.789556546,14.327238546146141,1.0540924072265625,0.33333396911621094,4.419111144492518,0.15593989263331348,9,10040082;10040083;10040084;10050104;10050105;10050106;10250132;10250133;10250134,0.9863926100147393,267.388,1828,0.0,127.58913688162961,267.41741943359375,0,0.0,0,232,1.0,134,9.352814191541777
vaihingen_a3_012,12,497083.7019514757,5419365.54971816,231.11239014631636,2.6352310180664062,0.8498355746269226,0.7099758419307733,0.10760856545934323,9,10040082;10040083;10040084;10050104;10050105;10050106;10250132;10250133;10250134,0.988735460509183,276.21450000000004,28737,0.0,124.34210031667587,273.73138427734375,0,0.0,0,3698,1.0,2183,9.445620802147177
vaihingen_a3_013,13,497073.922763973,5419379.288087407,23.333570282706187,0.745356559753418,0.23570406436920166,5.507103385534553,0.09843170132564759,9,10040082;10040083;10040084;10050104;10050105;10050106;10250132;10250133;10250134,0.9821866789813974,266.656,2921,0.0,125.18444304105988,266.5137939453125,0,0.0,0,379,1.0,207,8.871338483224715
vaihingen_a3_014,14,497074.10928468977,5419396.598448113,80.67753192240836,3.933474063873291,1.3437085151672363,0.5945162555181094,0.13203873709773029,9,10040082;10040083;10040084;10050104;10050105;10050106;10250132;10250133;10250134,0.9834575803774214,265.292,10130,0.0,125.56160009632583,265.4476623535156,0,0.0,0,1290,1.0,672,8.32945659079279
vaihingen_a3_015,15,497086.39074296,5419408.303997816,195.12396560530695,3.419713258743286,1.0540921688079834,3.3359271635898163e-07,0.18001384531777803,9,10040082;10040083;10040084;10050104;10050105;10050106;10250132;10250133;10250134,0.9908802431727602,271.17,24290,0.0,124.48496485118261,270.0289306640625,0,0.0,0,3122,1.0,1783,9.137780664045229
vaihingen_a3_016,16,497106.23191137344,5419403.73293095,256.9446750434872,3.1446621417999268,1.0671871900558472,3.3359271635898163e-07,0.15897435824411288,9,10040082;10040083;10040084;10050104;10050105;10050106;10250132;10250133;10250134,0.9925433723850948,271.416,31847,0.0,123.94496984461725,270.44891357421875,0,0.0,0,4110,1.0,2505,9.749180439625905
vaihingen_a3_017,17,497190.272465187,5419320.226910069,10.31883516967773,4.949747562408447,0.6009255647659302,1.5270980815253306,0.23915998813517367,7,10040083;10040084;10050105;10050106;10250133;10250134;10250135,1.0049243737412652,265.01,1343,0.0,130.1503491349929,267.4450988769531,0,0.0,0,169,1.0,141,13.664333006726729
vaihingen_a3_018,18,497176.9450378702,5419331.202592044,357.202761101693,2.223611831665039,0.7453548312187195,1.5270980815253306,0.08265246939895096,6,10040083;10040084;10050105;10050106;10250133;10250134,0.8480326529121671,273.873,44324,0.0,124.08638685573118,276.05364990234375,0,0.0,0,5717,1.0,4729,13.238979411622433
vaihingen_a3_019,19,497141.10116935044,5419320.024905877,7.731333103618746,5.676462173461914,0.6666679382324219,0.0,0.20786237777259933,9,10040082;10040083;10040084;10050104;10050105;10050106;10250133;10250134;10250135,1.1087675257131007,265.664,1001,0.0,129.4731434519966,265.59844970703125,0,0.0,0,126,1.0,45,5.820470984355492
vaihingen_a3_020,20,497150.2927207292,5419331.49014396,356.34777287892643,2.173064947128296,0.7071067690849304,0.0,0.0708791049464901,8,10040082;10040083;10040084;10050104;10050105;10050106;10250133;10250134,0.9874829161422805,273.859,44290,0.0,124.28869596176226,276.572998046875,0,0.0,0,5701,1.0,4239,11.895682596114478
vaihingen_a3_021,21,497113.5379302391,5419335.692834189,276.23619503045734,2.00693416595459,0.5270466804504395,2.397701328935769,0.08667575045575365,8,10040082;10040083;10040084;10050104;10050105;10050106;10250133;10250134,0.9866316182853625,275.702,34328,0.0,124.27046352928171,273.3584289550781,0,0.0,0,4442,1.0,3141,11.37070397184438
vaihingen_a3_022,22,497081.6045665459,5419329.8837980395,441.2657115331296,3.004626750946045,0.5270466804504395,4.183994091487301,0.11560445889716413,8,10040082;10040083;10040084;10050104;10050105;10050106;10250133;10250134,0.9827718810472617,276.4035,54852,0.0,124.30605543635535,275.4136047363281,0,0.0,0,7058,1.0,5034,11.408092377062147
vaihingen_a3_023,23,497104.19168397394,5419302.577779407,23.577623674600044,3.856802225112915,1.269296646118164,1.1832495017641766,0.27951139884751786,9,10040082;10040083;10040084;10050104;10050105;10050106;10250133;10250134;10250135,1.1077683461828585,270.238,2964,0.0,125.71241448700744,270.4002990722656,0,0.0,0,379,1.0,228,9.670185729769802
vaihingen_a3_024,24,497098.83262361964,5419318.095923517,211.50193679558666,1.740052342414856,0.37267741560935974,1.1832495017641766,0.28074266822486105,9,10040082;10040083;10040084;10050104;10050105;10050106;10250133;10250134;10250135,1.1084335763617135,269.881,26335,0.0,124.51422620045493,269.4584045410156,0,0.0,0,3391,1.0,3724,17.60740377332425
vaihingen_a3_025,25,497118.4373425937,5419313.721268409,140.780841660891,2.1730685234069824,0.6009244918823242,5.822908179555744,0.14473117975160424,9,10040082;10040083;10040084;10050104;10050105;10050106;10250133;10250134;10250135,1.112942743340967,273.562,17472,0.0,124.10779615940973,273.3801574707031,0,0.0,0,2252,1.0,2270,16.124353095344556
vaihingen_a3_026,26,497117.0074023819,5419295.7146573635,177.93997399387524,2.5221240520477295,0.3726791441440582,2.0406231362780454,0.2103390979277562,9,10040082;10040083;10040084;10050104;10050105;10050106;10250133;10250134;10250135,1.1099915667914848,272.316,22065,0.0,124.0024908667205,274.14093017578125,0,0.0,0,2852,1.0,2471,13.886705412719982
vaihingen_a3_027,27,497118.8706689037,5419279.175372945,161.56139447564507,2.5873618125915527,0.5270466804504395,0.1250576479964036,0.25717059218851196,9,10040082;10040083;10040084;10050104;10050105;10050106;10250133;10250134;10250135,1.1084911485113662,272.535,20117,0.0,124.51613249124674,275.32171630859375,0,0.0,0,2586,1.0,499,3.088609142174883
vaihingen_a3_028,28,497106.7745856189,5419264.362194713,7.690900394876628,6.63743782043457,2.6055493354797363,1.3842803050439785,0.32396300375083076,8,10040082;10040083;10050104;10050105;10050106;10250133;10250134;10250135,1.1045409086219045,271.382,975,0.0,126.7731929865463,271.0547180175781,0,0.0,0,124,1.0,22,2.8605233289271985
vaihingen_a3_029,29,497099.8583855274,5419265.4478186965,49.77449765530028,2.635232448577881,0.7071067690849304,1.2570180223867515,0.17943487947204875,8,10040082;10040083;10050104;10050105;10050106;10250133;10250134;10250135,1.1049197025187603,272.574,6232,0.0,125.20467897351809,272.52178955078125,0,0.0,0,798,1.0,153,3.073863267482071
vaihingen_a3_030,30,497112.8740328565,5419267.844019474,62.042412789383405,2.333332061767578,0.47140541672706604,0.0,0.4134466427232193,8,10040082;10040083;10050104;10050105;10050106;10250133;10250134;10250135,1.105814341738787,271.649,7768,0.0,125.20467291254745,271.57733154296875,0,0.0,0,990,1.0,186,2.9979491711809767
vaihingen_a3_031,31,497100.2153094735,5419272.088203907,7.2645029123228255,1.509230613708496,0.37267741560935974,1.2570180223867515,0.27498927995424477,9,10040082;10040083;10040084;10050104;10050105;10050106;10250133;10250134;10250135,1.1049370672283447,271.509,920,0.0,126.64321442275119,271.6571044921875,0,0.0,0,117,1.0,24,3.303736028419596
vaihingen_a3_032,32,497101.6461429809,5419283.735720818,79.13884667021742,2.68742036819458,0.8975272178649902,1.8844239048439302,0.2287884577950824,9,10040082;10040083;10040084;10050104;10050105;10050106;10250133;10250134;10250135,1.106450269613413,271.4605,9827,0.0,124.17416241799019,271.3101501464844,0,0.0,0,1272,1.0,248,3.13373280550133
vaihingen_a3_033,33,497083.411030426,5419301.514690964,155.35003343714993,2.60341739654541,0.8333328366279602,3.0711691489804354,0.1289445990934076,9,10040082;10040083;10040084;10050104;10050105;10050106;10250133;10250134;10250135,1.111128886366455,277.238,19280,0.0,124.10682877516163,275.6415100097656,0,0.0,0,2489,1.0,2379,15.31380423527539
vaihingen_a3_034,34,497083.84354542015,5419276.360405189,151.59079361676174,2.7131381034851074,0.8498355746269226,4.403523864521331,0.14076083994952548,9,10040082;10040083;10040084;10050104;10050105;10050106;10250133;10250134;10250135,1.1099440498022468,279.292,18841,0.0,124.28855044873059,277.2156066894531,0,0.0,0,2426,1.0,503,3.3181434571260278
vaihingen_a3_035,35,497084.6507167376,5419260.279060342,131.60713553609355,2.477680206298828,0.8333343267440796,4.403523864521331,0.15962998596744027,7,10040082;10050104;10050105;10050106;10250133;10250134;10250135,1.1065121367812971,277.533,16279,0.0,123.69390104638701,278.7881774902344,0,0.0,0,2109,1.0,420,3.1913163240667455
vaihingen_a3_036,36,497085.5319118186,5419241.002770413,115.16888565379571,2.5,0.7453548312187195,7.468548242177724,0.047725580728628654,6,10050104;10050105;10050106;10250133;10250134;10250135,0.9352082339475274,277.254,14328,0.0,124.40860149563999,278.7123718261719,0,0.0,0,1846,1.0,379,3.290819372337211
vaihingen_a3_037,37,497091.98492585385,5419218.968889155,214.92148949119962,2.3154070377349854,0.3726791441440582,10.70264077989506,0.0,6,10050104;10050105;10050106;10250133;10250134;10250135,0.9380654223561715,280.1175,26751,0.0,124.46870744907699,278.4504089355469,0,0.0,0,3439,1.0,724,3.368671982099052
vaihingen_a3_038,38,497122.8835462367,5419222.703953222,182.23731781482994,2.006932258605957,0.6666679382324219,8.859472318404437,0.012605456493584124,6,10050104;10050105;10050106;10250133;10250134;10250135,0.9385867326198939,277.579,22757,0.0,124.87563070437213,275.8907775878906,0,0.0,0,2917,1.0,583,3.199125223036822
vaihingen_a3_039,39,497104.62201653665,5419246.573641343,90.49457372019889,2.315406084060669,0.8333343267440796,0.41640449870208335,0.16948490124143828,6,10050104;10050105;10050106;10250133;10250134;10250135,0.9335790566997867,273.19,11286,0.0,124.71466007337966,272.988037109375,0,0.0,0,1450,1.0,277,3.0609570122564387
vaihingen_a3_040,40,497103.2758062946,5419251.365410938,3.492045703515159,10.79020881652832,0.3726825416088104,0.41640449870208335,0.25984061594053204,7,10040082;10050104;10050105;10050106;10250133;10250134;10250135,1.103420884776902,272.604,446,0.0,127.71883241706945,272.3680419921875,0,0.0,0,58,1.0,10,2.863650951055369
vaihingen_a3_041,41,497110.7132589499,5419253.155147036,8.690597235590397,3.0184614658355713,0.971827507019043,0.695233225344852,0.3824400233106111,7,10040082;10050104;10050105;10050106;10250133;10250134;10250135,1.1041180777578847,272.205,1103,0.0,126.91878015965464,272.1590881347656,0,0.0,0,140,1.0,27,3.1068060419861063
vaihingen_a3_042,42,497121.340426961,5419243.179877131,168.30773492189496,1.8027756214141846,0.47140541672706604,1.7236621551654203,0.17004300717563126,6,10050104;10050105;10050106;10250133;10250134;10250135,0.9386896289938178,277.884,20972,0.0,124.6050872809398,276.6527404785156,0,0.0,0,2695,1.0,517,3.0717542496779453
vaihingen_a3_043,43,497122.04244933085,5419259.413828717,145.2215329441022,2.3214001655578613,0.6871858239173889,0.0,0.26482355654101225,7,10040082;10050104;10050105;10050106;10250133;10250134;10250135,1.108907300424383,275.70550000000003,18201,0.0,125.33265302333518,276.0496520996094,0,0.0,0,2325,1.0,440,3.0298537075032956
vaihingen_a3_044,44,497183.8425063683,5419297.1737515265,496.0825308861974,2.403697967529297,0.7453557252883911,3.5096806716206763,0.02551119352321102,7,10040083;10040084;10050105;10050106;10250133;10250134;10250135,1.0085093398641072,273.3045,61600,0.0,124.1728868983923,275.89337158203125,0,0.0,0,7941,1.0,8242,16.614171003515413
vaihingen_a3_045,45,497188.43513203214,5419256.915154663,72.19690835957854,2.8480007648468018,0.5270460844039917,0.0,0.3215814424112365,5,10050105;10050106;10250133;10250134;10250135,0.7682922951973277,271.43,9015,0.0,124.86684270606939,271.250732421875,0,0.0,0,1153,1.0,270,3.739772327303243
vaihingen_a3_046,46,497181.3072616587,5419272.198731351,19.12594240683329,5.168011665344238,0.8975285887718201,2.639973262025423,0.16685431689732225,7,10040083;10040084;10050105;10050106;10250133;10250134;10250135,1.0025850813942891,269.722,2384,0.0,124.64745262164169,269.71624755859375,0,0.0,0,304,1.0,69,3.6076653653075823
vaihingen_a3_047,47,497193.1656500863,5419266.7669740645,129.72607684793482,0.849837064743042,0.33333396911621094,0.0,0.17130794761099588,6,10040083;10050105;10050106;10250133;10250134;10250135,1.0097172312696683,277.604,16200,0.0,124.8785162831192,275.4898376464844,0,0.0,0,2078,1.0,478,3.684687085390801
vaihingen_a3_048,48,497194.7732949264,5419248.73130882,120.79316067579748,1.7716883420944214,0.5270460844039917,0.0,0.18889604461895526,5,10050105;10050106;10250133;10250134;10250135,0.7735785829473278,277.671,15113,0.0,125.11469950324837,275.6316833496094,0,0.0,0,1933,1.0,442,3.659147567024137
vaihingen_a3_049,49,497176.0499692175,5419253.529972977,7.347714370743196,6.838410377502441,2.553295135498047,2.6131015595041,0.14532657789573647,6,10040082;10050105;10050106;10250133;10250134;10250135,1.1077636038416236,270.503,942,0.0,128.20313263003445,270.80328369140625,0,0.0,0,120,1.0,27,3.6746120817525796
vaihingen_a3_050,50,497168.86478737096,5419252.654490744,35.21553688445006,3.0115456581115723,0.8975279331207275,2.6131015595041,0.07934751664476881,6,10040082;10050105;10050106;10250133;10250134;10250135,1.1090811880085725,272.72,4398,0.0,124.8880576329365,272.47039794921875,0,0.0,0,564,1.0,136,3.8619317503591093
vaihingen_a3_051,51,497161.27668480796,5419284.406169027,207.8957995908132,2.713134288787842,0.745356559753418,0.04862543841343327,0.24241809676950046,8,10040082;10040083;10040084;10050105;10050106;10250133;10250134;10250135,1.113604208940082,274.10400000000004,26064,0.0,125.37049835205883,273.31524658203125,0,0.0,0,3329,1.0,1412,6.791864014468503
vaihingen_a3_052,52,497146.33051947824,5419292.653988719,326.7506207649013,2.0883262157440186,0.3726808428764343,0.056140003703811,0.1514348515441815,9,10040082;10040083;10040084;10050104;10050105;10050106;10250133;10250134;10250135,1.1134413888093226,274.0075,40595,0.0,124.23847858336067,275.3061218261719,0,0.0,0,5230,1.0,4186,12.81099325902076
vaihingen_a3_053,53,497151.9829332713,5419246.146170859,160.06562868239814,2.426706075668335,0.7453582882881165,6.238807562191367,0.07645786933822475,6,10050104;10050105;10050106;10250133;10250134;10250135,0.9410787547615056,278.681,19847,0.0,123.99289068723412,277.19805908203125,0,0.0,0,2564,1.0,598,3.735967583562554
vaihingen_a3_054,54,497150.48645761336,5419264.940316639,205.4908236933549,2.0615527629852295,0.6009244918823242,0.04862543841343327,0.16568557830646738,8,10040082;10040083;10050104;10050105;10050106;10250133;10250134;10250135,1.1099494064538764,273.286,25553,0.0,124.35105150063362,274.9501037597656,0,0.0,0,3287,1.0,745,3.6254660262189193
vaihingen_a3_055,55,497145.9238604636,5419226.915146517,7.872176682742126,5.0138654708862305,1.5365887880325317,11.886686436962027,0.0,6,10050104;10050105;10050106;10250133;10250134;10250135,0.9358293125858738,272.44,1031,0.0,130.96758895925473,272.51318359375,0,0.0,0,126,1.0,25,3.175741730340803
vaihingen_a3_056,56,497180.45373614825,5419227.858959172,279.08460525721136,1.900290846824646,0.5,4.0088817773459695,0.030691110879819565,5,10050105;10050106;10250133;10250134;10250135,0.7693380488189386,273.868,34670,0.0,124.22756163152482,274.29937744140625,0,0.0,0,4464,1.0,1011,3.6225573928316006
