view_stem,region_id,building_id,source_component_id,source_component_pixel_count,pre_split_overlap_count,pre_split_oracle_instance_count,pre_cut_pair_pixel_count,post_cut_fragment_pixel_count,fragment_index,post_split_fragment_min_pixels,plane_loss_min_valid_pixels,address_source,address_geoid_m,address_shift_z_m,lod2_depth_or_height_loss_input,footprint_buffer_m,footprint_buffer_role,cutline_half_width_px,source_component_min_pixels,cache_path
DJI_20241217084847_0187_D,4,DEBY_LOD2_4908168,2,215930,6,3,1377,664,1,,64,actual_label_source_raycast_building_id_only,48.0,556.0,False,20.0,pre-adjudication overlap audit only,7,256,results/tum_transfer/e5_s3/C001/semantic_regions/DJI_20241217084847_0187_D.npz
DJI_20241217084849_0188_D,1,DEBY_LOD2_4907198,2,35651,6,1,1370,1370,1,,64,actual_label_source_raycast_building_id_only,48.0,556.0,False,20.0,pre-adjudication overlap audit only,7,256,results/tum_transfer/e5_s3/C001/semantic_regions/DJI_20241217084849_0188_D.npz
DJI_20241217084849_0188_D,2,DEBY_LOD2_4907184,3,173798,5,3,107995,105216,1,,64,actual_label_source_raycast_building_id_only,48.0,556.0,False,20.0,pre-adjudication overlap audit only,7,256,results/tum_transfer/e5_s3/C001/semantic_regions/DJI_20241217084849_0188_D.npz
DJI_20241217084849_0188_D,3,DEBY_LOD2_4907185,3,173798,5,3,5174,3331,1,,64,actual_label_source_raycast_building_id_only,48.0,556.0,False,20.0,pre-adjudication overlap audit only,7,256,results/tum_transfer/e5_s3/C001/semantic_regions/DJI_20241217084849_0188_D.npz
DJI_20241217084849_0188_D,4,DEBY_LOD2_4907185,3,173798,5,3,5174,157,2,,64,actual_label_source_raycast_building_id_only,48.0,556.0,False,20.0,pre-adjudication overlap audit only,7,256,results/tum_transfer/e5_s3/C001/semantic_regions/DJI_20241217084849_0188_D.npz
DJI_20241217084849_0188_D,5,DEBY_LOD2_4908168,3,173798,5,3,1248,532,1,,64,actual_label_source_raycast_building_id_only,48.0,556.0,False,20.0,pre-adjudication overlap audit only,7,256,results/tum_transfer/e5_s3/C001/semantic_regions/DJI_20241217084849_0188_D.npz
DJI_20241217084851_0189_D,1,DEBY_LOD2_4907198,2,82382,9,1,260,260,1,,64,actual_label_source_raycast_building_id_only,48.0,556.0,False,20.0,pre-adjudication overlap audit only,7,256,results/tum_transfer/e5_s3/C001/semantic_regions/DJI_20241217084851_0189_D.npz
DJI_20241217084851_0189_D,2,DEBY_LOD2_4907184,5,128950,5,2,104278,103376,1,,64,actual_label_source_raycast_building_id_only,48.0,556.0,False,20.0,pre-adjudication overlap audit only,7,256,results/tum_transfer/e5_s3/C001/semantic_regions/DJI_20241217084851_0189_D.npz
DJI_20241217084851_0189_D,3,DEBY_LOD2_4907185,5,128950,5,2,2281,1510,1,,64,actual_label_source_raycast_building_id_only,48.0,556.0,False,20.0,pre-adjudication overlap audit only,7,256,results/tum_transfer/e5_s3/C001/semantic_regions/DJI_20241217084851_0189_D.npz
DJI_20241217084853_0190_D,1,DEBY_LOD2_4907184,8,82226,5,2,81790,81398,1,,64,actual_label_source_raycast_building_id_only,48.0,556.0,False,20.0,pre-adjudication overlap audit only,7,256,results/tum_transfer/e5_s3/C001/semantic_regions/DJI_20241217084853_0190_D.npz
DJI_20241217084853_0190_D,2,DEBY_LOD2_4907185,8,82226,5,2,436,137,1,,64,actual_label_source_raycast_building_id_only,48.0,556.0,False,20.0,pre-adjudication overlap audit only,7,256,results/tum_transfer/e5_s3/C001/semantic_regions/DJI_20241217084853_0190_D.npz
DJI_20241217084855_0191_D,1,DEBY_LOD2_4908178,3,140766,10,1,27,27,1,,64,actual_label_source_raycast_building_id_only,48.0,556.0,False,20.0,pre-adjudication overlap audit only,7,256,results/tum_transfer/e5_s3/C001/semantic_regions/DJI_20241217084855_0191_D.npz
DJI_20241217084855_0191_D,2,DEBY_LOD2_4907184,8,44133,5,1,44133,44133,1,,64,actual_label_source_raycast_building_id_only,48.0,556.0,False,20.0,pre-adjudication overlap audit only,7,256,results/tum_transfer/e5_s3/C001/semantic_regions/DJI_20241217084855_0191_D.npz
DJI_20241217084857_0192_D,1,DEBY_LOD2_4908178,4,13339,8,1,13339,13339,1,,64,actual_label_source_raycast_building_id_only,48.0,556.0,False,20.0,pre-adjudication overlap audit only,7,256,results/tum_transfer/e5_s3/C001/semantic_regions/DJI_20241217084857_0192_D.npz
DJI_20241217084857_0192_D,2,DEBY_LOD2_4907184,10,13108,5,1,13108,13108,1,,64,actual_label_source_raycast_building_id_only,48.0,556.0,False,20.0,pre-adjudication overlap audit only,7,256,results/tum_transfer/e5_s3/C001/semantic_regions/DJI_20241217084857_0192_D.npz
DJI_20241217084859_0193_D,1,DEBY_LOD2_4907202,3,13154,6,1,13154,13154,1,,64,actual_label_source_raycast_building_id_only,48.0,556.0,False,20.0,pre-adjudication overlap audit only,7,256,results/tum_transfer/e5_s3/C001/semantic_regions/DJI_20241217084859_0193_D.npz
DJI_20241217084859_0193_D,2,DEBY_LOD2_4908178,5,12655,8,1,12655,12655,1,,64,actual_label_source_raycast_building_id_only,48.0,556.0,False,20.0,pre-adjudication overlap audit only,7,256,results/tum_transfer/e5_s3/C001/semantic_regions/DJI_20241217084859_0193_D.npz
DJI_20241217084901_0194_D,1,DEBY_LOD2_4907202,3,220632,10,3,12531,12408,1,,64,actual_label_source_raycast_building_id_only,48.0,556.0,False,20.0,pre-adjudication overlap audit only,7,256,results/tum_transfer/e5_s3/C001/semantic_regions/DJI_20241217084901_0194_D.npz
DJI_20241217084901_0194_D,2,DEBY_LOD2_8568391,3,220632,10,3,2335,2140,1,,64,actual_label_source_raycast_building_id_only,48.0,556.0,False,20.0,pre-adjudication overlap audit only,7,256,results/tum_transfer/e5_s3/C001/semantic_regions/DJI_20241217084901_0194_D.npz
DJI_20241217084901_0194_D,3,DEBY_LOD2_8568392,3,220632,10,3,3,1,1,,64,actual_label_source_raycast_building_id_only,48.0,556.0,False,20.0,pre-adjudication overlap audit only,7,256,results/tum_transfer/e5_s3/C001/semantic_regions/DJI_20241217084901_0194_D.npz
DJI_20241217084901_0194_D,4,DEBY_LOD2_8568392,3,220632,10,3,3,1,2,,64,actual_label_source_raycast_building_id_only,48.0,556.0,False,20.0,pre-adjudication overlap audit only,7,256,results/tum_transfer/e5_s3/C001/semantic_regions/DJI_20241217084901_0194_D.npz
DJI_20241217084901_0194_D,5,DEBY_LOD2_8568392,3,220632,10,3,3,1,3,,64,actual_label_source_raycast_building_id_only,48.0,556.0,False,20.0,pre-adjudication overlap audit only,7,256,results/tum_transfer/e5_s3/C001/semantic_regions/DJI_20241217084901_0194_D.npz
DJI_20241217084901_0194_D,6,DEBY_LOD2_4908178,5,7552,7,1,7552,7552,1,,64,actual_label_source_raycast_building_id_only,48.0,556.0,False,20.0,pre-adjudication overlap audit only,7,256,results/tum_transfer/e5_s3/C001/semantic_regions/DJI_20241217084901_0194_D.npz
DJI_20241217084903_0195_D,1,DEBY_LOD2_4907202,4,218024,8,4,8953,8646,1,,64,actual_label_source_raycast_building_id_only,48.0,556.0,False,20.0,pre-adjudication overlap audit only,7,256,results/tum_transfer/e5_s3/C001/semantic_regions/DJI_20241217084903_0195_D.npz
DJI_20241217084903_0195_D,2,DEBY_LOD2_4908178,4,218024,8,4,2332,2084,1,,64,actual_label_source_raycast_building_id_only,48.0,556.0,False,20.0,pre-adjudication overlap audit only,7,256,results/tum_transfer/e5_s3/C001/semantic_regions/DJI_20241217084903_0195_D.npz
DJI_20241217084903_0195_D,3,DEBY_LOD2_8568391,4,218024,8,4,622,622,1,,64,actual_label_source_raycast_building_id_only,48.0,556.0,False,20.0,pre-adjudication overlap audit only,7,256,results/tum_transfer/e5_s3/C001/semantic_regions/DJI_20241217084903_0195_D.npz
DJI_20241217084903_0195_D,4,DEBY_LOD2_8568392,4,218024,8,4,3,1,1,,64,actual_label_source_raycast_building_id_only,48.0,556.0,False,20.0,pre-adjudication overlap audit only,7,256,results/tum_transfer/e5_s3/C001/semantic_regions/DJI_20241217084903_0195_D.npz
DJI_20241217084903_0195_D,5,DEBY_LOD2_8568392,4,218024,8,4,3,1,2,,64,actual_label_source_raycast_building_id_only,48.0,556.0,False,20.0,pre-adjudication overlap audit only,7,256,results/tum_transfer/e5_s3/C001/semantic_regions/DJI_20241217084903_0195_D.npz
DJI_20241217084903_0195_D,6,DEBY_LOD2_8568392,4,218024,8,4,3,1,3,,64,actual_label_source_raycast_building_id_only,48.0,556.0,False,20.0,pre-adjudication overlap audit only,7,256,results/tum_transfer/e5_s3/C001/semantic_regions/DJI_20241217084903_0195_D.npz
DJI_20241217084905_0196_D,1,DEBY_LOD2_4907202,3,207864,6,1,5337,5337,1,,64,actual_label_source_raycast_building_id_only,48.0,556.0,False,20.0,pre-adjudication overlap audit only,7,256,results/tum_transfer/e5_s3/C001/semantic_regions/DJI_20241217084905_0196_D.npz
DJI_20241217084907_0197_D,1,DEBY_LOD2_4907202,3,168763,5,1,1769,1769,1,,64,actual_label_source_raycast_building_id_only,48.0,556.0,False,20.0,pre-adjudication overlap audit only,7,256,results/tum_transfer/e5_s3/C001/semantic_regions/DJI_20241217084907_0197_D.npz
DJI_20241217094534_0023_D,1,DEBY_LOD2_4907195,1,42196,14,2,45,24,1,,64,actual_label_source_raycast_building_id_only,48.0,556.0,False,20.0,pre-adjudication overlap audit only,7,256,results/tum_transfer/e5_s3/C001/semantic_regions/DJI_20241217094534_0023_D.npz
DJI_20241217094536_0024_D,1,DEBY_LOD2_4907195,1,41940,17,2,46,28,1,,64,actual_label_source_raycast_building_id_only,48.0,556.0,False,20.0,pre-adjudication overlap audit only,7,256,results/tum_transfer/e5_s3/C001/semantic_regions/DJI_20241217094536_0024_D.npz
DJI_20241217094548_0030_D,1,DEBY_LOD2_4907184,2,52262,17,7,811,767,1,,64,actual_label_source_raycast_building_id_only,48.0,556.0,False,20.0,pre-adjudication overlap audit only,7,256,results/tum_transfer/e5_s3/C001/semantic_regions/DJI_20241217094548_0030_D.npz
DJI_20241217094548_0030_D,2,DEBY_LOD2_4907186,2,52262,17,7,234,80,1,,64,actual_label_source_raycast_building_id_only,48.0,556.0,False,20.0,pre-adjudication overlap audit only,7,256,results/tum_transfer/e5_s3/C001/semantic_regions/DJI_20241217094548_0030_D.npz
DJI_20241217094548_0030_D,3,DEBY_LOD2_4907188,2,52262,17,7,42,2,1,,64,actual_label_source_raycast_building_id_only,48.0,556.0,False,20.0,pre-adjudication overlap audit only,7,256,results/tum_transfer/e5_s3/C001/semantic_regions/DJI_20241217094548_0030_D.npz
DJI_20241217094548_0030_D,4,DEBY_LOD2_4907195,2,52262,17,7,79,49,1,,64,actual_label_source_raycast_building_id_only,48.0,556.0,False,20.0,pre-adjudication overlap audit only,7,256,results/tum_transfer/e5_s3/C001/semantic_regions/DJI_20241217094548_0030_D.npz
DJI_20241217094548_0030_D,5,DEBY_LOD2_60098,2,52262,17,7,216,49,1,,64,actual_label_source_raycast_building_id_only,48.0,556.0,False,20.0,pre-adjudication overlap audit only,7,256,results/tum_transfer/e5_s3/C001/semantic_regions/DJI_20241217094548_0030_D.npz
DJI_20241217094550_0031_D,1,DEBY_LOD2_4907184,2,52480,17,7,797,760,1,,64,actual_label_source_raycast_building_id_only,48.0,556.0,False,20.0,pre-adjudication overlap audit only,7,256,results/tum_transfer/e5_s3/C001/semantic_regions/DJI_20241217094550_0031_D.npz
DJI_20241217094550_0031_D,2,DEBY_LOD2_4907186,2,52480,17,7,232,101,1,,64,actual_label_source_raycast_building_id_only,48.0,556.0,False,20.0,pre-adjudication overlap audit only,7,256,results/tum_transfer/e5_s3/C001/semantic_regions/DJI_20241217094550_0031_D.npz
DJI_20241217094550_0031_D,3,DEBY_LOD2_4907188,2,52480,17,7,40,3,1,,64,actual_label_source_raycast_building_id_only,48.0,556.0,False,20.0,pre-adjudication overlap audit only,7,256,results/tum_transfer/e5_s3/C001/semantic_regions/DJI_20241217094550_0031_D.npz
DJI_20241217094550_0031_D,4,DEBY_LOD2_4907195,2,52480,17,7,77,47,1,,64,actual_label_source_raycast_building_id_only,48.0,556.0,False,20.0,pre-adjudication overlap audit only,7,256,results/tum_transfer/e5_s3/C001/semantic_regions/DJI_20241217094550_0031_D.npz
DJI_20241217094550_0031_D,5,DEBY_LOD2_60098,2,52480,17,7,206,98,1,,64,actual_label_source_raycast_building_id_only,48.0,556.0,False,20.0,pre-adjudication overlap audit only,7,256,results/tum_transfer/e5_s3/C001/semantic_regions/DJI_20241217094550_0031_D.npz
DJI_20241217094552_0032_D,1,DEBY_LOD2_4907184,2,82485,17,7,1163,1117,1,,64,actual_label_source_raycast_building_id_only,48.0,556.0,False,20.0,pre-adjudication overlap audit only,7,256,results/tum_transfer/e5_s3/C001/semantic_regions/DJI_20241217094552_0032_D.npz
DJI_20241217094552_0032_D,2,DEBY_LOD2_4907186,2,82485,17,7,249,98,1,,64,actual_label_source_raycast_building_id_only,48.0,556.0,False,20.0,pre-adjudication overlap audit only,7,256,results/tum_transfer/e5_s3/C001/semantic_regions/DJI_20241217094552_0032_D.npz
DJI_20241217094552_0032_D,3,DEBY_LOD2_4907188,2,82485,17,7,56,12,1,,64,actual_label_source_raycast_building_id_only,48.0,556.0,False,20.0,pre-adjudication overlap audit only,7,256,results/tum_transfer/e5_s3/C001/semantic_regions/DJI_20241217094552_0032_D.npz
DJI_20241217094552_0032_D,4,DEBY_LOD2_4907195,2,82485,17,7,75,48,1,,64,actual_label_source_raycast_building_id_only,48.0,556.0,False,20.0,pre-adjudication overlap audit only,7,256,results/tum_transfer/e5_s3/C001/semantic_regions/DJI_20241217094552_0032_D.npz
DJI_20241217094552_0032_D,5,DEBY_LOD2_60098,2,82485,17,7,224,68,1,,64,actual_label_source_raycast_building_id_only,48.0,556.0,False,20.0,pre-adjudication overlap audit only,7,256,results/tum_transfer/e5_s3/C001/semantic_regions/DJI_20241217094552_0032_D.npz
DJI_20241217094652_0041_D,1,DEBY_LOD2_4907184,2,54787,18,5,398,277,1,,64,actual_label_source_raycast_building_id_only,48.0,556.0,False,20.0,pre-adjudication overlap audit only,7,256,results/tum_transfer/e5_s3/C001/semantic_regions/DJI_20241217094652_0041_D.npz
DJI_20241217094652_0041_D,2,DEBY_LOD2_4907186,2,54787,18,5,156,156,1,,64,actual_label_source_raycast_building_id_only,48.0,556.0,False,20.0,pre-adjudication overlap audit only,7,256,results/tum_transfer/e5_s3/C001/semantic_regions/DJI_20241217094652_0041_D.npz
DJI_20241217094652_0041_D,3,DEBY_LOD2_4907194,2,54787,18,5,4,4,1,,64,actual_label_source_raycast_building_id_only,48.0,556.0,False,20.0,pre-adjudication overlap audit only,7,256,results/tum_transfer/e5_s3/C001/semantic_regions/DJI_20241217094652_0041_D.npz
DJI_20241217094652_0041_D,4,DEBY_LOD2_60098,2,54787,18,5,72,72,1,,64,actual_label_source_raycast_building_id_only,48.0,556.0,False,20.0,pre-adjudication overlap audit only,7,256,results/tum_transfer/e5_s3/C001/semantic_regions/DJI_20241217094652_0041_D.npz
DJI_20241217094653_0042_D,1,DEBY_LOD2_4907184,2,54187,18,5,378,260,1,,64,actual_label_source_raycast_building_id_only,48.0,556.0,False,20.0,pre-adjudication overlap audit only,7,256,results/tum_transfer/e5_s3/C001/semantic_regions/DJI_20241217094653_0042_D.npz
DJI_20241217094653_0042_D,2,DEBY_LOD2_4907185,2,54187,18,5,93,1,1,,64,actual_label_source_raycast_building_id_only,48.0,556.0,False,20.0,pre-adjudication overlap audit only,7,256,results/tum_transfer/e5_s3/C001/semantic_regions/DJI_20241217094653_0042_D.npz
DJI_20241217094653_0042_D,3,DEBY_LOD2_4907186,2,54187,18,5,154,154,1,,64,actual_label_source_raycast_building_id_only,48.0,556.0,False,20.0,pre-adjudication overlap audit only,7,256,results/tum_transfer/e5_s3/C001/semantic_regions/DJI_20241217094653_0042_D.npz
DJI_20241217094653_0042_D,4,DEBY_LOD2_4907194,2,54187,18,5,3,3,1,,64,actual_label_source_raycast_building_id_only,48.0,556.0,False,20.0,pre-adjudication overlap audit only,7,256,results/tum_transfer/e5_s3/C001/semantic_regions/DJI_20241217094653_0042_D.npz
DJI_20241217094653_0042_D,5,DEBY_LOD2_60098,2,54187,18,5,71,71,1,,64,actual_label_source_raycast_building_id_only,48.0,556.0,False,20.0,pre-adjudication overlap audit only,7,256,results/tum_transfer/e5_s3/C001/semantic_regions/DJI_20241217094653_0042_D.npz
DJI_20241217095023_0038_D,1,DEBY_LOD2_4907184,1,33038,5,1,4087,4087,1,,64,actual_label_source_raycast_building_id_only,48.0,556.0,False,20.0,pre-adjudication overlap audit only,7,256,results/tum_transfer/e5_s3/C001/semantic_regions/DJI_20241217095023_0038_D.npz
DJI_20241217095029_0041_D,1,DEBY_LOD2_4907184,1,36525,5,1,4045,4045,1,,64,actual_label_source_raycast_building_id_only,48.0,556.0,False,20.0,pre-adjudication overlap audit only,7,256,results/tum_transfer/e5_s3/C001/semantic_regions/DJI_20241217095029_0041_D.npz
DJI_20241217095039_0046_D,1,DEBY_LOD2_4907184,2,202674,8,3,3248,3025,1,,64,actual_label_source_raycast_building_id_only,48.0,556.0,False,20.0,pre-adjudication overlap audit only,7,256,results/tum_transfer/e5_s3/C001/semantic_regions/DJI_20241217095039_0046_D.npz
DJI_20241217095039_0046_D,2,DEBY_LOD2_4907185,2,202674,8,3,666,503,1,,64,actual_label_source_raycast_building_id_only,48.0,556.0,False,20.0,pre-adjudication overlap audit only,7,256,results/tum_transfer/e5_s3/C001/semantic_regions/DJI_20241217095039_0046_D.npz
DJI_20241217095039_0046_D,3,DEBY_LOD2_60098,2,202674,8,3,236,236,1,,64,actual_label_source_raycast_building_id_only,48.0,556.0,False,20.0,pre-adjudication overlap audit only,7,256,results/tum_transfer/e5_s3/C001/semantic_regions/DJI_20241217095039_0046_D.npz
DJI_20241217095051_0052_D,1,DEBY_LOD2_4907184,1,237868,8,3,3279,3035,1,,64,actual_label_source_raycast_building_id_only,48.0,556.0,False,20.0,pre-adjudication overlap audit only,7,256,results/tum_transfer/e5_s3/C001/semantic_regions/DJI_20241217095051_0052_D.npz
DJI_20241217095051_0052_D,2,DEBY_LOD2_4907185,1,237868,8,3,713,497,1,,64,actual_label_source_raycast_building_id_only,48.0,556.0,False,20.0,pre-adjudication overlap audit only,7,256,results/tum_transfer/e5_s3/C001/semantic_regions/DJI_20241217095051_0052_D.npz
DJI_20241217095051_0052_D,3,DEBY_LOD2_60098,1,237868,8,3,614,547,1,,64,actual_label_source_raycast_building_id_only,48.0,556.0,False,20.0,pre-adjudication overlap audit only,7,256,results/tum_transfer/e5_s3/C001/semantic_regions/DJI_20241217095051_0052_D.npz
DJI_20241217095053_0053_D,1,DEBY_LOD2_4907184,1,237804,8,3,3387,3120,1,,64,actual_label_source_raycast_building_id_only,48.0,556.0,False,20.0,pre-adjudication overlap audit only,7,256,results/tum_transfer/e5_s3/C001/semantic_regions/DJI_20241217095053_0053_D.npz
DJI_20241217095053_0053_D,2,DEBY_LOD2_4907185,1,237804,8,3,691,458,1,,64,actual_label_source_raycast_building_id_only,48.0,556.0,False,20.0,pre-adjudication overlap audit only,7,256,results/tum_transfer/e5_s3/C001/semantic_regions/DJI_20241217095053_0053_D.npz
DJI_20241217095053_0053_D,3,DEBY_LOD2_60098,1,237804,8,3,795,700,1,,64,actual_label_source_raycast_building_id_only,48.0,556.0,False,20.0,pre-adjudication overlap audit only,7,256,results/tum_transfer/e5_s3/C001/semantic_regions/DJI_20241217095053_0053_D.npz
DJI_20241217095055_0054_D,1,DEBY_LOD2_4907184,3,243767,8,3,3408,3158,1,,64,actual_label_source_raycast_building_id_only,48.0,556.0,False,20.0,pre-adjudication overlap audit only,7,256,results/tum_transfer/e5_s3/C001/semantic_regions/DJI_20241217095055_0054_D.npz
DJI_20241217095055_0054_D,2,DEBY_LOD2_4907185,3,243767,8,3,690,483,1,,64,actual_label_source_raycast_building_id_only,48.0,556.0,False,20.0,pre-adjudication overlap audit only,7,256,results/tum_transfer/e5_s3/C001/semantic_regions/DJI_20241217095055_0054_D.npz
DJI_20241217095055_0054_D,3,DEBY_LOD2_60098,3,243767,8,3,732,671,1,,64,actual_label_source_raycast_building_id_only,48.0,556.0,False,20.0,pre-adjudication overlap audit only,7,256,results/tum_transfer/e5_s3/C001/semantic_regions/DJI_20241217095055_0054_D.npz
DJI_20241217095057_0055_D,1,DEBY_LOD2_4907184,2,221382,7,2,3445,3191,1,,64,actual_label_source_raycast_building_id_only,48.0,556.0,False,20.0,pre-adjudication overlap audit only,7,256,results/tum_transfer/e5_s3/C001/semantic_regions/DJI_20241217095057_0055_D.npz
DJI_20241217095057_0055_D,2,DEBY_LOD2_4907185,2,221382,7,2,885,688,1,,64,actual_label_source_raycast_building_id_only,48.0,556.0,False,20.0,pre-adjudication overlap audit only,7,256,results/tum_transfer/e5_s3/C001/semantic_regions/DJI_20241217095057_0055_D.npz
DJI_20241217095103_0058_D,1,DEBY_LOD2_4907184,1,148713,4,1,31,31,1,,64,actual_label_source_raycast_building_id_only,48.0,556.0,False,20.0,pre-adjudication overlap audit only,7,256,results/tum_transfer/e5_s3/C001/semantic_regions/DJI_20241217095103_0058_D.npz
DJI_20241217095121_0067_D,1,DEBY_LOD2_4907184,3,204360,8,5,4071,3827,1,,64,actual_label_source_raycast_building_id_only,48.0,556.0,False,20.0,pre-adjudication overlap audit only,7,256,results/tum_transfer/e5_s3/C001/semantic_regions/DJI_20241217095121_0067_D.npz
DJI_20241217095121_0067_D,2,DEBY_LOD2_4907185,3,204360,8,5,636,429,1,,64,actual_label_source_raycast_building_id_only,48.0,556.0,False,20.0,pre-adjudication overlap audit only,7,256,results/tum_transfer/e5_s3/C001/semantic_regions/DJI_20241217095121_0067_D.npz
DJI_20241217095121_0067_D,3,DEBY_LOD2_4907186,3,204360,8,5,10,10,1,,64,actual_label_source_raycast_building_id_only,48.0,556.0,False,20.0,pre-adjudication overlap audit only,7,256,results/tum_transfer/e5_s3/C001/semantic_regions/DJI_20241217095121_0067_D.npz
DJI_20241217095121_0067_D,4,DEBY_LOD2_60098,3,204360,8,5,1560,1429,1,,64,actual_label_source_raycast_building_id_only,48.0,556.0,False,20.0,pre-adjudication overlap audit only,7,256,results/tum_transfer/e5_s3/C001/semantic_regions/DJI_20241217095121_0067_D.npz
DJI_20241217095123_0068_D,1,DEBY_LOD2_4907184,4,276930,14,5,4389,4180,1,,64,actual_label_source_raycast_building_id_only,48.0,556.0,False,20.0,pre-adjudication overlap audit only,7,256,results/tum_transfer/e5_s3/C001/semantic_regions/DJI_20241217095123_0068_D.npz
DJI_20241217095123_0068_D,2,DEBY_LOD2_4907185,4,276930,14,5,569,436,1,,64,actual_label_source_raycast_building_id_only,48.0,556.0,False,20.0,pre-adjudication overlap audit only,7,256,results/tum_transfer/e5_s3/C001/semantic_regions/DJI_20241217095123_0068_D.npz
DJI_20241217095123_0068_D,3,DEBY_LOD2_4907186,4,276930,14,5,177,177,1,,64,actual_label_source_raycast_building_id_only,48.0,556.0,False,20.0,pre-adjudication overlap audit only,7,256,results/tum_transfer/e5_s3/C001/semantic_regions/DJI_20241217095123_0068_D.npz
DJI_20241217095123_0068_D,4,DEBY_LOD2_4907198,4,276930,14,5,306,122,1,,64,actual_label_source_raycast_building_id_only,48.0,556.0,False,20.0,pre-adjudication overlap audit only,7,256,results/tum_transfer/e5_s3/C001/semantic_regions/DJI_20241217095123_0068_D.npz
DJI_20241217095123_0068_D,5,DEBY_LOD2_60098,4,276930,14,5,2104,1901,1,,64,actual_label_source_raycast_building_id_only,48.0,556.0,False,20.0,pre-adjudication overlap audit only,7,256,results/tum_transfer/e5_s3/C001/semantic_regions/DJI_20241217095123_0068_D.npz
DJI_20241217095125_0069_D,1,DEBY_LOD2_4907184,2,287367,15,5,5054,4863,1,,64,actual_label_source_raycast_building_id_only,48.0,556.0,False,20.0,pre-adjudication overlap audit only,7,256,results/tum_transfer/e5_s3/C001/semantic_regions/DJI_20241217095125_0069_D.npz
