source_path,relation,raw_target,line,class,resolved_target,verification
docs/evidence/p0-audit/w3-quality-integration/reports/W3_qualitative_compare.md,embeds,../../../docs/evidence/p0_g1_20260613/figs/fig_18_t14_input_to_output.png,60,historical_migration,docs/evidence/p0_g1_20260613/figs/fig_18_t14_input_to_output.png,frozen_source;repo_target_exists
docs/evidence/p0-audit/w3-quality-integration/reports/W3_survivor_texture_gap.md,embeds,../../../docs/evidence/p0_g1_20260613/figs/fig_14_t10_survivor_texture_gap_scatter.png,47,historical_migration,docs/evidence/p0_g1_20260613/figs/fig_14_t10_survivor_texture_gap_scatter.png,frozen_source;repo_target_exists
docs/evidence/p0-audit/w3-quality-integration/reports/W3_survivor_texture_refine.md,embeds,../../../docs/evidence/p0_g1_20260613/figs/w3_t11_figure_1_1_roof_texture.png,56,historical_migration,docs/evidence/p0_g1_20260613/figs/w3_t11_figure_1_1_roof_texture.png,frozen_source;repo_target_exists
docs/evidence/p0-audit/w3-quality-integration/reports/W3_survivor_texture_refine.md,embeds,../../../docs/evidence/p0_g1_20260613/figs/fig_15_t11_survivor_texture_refine_scatter.png,60,historical_migration,docs/evidence/p0_g1_20260613/figs/fig_15_t11_survivor_texture_refine_scatter.png,frozen_source;repo_target_exists
docs/evidence/p0-audit/w3-quality-integration/reports/W3_validity_error_breakdown.md,embeds,../../../docs/evidence/p0_g1_20260613/figs/fig_16_t13_validity_error_breakdown.png,36,historical_migration,docs/evidence/p0_g1_20260613/figs/fig_16_t13_validity_error_breakdown.png,frozen_source;repo_target_exists
docs/evidence/p0-audit/w4-gate-population/reports/W4b_population_profile.md,embeds,../../../docs/evidence/p0_g1_20260613/figs/fig_12_w4b_population_size_complexity.png,38,historical_migration,docs/evidence/p0_g1_20260613/figs/fig_12_w4b_population_size_complexity.png,frozen_source;repo_target_exists
docs/experiments/citygml-readout/phase2_ablation_citygml/reports/REPORT.md,embeds,figures/fig_d4_baseline_wall_tilt.png,111,external_artifact,results/phase2_ablation_citygml/figures/fig_d4_baseline_wall_tilt.png,artifact_exists
docs/experiments/citygml-readout/phase2_ablation_citygml/reports/REPORT.md,embeds,figures/fig_d3_bid002_steps.png,158,external_artifact,results/phase2_ablation_citygml/figures/fig_d3_bid002_steps.png,artifact_exists
docs/experiments/citygml-readout/phase2_ablation_citygml/reports/REPORT.md,embeds,figures/fig_d3_bid022_steps.png,170,external_artifact,results/phase2_ablation_citygml/figures/fig_d3_bid022_steps.png,artifact_exists
docs/experiments/citygml-readout/phase2_ablation_citygml/reports/REPORT.md,embeds,figures/fig2_val3dity_bars.png,195,external_artifact,results/phase2_ablation_citygml/figures/fig2_val3dity_bars.png,artifact_exists
docs/experiments/citygml-readout/phase2_ablation_citygml/reports/REPORT.md,embeds,figures/fig7_type_vs_condition.png,208,external_artifact,results/phase2_ablation_citygml/figures/fig7_type_vs_condition.png,artifact_exists
docs/experiments/citygml-readout/phase2_ablation_citygml/reports/REPORT.md,embeds,figures/fig3_error_heatmap.png,233,external_artifact,results/phase2_ablation_citygml/figures/fig3_error_heatmap.png,artifact_exists
docs/experiments/citygml-readout/phase2_ablation_citygml/reports/REPORT.md,embeds,figures/fig_polyfit_steps_large.png,350,external_artifact,results/phase2_ablation_citygml/figures/fig_polyfit_steps_large.png,artifact_exists
docs/experiments/citygml-readout/stage3_polyfit_phase2/reports/REPORT.md,references,stageA/,154,missing_evidence,results/stage3_polyfit_phase2/stageA,absent_from_repo_and_artifact;no_safe_equivalent
docs/experiments/citygml-readout/stage3_polyfit_phase2/reports/REPORT.md,references,stageB/,155,missing_evidence,results/stage3_polyfit_phase2/stageB,absent_from_repo_and_artifact;no_safe_equivalent
docs/experiments/citygml-readout/stage3_polyfit_phase2/reports/REPORT.md,references,bid3_diag/,42,missing_evidence,results/stage3_polyfit_phase2/bid3_diag,absent_from_repo_and_artifact;no_safe_equivalent
docs/experiments/citygml-readout/stage3_polyfit_phase2/reports/REPORT.md,references,figures/,50,deterministic_current_path,docs/figs/stage3_polyfit_phase2/figures,repo_exists
docs/experiments/citygml-readout/stage3_polyfit_phase2/reports/REPORT.md,references,figures/stageA_flat_b1.png,52,deterministic_current_path,docs/figs/stage3_polyfit_phase2/figures/stageA_flat_b1.png,repo_exists
docs/experiments/citygml-readout/stage3_polyfit_phase2/reports/REPORT.md,references,figures/stageA_gable_b8.png,53,deterministic_current_path,docs/figs/stage3_polyfit_phase2/figures/stageA_gable_b8.png,repo_exists
docs/experiments/citygml-readout/stage3_polyfit_phase2/reports/REPORT.md,references,figures/stageA_tri-slope_b0.png,54,deterministic_current_path,docs/figs/stage3_polyfit_phase2/figures/stageA_tri-slope_b0.png,repo_exists
docs/experiments/citygml-readout/stage3_polyfit_phase2/reports/REPORT.md,references,figures/stageA_hip_b5.png,55,deterministic_current_path,docs/figs/stage3_polyfit_phase2/figures/stageA_hip_b5.png,repo_exists
docs/experiments/citygml-readout/stage3_polyfit_phase2/reports/REPORT.md,references,figures/stageA_complex_b7.png,56,deterministic_current_path,docs/figs/stage3_polyfit_phase2/figures/stageA_complex_b7.png,repo_exists
docs/experiments/citygml-readout/stage3_polyfit_phase2/reports/REPORT.md,references,../../src/stage3/polyfit_cli.cpp,7,deterministic_current_path,src/stage3/polyfit_cli.cpp,repo_exists
docs/experiments/citygml-readout/stage3_typed_readout/reports/P1_4a_gt_sanity/REPORT.md,references,B1/evidence_graph.json,39,missing_evidence,results/stage3_typed_readout/P1_4a_gt_sanity/B1/evidence_graph.json,absent_from_repo_and_artifact;no_safe_equivalent
docs/experiments/citygml-readout/stage3_typed_readout/reports/P1_4a_gt_sanity/REPORT.md,references,B1/footprint_graph.json,39,missing_evidence,results/stage3_typed_readout/P1_4a_gt_sanity/B1/footprint_graph.json,absent_from_repo_and_artifact;no_safe_equivalent
docs/experiments/citygml-readout/stage3_typed_readout/reports/P1_4a_gt_sanity/REPORT.md,references,B1/metrics.json,39,missing_evidence,results/stage3_typed_readout/P1_4a_gt_sanity/B1/metrics.json,absent_from_repo_and_artifact;no_safe_equivalent
docs/experiments/citygml-readout/stage3_typed_readout/reports/P1_4a_gt_sanity/REPORT.md,references,B1/optional_roof_archetype.json,39,missing_evidence,results/stage3_typed_readout/P1_4a_gt_sanity/B1/optional_roof_archetype.json,absent_from_repo_and_artifact;no_safe_equivalent
docs/experiments/citygml-readout/stage3_typed_readout/reports/P1_4a_gt_sanity/REPORT.md,references,B1/relation_readout.city.json,39,missing_evidence,results/stage3_typed_readout/P1_4a_gt_sanity/B1/relation_readout.city.json,absent_from_repo_and_artifact;no_safe_equivalent
docs/experiments/citygml-readout/stage3_typed_readout/reports/P1_4a_gt_sanity/REPORT.md,references,B1/roof_surface_candidates.json,39,missing_evidence,results/stage3_typed_readout/P1_4a_gt_sanity/B1/roof_surface_candidates.json,absent_from_repo_and_artifact;no_safe_equivalent
docs/experiments/citygml-readout/stage3_typed_readout/reports/P1_4a_gt_sanity/REPORT.md,references,B1/selected_surfaces.json,39,missing_evidence,results/stage3_typed_readout/P1_4a_gt_sanity/B1/selected_surfaces.json,absent_from_repo_and_artifact;no_safe_equivalent
docs/experiments/citygml-readout/stage3_typed_readout/reports/P1_4a_gt_sanity/REPORT.md,references,B2/evidence_graph.json,40,missing_evidence,results/stage3_typed_readout/P1_4a_gt_sanity/B2/evidence_graph.json,absent_from_repo_and_artifact;no_safe_equivalent
docs/experiments/citygml-readout/stage3_typed_readout/reports/P1_4a_gt_sanity/REPORT.md,references,B2/footprint_graph.json,40,missing_evidence,results/stage3_typed_readout/P1_4a_gt_sanity/B2/footprint_graph.json,absent_from_repo_and_artifact;no_safe_equivalent
docs/experiments/citygml-readout/stage3_typed_readout/reports/P1_4a_gt_sanity/REPORT.md,references,B2/metrics.json,40,missing_evidence,results/stage3_typed_readout/P1_4a_gt_sanity/B2/metrics.json,absent_from_repo_and_artifact;no_safe_equivalent
docs/experiments/citygml-readout/stage3_typed_readout/reports/P1_4a_gt_sanity/REPORT.md,references,B2/optional_roof_archetype.json,40,missing_evidence,results/stage3_typed_readout/P1_4a_gt_sanity/B2/optional_roof_archetype.json,absent_from_repo_and_artifact;no_safe_equivalent
docs/experiments/citygml-readout/stage3_typed_readout/reports/P1_4a_gt_sanity/REPORT.md,references,B2/relation_readout.city.json,40,missing_evidence,results/stage3_typed_readout/P1_4a_gt_sanity/B2/relation_readout.city.json,absent_from_repo_and_artifact;no_safe_equivalent
docs/experiments/citygml-readout/stage3_typed_readout/reports/P1_4a_gt_sanity/REPORT.md,references,B2/roof_surface_candidates.json,40,missing_evidence,results/stage3_typed_readout/P1_4a_gt_sanity/B2/roof_surface_candidates.json,absent_from_repo_and_artifact;no_safe_equivalent
docs/experiments/citygml-readout/stage3_typed_readout/reports/P1_4a_gt_sanity/REPORT.md,references,B2/selected_surfaces.json,40,missing_evidence,results/stage3_typed_readout/P1_4a_gt_sanity/B2/selected_surfaces.json,absent_from_repo_and_artifact;no_safe_equivalent
docs/experiments/citygml-readout/stage3_typed_readout/reports/P1_4a_gt_sanity/REPORT.md,references,B8/evidence_graph.json,41,missing_evidence,results/stage3_typed_readout/P1_4a_gt_sanity/B8/evidence_graph.json,absent_from_repo_and_artifact;no_safe_equivalent
docs/experiments/citygml-readout/stage3_typed_readout/reports/P1_4a_gt_sanity/REPORT.md,references,B8/footprint_graph.json,41,missing_evidence,results/stage3_typed_readout/P1_4a_gt_sanity/B8/footprint_graph.json,absent_from_repo_and_artifact;no_safe_equivalent
docs/experiments/citygml-readout/stage3_typed_readout/reports/P1_4a_gt_sanity/REPORT.md,references,B8/metrics.json,41,missing_evidence,results/stage3_typed_readout/P1_4a_gt_sanity/B8/metrics.json,absent_from_repo_and_artifact;no_safe_equivalent
docs/experiments/citygml-readout/stage3_typed_readout/reports/P1_4a_gt_sanity/REPORT.md,references,B8/optional_roof_archetype.json,41,missing_evidence,results/stage3_typed_readout/P1_4a_gt_sanity/B8/optional_roof_archetype.json,absent_from_repo_and_artifact;no_safe_equivalent
docs/experiments/citygml-readout/stage3_typed_readout/reports/P1_4a_gt_sanity/REPORT.md,references,B8/relation_readout.city.json,41,missing_evidence,results/stage3_typed_readout/P1_4a_gt_sanity/B8/relation_readout.city.json,absent_from_repo_and_artifact;no_safe_equivalent
docs/experiments/citygml-readout/stage3_typed_readout/reports/P1_4a_gt_sanity/REPORT.md,references,B8/roof_surface_candidates.json,41,missing_evidence,results/stage3_typed_readout/P1_4a_gt_sanity/B8/roof_surface_candidates.json,absent_from_repo_and_artifact;no_safe_equivalent
docs/experiments/citygml-readout/stage3_typed_readout/reports/P1_4a_gt_sanity/REPORT.md,references,B8/selected_surfaces.json,41,missing_evidence,results/stage3_typed_readout/P1_4a_gt_sanity/B8/selected_surfaces.json,absent_from_repo_and_artifact;no_safe_equivalent
docs/experiments/citygml-readout/stage3_typed_readout/reports/P1_4a_gt_sanity/REPORT.md,references,B6/evidence_graph.json,42,missing_evidence,results/stage3_typed_readout/P1_4a_gt_sanity/B6/evidence_graph.json,absent_from_repo_and_artifact;no_safe_equivalent
docs/experiments/citygml-readout/stage3_typed_readout/reports/P1_4a_gt_sanity/REPORT.md,references,B6/footprint_graph.json,42,missing_evidence,results/stage3_typed_readout/P1_4a_gt_sanity/B6/footprint_graph.json,absent_from_repo_and_artifact;no_safe_equivalent
docs/experiments/citygml-readout/stage3_typed_readout/reports/P1_4a_gt_sanity/REPORT.md,references,B6/metrics.json,42,missing_evidence,results/stage3_typed_readout/P1_4a_gt_sanity/B6/metrics.json,absent_from_repo_and_artifact;no_safe_equivalent
docs/experiments/citygml-readout/stage3_typed_readout/reports/P1_4a_gt_sanity/REPORT.md,references,B6/optional_roof_archetype.json,42,missing_evidence,results/stage3_typed_readout/P1_4a_gt_sanity/B6/optional_roof_archetype.json,absent_from_repo_and_artifact;no_safe_equivalent
docs/experiments/citygml-readout/stage3_typed_readout/reports/P1_4a_gt_sanity/REPORT.md,references,B6/relation_readout.city.json,42,missing_evidence,results/stage3_typed_readout/P1_4a_gt_sanity/B6/relation_readout.city.json,absent_from_repo_and_artifact;no_safe_equivalent
docs/experiments/citygml-readout/stage3_typed_readout/reports/P1_4a_gt_sanity/REPORT.md,references,B6/roof_surface_candidates.json,42,missing_evidence,results/stage3_typed_readout/P1_4a_gt_sanity/B6/roof_surface_candidates.json,absent_from_repo_and_artifact;no_safe_equivalent
docs/experiments/citygml-readout/stage3_typed_readout/reports/P1_4a_gt_sanity/REPORT.md,references,B6/selected_surfaces.json,42,missing_evidence,results/stage3_typed_readout/P1_4a_gt_sanity/B6/selected_surfaces.json,absent_from_repo_and_artifact;no_safe_equivalent
docs/experiments/citygml-readout/stage3_typed_readout/reports/P1_4a_gt_sanity/REPORT.md,references,B0/evidence_graph.json,43,missing_evidence,results/stage3_typed_readout/P1_4a_gt_sanity/B0/evidence_graph.json,absent_from_repo_and_artifact;no_safe_equivalent
docs/experiments/citygml-readout/stage3_typed_readout/reports/P1_4a_gt_sanity/REPORT.md,references,B0/footprint_graph.json,43,missing_evidence,results/stage3_typed_readout/P1_4a_gt_sanity/B0/footprint_graph.json,absent_from_repo_and_artifact;no_safe_equivalent
docs/experiments/citygml-readout/stage3_typed_readout/reports/P1_4a_gt_sanity/REPORT.md,references,B0/metrics.json,43,missing_evidence,results/stage3_typed_readout/P1_4a_gt_sanity/B0/metrics.json,absent_from_repo_and_artifact;no_safe_equivalent
docs/experiments/citygml-readout/stage3_typed_readout/reports/P1_4a_gt_sanity/REPORT.md,references,B0/optional_roof_archetype.json,43,missing_evidence,results/stage3_typed_readout/P1_4a_gt_sanity/B0/optional_roof_archetype.json,absent_from_repo_and_artifact;no_safe_equivalent
docs/experiments/citygml-readout/stage3_typed_readout/reports/P1_4a_gt_sanity/REPORT.md,references,B0/relation_readout.city.json,43,missing_evidence,results/stage3_typed_readout/P1_4a_gt_sanity/B0/relation_readout.city.json,absent_from_repo_and_artifact;no_safe_equivalent
docs/experiments/citygml-readout/stage3_typed_readout/reports/P1_4a_gt_sanity/REPORT.md,references,B0/roof_surface_candidates.json,43,missing_evidence,results/stage3_typed_readout/P1_4a_gt_sanity/B0/roof_surface_candidates.json,absent_from_repo_and_artifact;no_safe_equivalent
docs/experiments/citygml-readout/stage3_typed_readout/reports/P1_4a_gt_sanity/REPORT.md,references,B0/selected_surfaces.json,43,missing_evidence,results/stage3_typed_readout/P1_4a_gt_sanity/B0/selected_surfaces.json,absent_from_repo_and_artifact;no_safe_equivalent
docs/experiments/citygml-readout/stage3_typed_readout/reports/P1_4a_gt_sanity/REPORT.md,references,B3/evidence_graph.json,44,missing_evidence,results/stage3_typed_readout/P1_4a_gt_sanity/B3/evidence_graph.json,absent_from_repo_and_artifact;no_safe_equivalent
docs/experiments/citygml-readout/stage3_typed_readout/reports/P1_4a_gt_sanity/REPORT.md,references,B3/footprint_graph.json,44,missing_evidence,results/stage3_typed_readout/P1_4a_gt_sanity/B3/footprint_graph.json,absent_from_repo_and_artifact;no_safe_equivalent
docs/experiments/citygml-readout/stage3_typed_readout/reports/P1_4a_gt_sanity/REPORT.md,references,B3/metrics.json,44,missing_evidence,results/stage3_typed_readout/P1_4a_gt_sanity/B3/metrics.json,absent_from_repo_and_artifact;no_safe_equivalent
docs/experiments/citygml-readout/stage3_typed_readout/reports/P1_4a_gt_sanity/REPORT.md,references,B3/optional_roof_archetype.json,44,missing_evidence,results/stage3_typed_readout/P1_4a_gt_sanity/B3/optional_roof_archetype.json,absent_from_repo_and_artifact;no_safe_equivalent
docs/experiments/citygml-readout/stage3_typed_readout/reports/P1_4a_gt_sanity/REPORT.md,references,B3/relation_readout.city.json,44,missing_evidence,results/stage3_typed_readout/P1_4a_gt_sanity/B3/relation_readout.city.json,absent_from_repo_and_artifact;no_safe_equivalent
docs/experiments/citygml-readout/stage3_typed_readout/reports/P1_4a_gt_sanity/REPORT.md,references,B3/roof_surface_candidates.json,44,missing_evidence,results/stage3_typed_readout/P1_4a_gt_sanity/B3/roof_surface_candidates.json,absent_from_repo_and_artifact;no_safe_equivalent
docs/experiments/citygml-readout/stage3_typed_readout/reports/P1_4a_gt_sanity/REPORT.md,references,B3/selected_surfaces.json,44,missing_evidence,results/stage3_typed_readout/P1_4a_gt_sanity/B3/selected_surfaces.json,absent_from_repo_and_artifact;no_safe_equivalent
docs/experiments/citygml-readout/synthetic_a/reports/REPORT.md,embeds,images/noise_quality_cross.png,111,external_artifact,results/synthetic_a/images/noise_quality_cross.png,artifact_exists
docs/experiments/citygml-readout/synthetic_a/reports/REPORT.md,embeds,images/sensitivity_ranking.png,128,external_artifact,results/synthetic_a/images/sensitivity_ranking.png,artifact_exists
docs/experiments/citygml-readout/synthetic_a/reports/REPORT.md,embeds,images/combined_vs_single.png,143,external_artifact,results/synthetic_a/images/combined_vs_single.png,artifact_exists
docs/experiments/citygml-readout/synthetic_a/reports/REPORT.md,embeds,images/roof_type_comparison.png,158,external_artifact,results/synthetic_a/images/roof_type_comparison.png,artifact_exists
docs/experiments/citygml-readout/synthetic_a/reports/REPORT.md,embeds,images/roof_type_heatmap.png,160,external_artifact,results/synthetic_a/images/roof_type_heatmap.png,artifact_exists
docs/experiments/citygml-readout/synthetic_a/reports/REPORT.md,embeds,images/structure_vs_semantic.png,174,external_artifact,results/synthetic_a/images/structure_vs_semantic.png,artifact_exists
docs/experiments/citygml-readout/synthetic_a/reports/REPORT.md,embeds,images/gt_vs_result_comparison.png,226,external_artifact,results/synthetic_a/images/gt_vs_result_comparison.png,artifact_exists
docs/experiments/evaluation/stage3_v4_validation/reports/polyfit_input_audit/AUDIT_REPORT.md,references,B1/audit_report.md,56,missing_evidence,results/stage3_v4_validation/polyfit_input_audit/B1/audit_report.md,absent_from_repo_and_artifact;no_safe_equivalent
docs/experiments/evaluation/stage3_v4_validation/reports/polyfit_input_audit/AUDIT_REPORT.md,references,B1/gt_mesh_with_plane_groups.ply,56,missing_evidence,results/stage3_v4_validation/polyfit_input_audit/B1/gt_mesh_with_plane_groups.ply,absent_from_repo_and_artifact;no_safe_equivalent
docs/experiments/evaluation/stage3_v4_validation/reports/polyfit_input_audit/AUDIT_REPORT.md,references,B1/input_points_by_class.ply,56,missing_evidence,results/stage3_v4_validation/polyfit_input_audit/B1/input_points_by_class.ply,absent_from_repo_and_artifact;no_safe_equivalent
docs/experiments/evaluation/stage3_v4_validation/reports/polyfit_input_audit/AUDIT_REPORT.md,references,B1/input_points_by_plane.ply,56,missing_evidence,results/stage3_v4_validation/polyfit_input_audit/B1/input_points_by_plane.ply,absent_from_repo_and_artifact;no_safe_equivalent
docs/experiments/evaluation/stage3_v4_validation/reports/polyfit_input_audit/AUDIT_REPORT.md,references,B1/input_vs_gt_overlay_oblique_by_plane.png,56,missing_evidence,results/stage3_v4_validation/polyfit_input_audit/B1/input_vs_gt_overlay_oblique_by_plane.png,absent_from_repo_and_artifact;no_safe_equivalent
docs/experiments/evaluation/stage3_v4_validation/reports/polyfit_input_audit/AUDIT_REPORT.md,references,B1/input_vs_gt_overlay_side_by_plane.png,56,missing_evidence,results/stage3_v4_validation/polyfit_input_audit/B1/input_vs_gt_overlay_side_by_plane.png,absent_from_repo_and_artifact;no_safe_equivalent
docs/experiments/evaluation/stage3_v4_validation/reports/polyfit_input_audit/AUDIT_REPORT.md,references,B1/input_vs_gt_overlay_top_by_plane.png,56,missing_evidence,results/stage3_v4_validation/polyfit_input_audit/B1/input_vs_gt_overlay_top_by_plane.png,absent_from_repo_and_artifact;no_safe_equivalent
docs/experiments/evaluation/stage3_v4_validation/reports/polyfit_input_audit/AUDIT_REPORT.md,references,B2/audit_report.md,57,missing_evidence,results/stage3_v4_validation/polyfit_input_audit/B2/audit_report.md,absent_from_repo_and_artifact;no_safe_equivalent
docs/experiments/evaluation/stage3_v4_validation/reports/polyfit_input_audit/AUDIT_REPORT.md,references,B2/gt_mesh_with_plane_groups.ply,57,missing_evidence,results/stage3_v4_validation/polyfit_input_audit/B2/gt_mesh_with_plane_groups.ply,absent_from_repo_and_artifact;no_safe_equivalent
docs/experiments/evaluation/stage3_v4_validation/reports/polyfit_input_audit/AUDIT_REPORT.md,references,B2/input_points_by_class.ply,57,missing_evidence,results/stage3_v4_validation/polyfit_input_audit/B2/input_points_by_class.ply,absent_from_repo_and_artifact;no_safe_equivalent
docs/experiments/evaluation/stage3_v4_validation/reports/polyfit_input_audit/AUDIT_REPORT.md,references,B2/input_points_by_plane.ply,57,missing_evidence,results/stage3_v4_validation/polyfit_input_audit/B2/input_points_by_plane.ply,absent_from_repo_and_artifact;no_safe_equivalent
docs/experiments/evaluation/stage3_v4_validation/reports/polyfit_input_audit/AUDIT_REPORT.md,references,B2/input_vs_gt_overlay_oblique_by_plane.png,57,missing_evidence,results/stage3_v4_validation/polyfit_input_audit/B2/input_vs_gt_overlay_oblique_by_plane.png,absent_from_repo_and_artifact;no_safe_equivalent
docs/experiments/evaluation/stage3_v4_validation/reports/polyfit_input_audit/AUDIT_REPORT.md,references,B2/input_vs_gt_overlay_side_by_plane.png,57,missing_evidence,results/stage3_v4_validation/polyfit_input_audit/B2/input_vs_gt_overlay_side_by_plane.png,absent_from_repo_and_artifact;no_safe_equivalent
docs/experiments/evaluation/stage3_v4_validation/reports/polyfit_input_audit/AUDIT_REPORT.md,references,B2/input_vs_gt_overlay_top_by_plane.png,57,missing_evidence,results/stage3_v4_validation/polyfit_input_audit/B2/input_vs_gt_overlay_top_by_plane.png,absent_from_repo_and_artifact;no_safe_equivalent
docs/experiments/evaluation/stage3_v4_validation/reports/polyfit_input_audit/AUDIT_REPORT.md,references,B6/audit_report.md,58,missing_evidence,results/stage3_v4_validation/polyfit_input_audit/B6/audit_report.md,absent_from_repo_and_artifact;no_safe_equivalent
docs/experiments/evaluation/stage3_v4_validation/reports/polyfit_input_audit/AUDIT_REPORT.md,references,B6/gt_mesh_with_plane_groups.ply,58,missing_evidence,results/stage3_v4_validation/polyfit_input_audit/B6/gt_mesh_with_plane_groups.ply,absent_from_repo_and_artifact;no_safe_equivalent
docs/experiments/evaluation/stage3_v4_validation/reports/polyfit_input_audit/AUDIT_REPORT.md,references,B6/input_points_by_class.ply,58,missing_evidence,results/stage3_v4_validation/polyfit_input_audit/B6/input_points_by_class.ply,absent_from_repo_and_artifact;no_safe_equivalent
docs/experiments/evaluation/stage3_v4_validation/reports/polyfit_input_audit/AUDIT_REPORT.md,references,B6/input_points_by_plane.ply,58,missing_evidence,results/stage3_v4_validation/polyfit_input_audit/B6/input_points_by_plane.ply,absent_from_repo_and_artifact;no_safe_equivalent
docs/experiments/evaluation/stage3_v4_validation/reports/polyfit_input_audit/AUDIT_REPORT.md,references,B6/input_vs_gt_overlay_oblique_by_plane.png,58,missing_evidence,results/stage3_v4_validation/polyfit_input_audit/B6/input_vs_gt_overlay_oblique_by_plane.png,absent_from_repo_and_artifact;no_safe_equivalent
docs/experiments/evaluation/stage3_v4_validation/reports/polyfit_input_audit/AUDIT_REPORT.md,references,B6/input_vs_gt_overlay_side_by_plane.png,58,missing_evidence,results/stage3_v4_validation/polyfit_input_audit/B6/input_vs_gt_overlay_side_by_plane.png,absent_from_repo_and_artifact;no_safe_equivalent
