image_name,capture_time,block_id,block_start,block_end,block_image_count,definition,result_blind
DJI_20241217084350_0039_D.JPG,2024-12-17T09:43:50,capture_block_01,2024-12-17T09:42:39,2024-12-17T09:49:19,194,OPF capture time gap > 600 seconds,true
DJI_20241217084353_0040_D.JPG,2024-12-17T09:43:53,capture_block_01,2024-12-17T09:42:39,2024-12-17T09:49:19,194,OPF capture time gap > 600 seconds,true
DJI_20241217084355_0041_D.JPG,2024-12-17T09:43:55,capture_block_01,2024-12-17T09:42:39,2024-12-17T09:49:19,194,OPF capture time gap > 600 seconds,true
DJI_20241217084357_0042_D.JPG,2024-12-17T09:43:57,capture_block_01,2024-12-17T09:42:39,2024-12-17T09:49:19,194,OPF capture time gap > 600 seconds,true
DJI_20241217084359_0043_D.JPG,2024-12-17T09:43:59,capture_block_01,2024-12-17T09:42:39,2024-12-17T09:49:19,194,OPF capture time gap > 600 seconds,true
DJI_20241217084401_0044_D.JPG,2024-12-17T09:44:01,capture_block_01,2024-12-17T09:42:39,2024-12-17T09:49:19,194,OPF capture time gap > 600 seconds,true
DJI_20241217084403_0045_D.JPG,2024-12-17T09:44:03,capture_block_01,2024-12-17T09:42:39,2024-12-17T09:49:19,194,OPF capture time gap > 600 seconds,true
DJI_20241217084405_0046_D.JPG,2024-12-17T09:44:05,capture_block_01,2024-12-17T09:42:39,2024-12-17T09:49:19,194,OPF capture time gap > 600 seconds,true
DJI_20241217084407_0047_D.JPG,2024-12-17T09:44:07,capture_block_01,2024-12-17T09:42:39,2024-12-17T09:49:19,194,OPF capture time gap > 600 seconds,true
DJI_20241217084409_0048_D.JPG,2024-12-17T09:44:09,capture_block_01,2024-12-17T09:42:39,2024-12-17T09:49:19,194,OPF capture time gap > 600 seconds,true
DJI_20241217084411_0049_D.JPG,2024-12-17T09:44:11,capture_block_01,2024-12-17T09:42:39,2024-12-17T09:49:19,194,OPF capture time gap > 600 seconds,true
DJI_20241217084413_0050_D.JPG,2024-12-17T09:44:13,capture_block_01,2024-12-17T09:42:39,2024-12-17T09:49:19,194,OPF capture time gap > 600 seconds,true
DJI_20241217084415_0051_D.JPG,2024-12-17T09:44:15,capture_block_01,2024-12-17T09:42:39,2024-12-17T09:49:19,194,OPF capture time gap > 600 seconds,true
DJI_20241217084417_0052_D.JPG,2024-12-17T09:44:17,capture_block_01,2024-12-17T09:42:39,2024-12-17T09:49:19,194,OPF capture time gap > 600 seconds,true
DJI_20241217084419_0053_D.JPG,2024-12-17T09:44:19,capture_block_01,2024-12-17T09:42:39,2024-12-17T09:49:19,194,OPF capture time gap > 600 seconds,true
DJI_20241217084421_0054_D.JPG,2024-12-17T09:44:21,capture_block_01,2024-12-17T09:42:39,2024-12-17T09:49:19,194,OPF capture time gap > 600 seconds,true
DJI_20241217084423_0055_D.JPG,2024-12-17T09:44:23,capture_block_01,2024-12-17T09:42:39,2024-12-17T09:49:19,194,OPF capture time gap > 600 seconds,true
DJI_20241217084425_0056_D.JPG,2024-12-17T09:44:25,capture_block_01,2024-12-17T09:42:39,2024-12-17T09:49:19,194,OPF capture time gap > 600 seconds,true
DJI_20241217084427_0057_D.JPG,2024-12-17T09:44:27,capture_block_01,2024-12-17T09:42:39,2024-12-17T09:49:19,194,OPF capture time gap > 600 seconds,true
DJI_20241217084429_0058_D.JPG,2024-12-17T09:44:29,capture_block_01,2024-12-17T09:42:39,2024-12-17T09:49:19,194,OPF capture time gap > 600 seconds,true
DJI_20241217084431_0059_D.JPG,2024-12-17T09:44:31,capture_block_01,2024-12-17T09:42:39,2024-12-17T09:49:19,194,OPF capture time gap > 600 seconds,true
DJI_20241217084433_0060_D.JPG,2024-12-17T09:44:33,capture_block_01,2024-12-17T09:42:39,2024-12-17T09:49:19,194,OPF capture time gap > 600 seconds,true
DJI_20241217084435_0061_D.JPG,2024-12-17T09:44:35,capture_block_01,2024-12-17T09:42:39,2024-12-17T09:49:19,194,OPF capture time gap > 600 seconds,true
DJI_20241217084437_0062_D.JPG,2024-12-17T09:44:37,capture_block_01,2024-12-17T09:42:39,2024-12-17T09:49:19,194,OPF capture time gap > 600 seconds,true
DJI_20241217084439_0063_D.JPG,2024-12-17T09:44:39,capture_block_01,2024-12-17T09:42:39,2024-12-17T09:49:19,194,OPF capture time gap > 600 seconds,true
DJI_20241217084441_0064_D.JPG,2024-12-17T09:44:41,capture_block_01,2024-12-17T09:42:39,2024-12-17T09:49:19,194,OPF capture time gap > 600 seconds,true
DJI_20241217084443_0065_D.JPG,2024-12-17T09:44:43,capture_block_01,2024-12-17T09:42:39,2024-12-17T09:49:19,194,OPF capture time gap > 600 seconds,true
DJI_20241217084445_0066_D.JPG,2024-12-17T09:44:45,capture_block_01,2024-12-17T09:42:39,2024-12-17T09:49:19,194,OPF capture time gap > 600 seconds,true
DJI_20241217084447_0067_D.JPG,2024-12-17T09:44:47,capture_block_01,2024-12-17T09:42:39,2024-12-17T09:49:19,194,OPF capture time gap > 600 seconds,true
DJI_20241217084449_0068_D.JPG,2024-12-17T09:44:49,capture_block_01,2024-12-17T09:42:39,2024-12-17T09:49:19,194,OPF capture time gap > 600 seconds,true
DJI_20241217084451_0069_D.JPG,2024-12-17T09:44:51,capture_block_01,2024-12-17T09:42:39,2024-12-17T09:49:19,194,OPF capture time gap > 600 seconds,true
DJI_20241217084453_0070_D.JPG,2024-12-17T09:44:53,capture_block_01,2024-12-17T09:42:39,2024-12-17T09:49:19,194,OPF capture time gap > 600 seconds,true
DJI_20241217084455_0071_D.JPG,2024-12-17T09:44:55,capture_block_01,2024-12-17T09:42:39,2024-12-17T09:49:19,194,OPF capture time gap > 600 seconds,true
DJI_20241217084457_0072_D.JPG,2024-12-17T09:44:57,capture_block_01,2024-12-17T09:42:39,2024-12-17T09:49:19,194,OPF capture time gap > 600 seconds,true
DJI_20241217084459_0073_D.JPG,2024-12-17T09:44:59,capture_block_01,2024-12-17T09:42:39,2024-12-17T09:49:19,194,OPF capture time gap > 600 seconds,true
DJI_20241217084501_0074_D.JPG,2024-12-17T09:45:01,capture_block_01,2024-12-17T09:42:39,2024-12-17T09:49:19,194,OPF capture time gap > 600 seconds,true
DJI_20241217084503_0075_D.JPG,2024-12-17T09:45:03,capture_block_01,2024-12-17T09:42:39,2024-12-17T09:49:19,194,OPF capture time gap > 600 seconds,true
DJI_20241217084505_0076_D.JPG,2024-12-17T09:45:05,capture_block_01,2024-12-17T09:42:39,2024-12-17T09:49:19,194,OPF capture time gap > 600 seconds,true
DJI_20241217084507_0077_D.JPG,2024-12-17T09:45:07,capture_block_01,2024-12-17T09:42:39,2024-12-17T09:49:19,194,OPF capture time gap > 600 seconds,true
DJI_20241217084509_0078_D.JPG,2024-12-17T09:45:09,capture_block_01,2024-12-17T09:42:39,2024-12-17T09:49:19,194,OPF capture time gap > 600 seconds,true
DJI_20241217084511_0079_D.JPG,2024-12-17T09:45:11,capture_block_01,2024-12-17T09:42:39,2024-12-17T09:49:19,194,OPF capture time gap > 600 seconds,true
DJI_20241217084513_0080_D.JPG,2024-12-17T09:45:13,capture_block_01,2024-12-17T09:42:39,2024-12-17T09:49:19,194,OPF capture time gap > 600 seconds,true
DJI_20241217084515_0081_D.JPG,2024-12-17T09:45:15,capture_block_01,2024-12-17T09:42:39,2024-12-17T09:49:19,194,OPF capture time gap > 600 seconds,true
DJI_20241217084517_0082_D.JPG,2024-12-17T09:45:17,capture_block_01,2024-12-17T09:42:39,2024-12-17T09:49:19,194,OPF capture time gap > 600 seconds,true
DJI_20241217084519_0083_D.JPG,2024-12-17T09:45:19,capture_block_01,2024-12-17T09:42:39,2024-12-17T09:49:19,194,OPF capture time gap > 600 seconds,true
DJI_20241217084521_0084_D.JPG,2024-12-17T09:45:21,capture_block_01,2024-12-17T09:42:39,2024-12-17T09:49:19,194,OPF capture time gap > 600 seconds,true
DJI_20241217084523_0085_D.JPG,2024-12-17T09:45:23,capture_block_01,2024-12-17T09:42:39,2024-12-17T09:49:19,194,OPF capture time gap > 600 seconds,true
DJI_20241217084525_0086_D.JPG,2024-12-17T09:45:25,capture_block_01,2024-12-17T09:42:39,2024-12-17T09:49:19,194,OPF capture time gap > 600 seconds,true
DJI_20241217084527_0087_D.JPG,2024-12-17T09:45:27,capture_block_01,2024-12-17T09:42:39,2024-12-17T09:49:19,194,OPF capture time gap > 600 seconds,true
DJI_20241217084529_0088_D.JPG,2024-12-17T09:45:29,capture_block_01,2024-12-17T09:42:39,2024-12-17T09:49:19,194,OPF capture time gap > 600 seconds,true
DJI_20241217084531_0089_D.JPG,2024-12-17T09:45:31,capture_block_01,2024-12-17T09:42:39,2024-12-17T09:49:19,194,OPF capture time gap > 600 seconds,true
DJI_20241217084533_0090_D.JPG,2024-12-17T09:45:33,capture_block_01,2024-12-17T09:42:39,2024-12-17T09:49:19,194,OPF capture time gap > 600 seconds,true
DJI_20241217084535_0091_D.JPG,2024-12-17T09:45:35,capture_block_01,2024-12-17T09:42:39,2024-12-17T09:49:19,194,OPF capture time gap > 600 seconds,true
DJI_20241217084537_0092_D.JPG,2024-12-17T09:45:37,capture_block_01,2024-12-17T09:42:39,2024-12-17T09:49:19,194,OPF capture time gap > 600 seconds,true
DJI_20241217084539_0093_D.JPG,2024-12-17T09:45:39,capture_block_01,2024-12-17T09:42:39,2024-12-17T09:49:19,194,OPF capture time gap > 600 seconds,true
DJI_20241217084541_0094_D.JPG,2024-12-17T09:45:41,capture_block_01,2024-12-17T09:42:39,2024-12-17T09:49:19,194,OPF capture time gap > 600 seconds,true
DJI_20241217084543_0095_D.JPG,2024-12-17T09:45:43,capture_block_01,2024-12-17T09:42:39,2024-12-17T09:49:19,194,OPF capture time gap > 600 seconds,true
DJI_20241217084545_0096_D.JPG,2024-12-17T09:45:45,capture_block_01,2024-12-17T09:42:39,2024-12-17T09:49:19,194,OPF capture time gap > 600 seconds,true
DJI_20241217084547_0097_D.JPG,2024-12-17T09:45:47,capture_block_01,2024-12-17T09:42:39,2024-12-17T09:49:19,194,OPF capture time gap > 600 seconds,true
DJI_20241217084549_0098_D.JPG,2024-12-17T09:45:49,capture_block_01,2024-12-17T09:42:39,2024-12-17T09:49:19,194,OPF capture time gap > 600 seconds,true
DJI_20241217084551_0099_D.JPG,2024-12-17T09:45:51,capture_block_01,2024-12-17T09:42:39,2024-12-17T09:49:19,194,OPF capture time gap > 600 seconds,true
DJI_20241217084553_0100_D.JPG,2024-12-17T09:45:53,capture_block_01,2024-12-17T09:42:39,2024-12-17T09:49:19,194,OPF capture time gap > 600 seconds,true
DJI_20241217084555_0101_D.JPG,2024-12-17T09:45:55,capture_block_01,2024-12-17T09:42:39,2024-12-17T09:49:19,194,OPF capture time gap > 600 seconds,true
DJI_20241217084557_0102_D.JPG,2024-12-17T09:45:57,capture_block_01,2024-12-17T09:42:39,2024-12-17T09:49:19,194,OPF capture time gap > 600 seconds,true
DJI_20241217084559_0103_D.JPG,2024-12-17T09:45:59,capture_block_01,2024-12-17T09:42:39,2024-12-17T09:49:19,194,OPF capture time gap > 600 seconds,true
DJI_20241217084601_0104_D.JPG,2024-12-17T09:46:01,capture_block_01,2024-12-17T09:42:39,2024-12-17T09:49:19,194,OPF capture time gap > 600 seconds,true
DJI_20241217084603_0105_D.JPG,2024-12-17T09:46:03,capture_block_01,2024-12-17T09:42:39,2024-12-17T09:49:19,194,OPF capture time gap > 600 seconds,true
DJI_20241217084605_0106_D.JPG,2024-12-17T09:46:05,capture_block_01,2024-12-17T09:42:39,2024-12-17T09:49:19,194,OPF capture time gap > 600 seconds,true
DJI_20241217084607_0107_D.JPG,2024-12-17T09:46:07,capture_block_01,2024-12-17T09:42:39,2024-12-17T09:49:19,194,OPF capture time gap > 600 seconds,true
DJI_20241217084609_0108_D.JPG,2024-12-17T09:46:09,capture_block_01,2024-12-17T09:42:39,2024-12-17T09:49:19,194,OPF capture time gap > 600 seconds,true
DJI_20241217084611_0109_D.JPG,2024-12-17T09:46:11,capture_block_01,2024-12-17T09:42:39,2024-12-17T09:49:19,194,OPF capture time gap > 600 seconds,true
DJI_20241217084613_0110_D.JPG,2024-12-17T09:46:13,capture_block_01,2024-12-17T09:42:39,2024-12-17T09:49:19,194,OPF capture time gap > 600 seconds,true
DJI_20241217084615_0111_D.JPG,2024-12-17T09:46:15,capture_block_01,2024-12-17T09:42:39,2024-12-17T09:49:19,194,OPF capture time gap > 600 seconds,true
DJI_20241217084617_0112_D.JPG,2024-12-17T09:46:17,capture_block_01,2024-12-17T09:42:39,2024-12-17T09:49:19,194,OPF capture time gap > 600 seconds,true
DJI_20241217084619_0113_D.JPG,2024-12-17T09:46:19,capture_block_01,2024-12-17T09:42:39,2024-12-17T09:49:19,194,OPF capture time gap > 600 seconds,true
DJI_20241217084621_0114_D.JPG,2024-12-17T09:46:21,capture_block_01,2024-12-17T09:42:39,2024-12-17T09:49:19,194,OPF capture time gap > 600 seconds,true
DJI_20241217084623_0115_D.JPG,2024-12-17T09:46:23,capture_block_01,2024-12-17T09:42:39,2024-12-17T09:49:19,194,OPF capture time gap > 600 seconds,true
DJI_20241217084625_0116_D.JPG,2024-12-17T09:46:25,capture_block_01,2024-12-17T09:42:39,2024-12-17T09:49:19,194,OPF capture time gap > 600 seconds,true
DJI_20241217084627_0117_D.JPG,2024-12-17T09:46:27,capture_block_01,2024-12-17T09:42:39,2024-12-17T09:49:19,194,OPF capture time gap > 600 seconds,true
DJI_20241217084629_0118_D.JPG,2024-12-17T09:46:29,capture_block_01,2024-12-17T09:42:39,2024-12-17T09:49:19,194,OPF capture time gap > 600 seconds,true
DJI_20241217084631_0119_D.JPG,2024-12-17T09:46:31,capture_block_01,2024-12-17T09:42:39,2024-12-17T09:49:19,194,OPF capture time gap > 600 seconds,true
DJI_20241217084633_0120_D.JPG,2024-12-17T09:46:33,capture_block_01,2024-12-17T09:42:39,2024-12-17T09:49:19,194,OPF capture time gap > 600 seconds,true
DJI_20241217084635_0121_D.JPG,2024-12-17T09:46:35,capture_block_01,2024-12-17T09:42:39,2024-12-17T09:49:19,194,OPF capture time gap > 600 seconds,true
DJI_20241217084637_0122_D.JPG,2024-12-17T09:46:37,capture_block_01,2024-12-17T09:42:39,2024-12-17T09:49:19,194,OPF capture time gap > 600 seconds,true
DJI_20241217084639_0123_D.JPG,2024-12-17T09:46:39,capture_block_01,2024-12-17T09:42:39,2024-12-17T09:49:19,194,OPF capture time gap > 600 seconds,true
DJI_20241217084641_0124_D.JPG,2024-12-17T09:46:41,capture_block_01,2024-12-17T09:42:39,2024-12-17T09:49:19,194,OPF capture time gap > 600 seconds,true
DJI_20241217084643_0125_D.JPG,2024-12-17T09:46:43,capture_block_01,2024-12-17T09:42:39,2024-12-17T09:49:19,194,OPF capture time gap > 600 seconds,true
DJI_20241217084645_0126_D.JPG,2024-12-17T09:46:45,capture_block_01,2024-12-17T09:42:39,2024-12-17T09:49:19,194,OPF capture time gap > 600 seconds,true
DJI_20241217084647_0127_D.JPG,2024-12-17T09:46:47,capture_block_01,2024-12-17T09:42:39,2024-12-17T09:49:19,194,OPF capture time gap > 600 seconds,true
DJI_20241217084649_0128_D.JPG,2024-12-17T09:46:49,capture_block_01,2024-12-17T09:42:39,2024-12-17T09:49:19,194,OPF capture time gap > 600 seconds,true
DJI_20241217084651_0129_D.JPG,2024-12-17T09:46:51,capture_block_01,2024-12-17T09:42:39,2024-12-17T09:49:19,194,OPF capture time gap > 600 seconds,true
DJI_20241217084653_0130_D.JPG,2024-12-17T09:46:53,capture_block_01,2024-12-17T09:42:39,2024-12-17T09:49:19,194,OPF capture time gap > 600 seconds,true
DJI_20241217084655_0131_D.JPG,2024-12-17T09:46:55,capture_block_01,2024-12-17T09:42:39,2024-12-17T09:49:19,194,OPF capture time gap > 600 seconds,true
DJI_20241217084657_0132_D.JPG,2024-12-17T09:46:57,capture_block_01,2024-12-17T09:42:39,2024-12-17T09:49:19,194,OPF capture time gap > 600 seconds,true
DJI_20241217084659_0133_D.JPG,2024-12-17T09:46:59,capture_block_01,2024-12-17T09:42:39,2024-12-17T09:49:19,194,OPF capture time gap > 600 seconds,true
DJI_20241217084701_0134_D.JPG,2024-12-17T09:47:01,capture_block_01,2024-12-17T09:42:39,2024-12-17T09:49:19,194,OPF capture time gap > 600 seconds,true
DJI_20241217084703_0135_D.JPG,2024-12-17T09:47:03,capture_block_01,2024-12-17T09:42:39,2024-12-17T09:49:19,194,OPF capture time gap > 600 seconds,true
DJI_20241217084705_0136_D.JPG,2024-12-17T09:47:05,capture_block_01,2024-12-17T09:42:39,2024-12-17T09:49:19,194,OPF capture time gap > 600 seconds,true
DJI_20241217084707_0137_D.JPG,2024-12-17T09:47:07,capture_block_01,2024-12-17T09:42:39,2024-12-17T09:49:19,194,OPF capture time gap > 600 seconds,true
DJI_20241217084709_0138_D.JPG,2024-12-17T09:47:09,capture_block_01,2024-12-17T09:42:39,2024-12-17T09:49:19,194,OPF capture time gap > 600 seconds,true
DJI_20241217084711_0139_D.JPG,2024-12-17T09:47:11,capture_block_01,2024-12-17T09:42:39,2024-12-17T09:49:19,194,OPF capture time gap > 600 seconds,true
DJI_20241217084713_0140_D.JPG,2024-12-17T09:47:13,capture_block_01,2024-12-17T09:42:39,2024-12-17T09:49:19,194,OPF capture time gap > 600 seconds,true
DJI_20241217084715_0141_D.JPG,2024-12-17T09:47:15,capture_block_01,2024-12-17T09:42:39,2024-12-17T09:49:19,194,OPF capture time gap > 600 seconds,true
DJI_20241217084717_0142_D.JPG,2024-12-17T09:47:17,capture_block_01,2024-12-17T09:42:39,2024-12-17T09:49:19,194,OPF capture time gap > 600 seconds,true
DJI_20241217084719_0143_D.JPG,2024-12-17T09:47:19,capture_block_01,2024-12-17T09:42:39,2024-12-17T09:49:19,194,OPF capture time gap > 600 seconds,true
DJI_20241217084721_0144_D.JPG,2024-12-17T09:47:21,capture_block_01,2024-12-17T09:42:39,2024-12-17T09:49:19,194,OPF capture time gap > 600 seconds,true
DJI_20241217084723_0145_D.JPG,2024-12-17T09:47:23,capture_block_01,2024-12-17T09:42:39,2024-12-17T09:49:19,194,OPF capture time gap > 600 seconds,true
DJI_20241217084725_0146_D.JPG,2024-12-17T09:47:25,capture_block_01,2024-12-17T09:42:39,2024-12-17T09:49:19,194,OPF capture time gap > 600 seconds,true
DJI_20241217084727_0147_D.JPG,2024-12-17T09:47:27,capture_block_01,2024-12-17T09:42:39,2024-12-17T09:49:19,194,OPF capture time gap > 600 seconds,true
DJI_20241217084729_0148_D.JPG,2024-12-17T09:47:29,capture_block_01,2024-12-17T09:42:39,2024-12-17T09:49:19,194,OPF capture time gap > 600 seconds,true
DJI_20241217084731_0149_D.JPG,2024-12-17T09:47:31,capture_block_01,2024-12-17T09:42:39,2024-12-17T09:49:19,194,OPF capture time gap > 600 seconds,true
DJI_20241217084733_0150_D.JPG,2024-12-17T09:47:33,capture_block_01,2024-12-17T09:42:39,2024-12-17T09:49:19,194,OPF capture time gap > 600 seconds,true
DJI_20241217084735_0151_D.JPG,2024-12-17T09:47:35,capture_block_01,2024-12-17T09:42:39,2024-12-17T09:49:19,194,OPF capture time gap > 600 seconds,true
DJI_20241217084737_0152_D.JPG,2024-12-17T09:47:37,capture_block_01,2024-12-17T09:42:39,2024-12-17T09:49:19,194,OPF capture time gap > 600 seconds,true
DJI_20241217084739_0153_D.JPG,2024-12-17T09:47:39,capture_block_01,2024-12-17T09:42:39,2024-12-17T09:49:19,194,OPF capture time gap > 600 seconds,true
DJI_20241217084741_0154_D.JPG,2024-12-17T09:47:41,capture_block_01,2024-12-17T09:42:39,2024-12-17T09:49:19,194,OPF capture time gap > 600 seconds,true
DJI_20241217084743_0155_D.JPG,2024-12-17T09:47:43,capture_block_01,2024-12-17T09:42:39,2024-12-17T09:49:19,194,OPF capture time gap > 600 seconds,true
DJI_20241217084745_0156_D.JPG,2024-12-17T09:47:45,capture_block_01,2024-12-17T09:42:39,2024-12-17T09:49:19,194,OPF capture time gap > 600 seconds,true
DJI_20241217084747_0157_D.JPG,2024-12-17T09:47:47,capture_block_01,2024-12-17T09:42:39,2024-12-17T09:49:19,194,OPF capture time gap > 600 seconds,true
DJI_20241217084749_0158_D.JPG,2024-12-17T09:47:49,capture_block_01,2024-12-17T09:42:39,2024-12-17T09:49:19,194,OPF capture time gap > 600 seconds,true
DJI_20241217084751_0159_D.JPG,2024-12-17T09:47:51,capture_block_01,2024-12-17T09:42:39,2024-12-17T09:49:19,194,OPF capture time gap > 600 seconds,true
DJI_20241217084753_0160_D.JPG,2024-12-17T09:47:53,capture_block_01,2024-12-17T09:42:39,2024-12-17T09:49:19,194,OPF capture time gap > 600 seconds,true
DJI_20241217084755_0161_D.JPG,2024-12-17T09:47:55,capture_block_01,2024-12-17T09:42:39,2024-12-17T09:49:19,194,OPF capture time gap > 600 seconds,true
DJI_20241217084757_0162_D.JPG,2024-12-17T09:47:57,capture_block_01,2024-12-17T09:42:39,2024-12-17T09:49:19,194,OPF capture time gap > 600 seconds,true
DJI_20241217084759_0163_D.JPG,2024-12-17T09:47:59,capture_block_01,2024-12-17T09:42:39,2024-12-17T09:49:19,194,OPF capture time gap > 600 seconds,true
DJI_20241217084801_0164_D.JPG,2024-12-17T09:48:01,capture_block_01,2024-12-17T09:42:39,2024-12-17T09:49:19,194,OPF capture time gap > 600 seconds,true
DJI_20241217084803_0165_D.JPG,2024-12-17T09:48:03,capture_block_01,2024-12-17T09:42:39,2024-12-17T09:49:19,194,OPF capture time gap > 600 seconds,true
DJI_20241217084805_0166_D.JPG,2024-12-17T09:48:05,capture_block_01,2024-12-17T09:42:39,2024-12-17T09:49:19,194,OPF capture time gap > 600 seconds,true
DJI_20241217084807_0167_D.JPG,2024-12-17T09:48:07,capture_block_01,2024-12-17T09:42:39,2024-12-17T09:49:19,194,OPF capture time gap > 600 seconds,true
DJI_20241217084809_0168_D.JPG,2024-12-17T09:48:09,capture_block_01,2024-12-17T09:42:39,2024-12-17T09:49:19,194,OPF capture time gap > 600 seconds,true
DJI_20241217084811_0169_D.JPG,2024-12-17T09:48:11,capture_block_01,2024-12-17T09:42:39,2024-12-17T09:49:19,194,OPF capture time gap > 600 seconds,true
DJI_20241217084813_0170_D.JPG,2024-12-17T09:48:13,capture_block_01,2024-12-17T09:42:39,2024-12-17T09:49:19,194,OPF capture time gap > 600 seconds,true
DJI_20241217084815_0171_D.JPG,2024-12-17T09:48:15,capture_block_01,2024-12-17T09:42:39,2024-12-17T09:49:19,194,OPF capture time gap > 600 seconds,true
DJI_20241217084817_0172_D.JPG,2024-12-17T09:48:17,capture_block_01,2024-12-17T09:42:39,2024-12-17T09:49:19,194,OPF capture time gap > 600 seconds,true
