view_stem,image_name,height_px,width_px,source_components_total,source_components_eligible_ge256,source_components_excluded_lt256,source_roof_pixels,eligible_source_pixels,unassigned_eligible_pixels_outside_c00118_or_missing_id,oracle_owner_pixels_before_cut,cutline_pixels,regions_after_cut,region_pixels_after_cut,address_mode,address_datum_geoid_m,address_datum_shift_z_m,actual_source_class_agreement,actual_source_roof_iou,actual_source_class_mismatch_pixels,fixed_clean_class_mask_is_authoritative,lod2_depth_or_height_loss_input,cache_path,cache_sha256,semantic_mask_path,semantic_mask_sha256,status
DJI_20241217084613_0110_D,DJI_20241217084613_0110_D.JPG,483,227,3,3,0,89170,89170,89170,0,0,0,0,oracle_class_plus_raycast_building_id,48.0,556.0,1.0,1.0,0,True,False,results/tum_transfer/e5_s3/C001/semantic_regions/DJI_20241217084613_0110_D.npz,3b0b13ca5f6ac5a1e1a9cc120d3b37bc90fd0c658718cd3bd1f83e43771c5c58,results/tum_transfer/e5_pilot/C001/data_geoidfix_C001_buf20/semantic/DJI_20241217084613_0110_D.png,ec99bd8a3f39a1bd95a34b9457e4f4276fef74187723660e31c59022f7893d47,ok
DJI_20241217084615_0111_D,DJI_20241217084615_0111_D.JPG,384,203,3,2,1,74034,73879,73879,0,0,0,0,oracle_class_plus_raycast_building_id,48.0,556.0,1.0,1.0,0,True,False,results/tum_transfer/e5_s3/C001/semantic_regions/DJI_20241217084615_0111_D.npz,5a335dca776776001908e96916bd66325be5dd8af832a2cf51c1bbbf76253b42,results/tum_transfer/e5_pilot/C001/data_geoidfix_C001_buf20/semantic/DJI_20241217084615_0111_D.png,a9c812bfb24c693f03c650ce3a01a71da1aea95d07eb0121f53209a695829ab7,ok
DJI_20241217084617_0112_D,DJI_20241217084617_0112_D.JPG,266,179,3,3,0,37518,37518,37518,0,0,0,0,oracle_class_plus_raycast_building_id,48.0,556.0,1.0,1.0,0,True,False,results/tum_transfer/e5_s3/C001/semantic_regions/DJI_20241217084617_0112_D.npz,12d2ebbcb4bd6fb0e4208444aab39971adf83770d7c129ba706dcf2e13788c64,results/tum_transfer/e5_pilot/C001/data_geoidfix_C001_buf20/semantic/DJI_20241217084617_0112_D.png,c9afaee4cb30a97cd8ded973122f8b6a3b1664d1ec687501755754ad7a97a3a9,ok
DJI_20241217084619_0113_D,DJI_20241217084619_0113_D.JPG,217,165,3,3,0,29535,29535,29535,0,0,0,0,oracle_class_plus_raycast_building_id,48.0,556.0,1.0,1.0,0,True,False,results/tum_transfer/e5_s3/C001/semantic_regions/DJI_20241217084619_0113_D.npz,93476f18db9c8fabcfa9a93ae6ae1691dd818c0f6bc983e9238d2eac4125dcee,results/tum_transfer/e5_pilot/C001/data_geoidfix_C001_buf20/semantic/DJI_20241217084619_0113_D.png,13bf1726c0b2f1ec1aa7ef99231817b562da7ff1fb0728fea759ceb513c8fc3c,ok
DJI_20241217084621_0114_D,DJI_20241217084621_0114_D.JPG,224,168,3,3,0,30494,30494,30494,0,0,0,0,oracle_class_plus_raycast_building_id,48.0,556.0,1.0,1.0,0,True,False,results/tum_transfer/e5_s3/C001/semantic_regions/DJI_20241217084621_0114_D.npz,ab0c6f39440e31cca1789c84b0cef28fbf816b1aaa269ca7cf6e76b25d5cd677,results/tum_transfer/e5_pilot/C001/data_geoidfix_C001_buf20/semantic/DJI_20241217084621_0114_D.png,f9f43c1aeed7ce75060e6dc75c6bea3eda967355f17b11b8f8df9a1b98a9b477,ok
DJI_20241217084623_0115_D,DJI_20241217084623_0115_D.JPG,174,155,2,2,0,24365,24365,24365,0,0,0,0,oracle_class_plus_raycast_building_id,48.0,556.0,1.0,1.0,0,True,False,results/tum_transfer/e5_s3/C001/semantic_regions/DJI_20241217084623_0115_D.npz,17e3ff6a015338df754dea8540ed72b377d6f2eae0b4bd5caa5670956a16b597,results/tum_transfer/e5_pilot/C001/data_geoidfix_C001_buf20/semantic/DJI_20241217084623_0115_D.png,54705da91dbd22fc2e47df21e3e39457b296d072e602ecb6c9d119e34348f5c6,ok
DJI_20241217084639_0123_D,DJI_20241217084639_0123_D.JPG,286,157,1,1,0,25186,25186,25186,0,0,0,0,oracle_class_plus_raycast_building_id,48.0,556.0,1.0,1.0,0,True,False,results/tum_transfer/e5_s3/C001/semantic_regions/DJI_20241217084639_0123_D.npz,ef03077c1ec9a1f4daf1e5d739ba7a818db90efbf904cc7dc43cbe8d97f521d8,results/tum_transfer/e5_pilot/C001/data_geoidfix_C001_buf20/semantic/DJI_20241217084639_0123_D.png,bcd5f2d0489693be64558429ac75fec4c2dfe8a6ff351aba6f011da3839bc8b4,ok
DJI_20241217084643_0125_D,DJI_20241217084643_0125_D.JPG,130,137,1,1,0,11397,11397,11397,0,0,0,0,oracle_class_plus_raycast_building_id,48.0,556.0,1.0,1.0,0,True,False,results/tum_transfer/e5_s3/C001/semantic_regions/DJI_20241217084643_0125_D.npz,e2a7425dcb98560aec5c1e2266586a9c522b7cc8bd671cd7bead93eb45d5cb9a,results/tum_transfer/e5_pilot/C001/data_geoidfix_C001_buf20/semantic/DJI_20241217084643_0125_D.png,d474f717db8655ffd38b1cedc044bbcfd7c591cd5e55eb41a47e427234300772,ok
DJI_20241217084645_0126_D,DJI_20241217084645_0126_D.JPG,179,273,2,1,1,777,620,620,0,0,0,0,oracle_class_plus_raycast_building_id,48.0,556.0,1.0,1.0,0,True,False,results/tum_transfer/e5_s3/C001/semantic_regions/DJI_20241217084645_0126_D.npz,c567fecd81482ffb38e9ca356c341c18e476acc4268c7195381068f812c4a94d,results/tum_transfer/e5_pilot/C001/data_geoidfix_C001_buf20/semantic/DJI_20241217084645_0126_D.png,a03bb280b86b5a5ef7e14f12b4df30ccdb82b0f549d8c431db4e963b3ddcdce0,ok
DJI_20241217084647_0127_D,DJI_20241217084647_0127_D.JPG,252,279,2,1,1,28551,28523,28523,0,0,0,0,oracle_class_plus_raycast_building_id,48.0,556.0,1.0,1.0,0,True,False,results/tum_transfer/e5_s3/C001/semantic_regions/DJI_20241217084647_0127_D.npz,226a7674ab8e092fe6b261b331b9beeb5e81990eef95e5243a0105ed9653e9d9,results/tum_transfer/e5_pilot/C001/data_geoidfix_C001_buf20/semantic/DJI_20241217084647_0127_D.png,72ce0ff2491f50ac79f16b2944a65ce51638d7eb518aa2742b9f067e62e48feb,ok
DJI_20241217084649_0128_D,DJI_20241217084649_0128_D.JPG,342,563,1,1,0,125853,125853,125853,0,0,0,0,oracle_class_plus_raycast_building_id,48.0,556.0,1.0,1.0,0,True,False,results/tum_transfer/e5_s3/C001/semantic_regions/DJI_20241217084649_0128_D.npz,5f144c5b031a12b45b480941a2214d3d56bf23570a1a5d7389ca8bef03c51d72,results/tum_transfer/e5_pilot/C001/data_geoidfix_C001_buf20/semantic/DJI_20241217084649_0128_D.png,913b869cf45a6cdb629eaf3eba7328a7b0c247a40569617b5de14a3ba762a091,ok
DJI_20241217084651_0129_D,DJI_20241217084651_0129_D.JPG,448,586,2,2,0,203118,203118,203118,0,0,0,0,oracle_class_plus_raycast_building_id,48.0,556.0,1.0,1.0,0,True,False,results/tum_transfer/e5_s3/C001/semantic_regions/DJI_20241217084651_0129_D.npz,071bdbf6768282b8c791a9b0baf6f546d23e6927014ee850667cbaf2c0abe3b3,results/tum_transfer/e5_pilot/C001/data_geoidfix_C001_buf20/semantic/DJI_20241217084651_0129_D.png,9977705e01c3686b3fd8e77c938bbae9a36d384b7cb45b8bc07a958e3b9b8377,ok
DJI_20241217084653_0130_D,DJI_20241217084653_0130_D.JPG,484,590,2,2,0,213081,213081,213081,0,0,0,0,oracle_class_plus_raycast_building_id,48.0,556.0,1.0,1.0,0,True,False,results/tum_transfer/e5_s3/C001/semantic_regions/DJI_20241217084653_0130_D.npz,014837b13aa1ae776a68b906bc25bac579a0b1a5b5fee16e9a3e92bdbfa80870,results/tum_transfer/e5_pilot/C001/data_geoidfix_C001_buf20/semantic/DJI_20241217084653_0130_D.png,cd61acb02751d01979991c016e07ee76585a4b005c3c8291254454352f0b51b3,ok
DJI_20241217084655_0131_D,DJI_20241217084655_0131_D.JPG,480,588,2,2,0,211229,211229,211229,0,0,0,0,oracle_class_plus_raycast_building_id,48.0,556.0,1.0,1.0,0,True,False,results/tum_transfer/e5_s3/C001/semantic_regions/DJI_20241217084655_0131_D.npz,5cb3467b954021effeb1882a9bcda970d0c6bc86cc00ccb16b965f45c6048609,results/tum_transfer/e5_pilot/C001/data_geoidfix_C001_buf20/semantic/DJI_20241217084655_0131_D.png,42a28ab9e2e0d133584188d1fcc7831461d4e860bf0bb4a50e519356fc5781bb,ok
DJI_20241217084657_0132_D,DJI_20241217084657_0132_D.JPG,539,601,3,3,0,228767,228767,228767,0,0,0,0,oracle_class_plus_raycast_building_id,48.0,556.0,1.0,1.0,0,True,False,results/tum_transfer/e5_s3/C001/semantic_regions/DJI_20241217084657_0132_D.npz,f16a27976bedaf204891aa35c76d87cfab3144f274d7eaadbdab061d28e02ef3,results/tum_transfer/e5_pilot/C001/data_geoidfix_C001_buf20/semantic/DJI_20241217084657_0132_D.png,808989cffd9c10e3920f87e7ee06c513fe2a01842b426be00b6efcd71208cb4e,ok
DJI_20241217084659_0133_D,DJI_20241217084659_0133_D.JPG,621,621,3,3,0,257791,257791,257791,0,0,0,0,oracle_class_plus_raycast_building_id,48.0,556.0,1.0,1.0,0,True,False,results/tum_transfer/e5_s3/C001/semantic_regions/DJI_20241217084659_0133_D.npz,d6546a8df5f27ddab7647a23f6284e85f241144d2979e0de670136171ff045d0,results/tum_transfer/e5_pilot/C001/data_geoidfix_C001_buf20/semantic/DJI_20241217084659_0133_D.png,68a4e2bd7404d19e9fbad8f5dc91442964bf2fd8ac8fd1012fa9230ab105f6d8,ok
DJI_20241217084701_0134_D,DJI_20241217084701_0134_D.JPG,720,645,4,4,0,276598,276598,276598,0,0,0,0,oracle_class_plus_raycast_building_id,48.0,556.0,1.0,1.0,0,True,False,results/tum_transfer/e5_s3/C001/semantic_regions/DJI_20241217084701_0134_D.npz,339d85f05b1390479a81ae9978d1de92bda3323648093be9ced22925d27c478a,results/tum_transfer/e5_pilot/C001/data_geoidfix_C001_buf20/semantic/DJI_20241217084701_0134_D.png,53568b80f463b28aeda692324ffd0f595e9e6b588960174f1b72aae736c21346,ok
DJI_20241217084703_0135_D,DJI_20241217084703_0135_D.JPG,819,668,4,4,0,280603,280603,280603,0,0,0,0,oracle_class_plus_raycast_building_id,48.0,556.0,1.0,1.0,0,True,False,results/tum_transfer/e5_s3/C001/semantic_regions/DJI_20241217084703_0135_D.npz,91cb23c5e0d5dfb82eb6aa036803af59c2955d281f570422f8fec43a9f25fe4b,results/tum_transfer/e5_pilot/C001/data_geoidfix_C001_buf20/semantic/DJI_20241217084703_0135_D.png,937eef1306871db242ac9e030f6e0a2dd58f2ab9195a1ade824ed507a185fd55,ok
DJI_20241217084705_0136_D,DJI_20241217084705_0136_D.JPG,998,690,5,5,0,353846,353846,353846,0,0,0,0,oracle_class_plus_raycast_building_id,48.0,556.0,1.0,1.0,0,True,False,results/tum_transfer/e5_s3/C001/semantic_regions/DJI_20241217084705_0136_D.npz,1ab4841bf7b19ec560f3799a5b1fe6fd34d3ea4feb7ad93c0b1fb5222f6de69b,results/tum_transfer/e5_pilot/C001/data_geoidfix_C001_buf20/semantic/DJI_20241217084705_0136_D.png,99ca0a54e6c9cdb32977934d433da9ff6e0f2579a7dd245a592922456305de56,ok
DJI_20241217084707_0137_D,DJI_20241217084707_0137_D.JPG,1013,712,5,5,0,337654,337654,337654,0,0,0,0,oracle_class_plus_raycast_building_id,48.0,556.0,1.0,1.0,0,True,False,results/tum_transfer/e5_s3/C001/semantic_regions/DJI_20241217084707_0137_D.npz,6f9f2d33d3480a13000566358c8447d37ff0437527801ee2ca8c9a1a0950bc63,results/tum_transfer/e5_pilot/C001/data_geoidfix_C001_buf20/semantic/DJI_20241217084707_0137_D.png,3448aaf44afbcb69bd795191f86994a1f935065aeb3197990bfa8c68a11dc27f,ok
DJI_20241217084709_0138_D,DJI_20241217084709_0138_D.JPG,1013,736,4,4,0,363347,363347,363347,0,0,0,0,oracle_class_plus_raycast_building_id,48.0,556.0,1.0,1.0,0,True,False,results/tum_transfer/e5_s3/C001/semantic_regions/DJI_20241217084709_0138_D.npz,b3224d03b7c67abc3a2ea9137fc0f3739e648af09f65208ed2ba10c9bed5bdb1,results/tum_transfer/e5_pilot/C001/data_geoidfix_C001_buf20/semantic/DJI_20241217084709_0138_D.png,39c4dedd5de21ebfe3f2cacad5b17a02ea9806671bf73c53113e91a508921d40,ok
DJI_20241217084711_0139_D,DJI_20241217084711_0139_D.JPG,1013,759,4,4,0,382309,382309,382309,0,0,0,0,oracle_class_plus_raycast_building_id,48.0,556.0,1.0,1.0,0,True,False,results/tum_transfer/e5_s3/C001/semantic_regions/DJI_20241217084711_0139_D.npz,11e214e1398f9af40a331117c9bcfd7e1136fcab5d15a1a1d689c0070b2fcf86,results/tum_transfer/e5_pilot/C001/data_geoidfix_C001_buf20/semantic/DJI_20241217084711_0139_D.png,34064cd33ade090a491e75b1c2b8f95192cdca607b59e04c137bc9b6e7ebe1d9,ok
DJI_20241217084713_0140_D,DJI_20241217084713_0140_D.JPG,1013,784,4,4,0,377103,377103,377103,0,0,0,0,oracle_class_plus_raycast_building_id,48.0,556.0,1.0,1.0,0,True,False,results/tum_transfer/e5_s3/C001/semantic_regions/DJI_20241217084713_0140_D.npz,44b041751c9f107b4c501974b40178f225fc4c149e7b80cb59fb19121517d61c,results/tum_transfer/e5_pilot/C001/data_geoidfix_C001_buf20/semantic/DJI_20241217084713_0140_D.png,b769815907a35860bf2f8f559785cfb8ffb88d11406a4a82173018269de19626,ok
DJI_20241217084715_0141_D,DJI_20241217084715_0141_D.JPG,1013,810,3,3,0,378894,378894,378894,0,0,0,0,oracle_class_plus_raycast_building_id,48.0,556.0,1.0,1.0,0,True,False,results/tum_transfer/e5_s3/C001/semantic_regions/DJI_20241217084715_0141_D.npz,05b17239f941ad932ef9db01882ddcca740229214d49d7bb7ed2e8641d6c5859,results/tum_transfer/e5_pilot/C001/data_geoidfix_C001_buf20/semantic/DJI_20241217084715_0141_D.png,ad78dc1305d4714811e9e61ec9919d09499c18e83a59787463cbd8ab4b485991,ok
DJI_20241217084717_0142_D,DJI_20241217084717_0142_D.JPG,1010,833,4,4,0,392741,392741,392741,0,0,0,0,oracle_class_plus_raycast_building_id,48.0,556.0,1.0,1.0,0,True,False,results/tum_transfer/e5_s3/C001/semantic_regions/DJI_20241217084717_0142_D.npz,5ef106f6d16f8b63aaeca9fc8302d22a1b494b8a80c0b7c03a30cf46c13ef048,results/tum_transfer/e5_pilot/C001/data_geoidfix_C001_buf20/semantic/DJI_20241217084717_0142_D.png,92d74ae1cba52b58dfc9e7ec5796e3b682fbcc29ed419e50c0ff82f7451c5b5f,ok
DJI_20241217084719_0143_D,DJI_20241217084719_0143_D.JPG,1013,658,4,3,1,246061,246049,246049,0,0,0,0,oracle_class_plus_raycast_building_id,48.0,556.0,1.0,1.0,0,True,False,results/tum_transfer/e5_s3/C001/semantic_regions/DJI_20241217084719_0143_D.npz,bb3d0957c5d580b1343cd47e05a22cdeb56516d1e52d7d72da0deccfe5b71cb8,results/tum_transfer/e5_pilot/C001/data_geoidfix_C001_buf20/semantic/DJI_20241217084719_0143_D.png,7f662b7a6ecee983a36c83bd44e3e7bd7a408e1a989fc4137cf985a90cbf95b3,ok
DJI_20241217084721_0144_D,DJI_20241217084721_0144_D.JPG,1013,680,8,8,0,273634,273634,273634,0,0,0,0,oracle_class_plus_raycast_building_id,48.0,556.0,1.0,1.0,0,True,False,results/tum_transfer/e5_s3/C001/semantic_regions/DJI_20241217084721_0144_D.npz,4f7d1ad3ce46f6f2927476ac558dda7b3ad539b8c572e350010972e994f15a53,results/tum_transfer/e5_pilot/C001/data_geoidfix_C001_buf20/semantic/DJI_20241217084721_0144_D.png,9cc55becfc76432e37fc4381905ca4f2a878399acdd7a18ca60d4575616fdf57,ok
DJI_20241217084723_0145_D,DJI_20241217084723_0145_D.JPG,932,703,10,10,0,274748,274748,274748,0,0,0,0,oracle_class_plus_raycast_building_id,48.0,556.0,0.999998473739156,0.9999963603143233,1,True,False,results/tum_transfer/e5_s3/C001/semantic_regions/DJI_20241217084723_0145_D.npz,98692a133be391a212032ab83ba2f7a6fe167ecf675e03f3f3c89c7d7fcaf67d,results/tum_transfer/e5_pilot/C001/data_geoidfix_C001_buf20/semantic/DJI_20241217084723_0145_D.png,95f1485a28376ea1e2f1cbcace88803f2c968c41d55016920314d6a85de2718e,ok
DJI_20241217084725_0146_D,DJI_20241217084725_0146_D.JPG,835,529,9,8,1,178342,178277,178277,0,0,0,0,oracle_class_plus_raycast_building_id,48.0,556.0,1.0,1.0,0,True,False,results/tum_transfer/e5_s3/C001/semantic_regions/DJI_20241217084725_0146_D.npz,e2824dfabf191cb1943356dc782d54253157b36ae3f6ff1edd13cbd5544ecf2f,results/tum_transfer/e5_pilot/C001/data_geoidfix_C001_buf20/semantic/DJI_20241217084725_0146_D.png,410ec245285622d833574e6047156e20093afaef7e3bfb4c811c6506fc7d7dcf,ok
DJI_20241217084727_0147_D,DJI_20241217084727_0147_D.JPG,769,553,11,10,1,174435,174400,174400,0,0,0,0,oracle_class_plus_raycast_building_id,48.0,556.0,1.0,1.0,0,True,False,results/tum_transfer/e5_s3/C001/semantic_regions/DJI_20241217084727_0147_D.npz,3ca22902d3eda1b135af7b3ac53b2377a0e6f01e151b52671a44efc5ad684848,results/tum_transfer/e5_pilot/C001/data_geoidfix_C001_buf20/semantic/DJI_20241217084727_0147_D.png,fc2a489e1b1edf8f455d8d6bb6695886231a6b75a26735b8f8e3fc4e91601a2e,ok
DJI_20241217084729_0148_D,DJI_20241217084729_0148_D.JPG,649,576,11,10,1,164603,164535,164535,0,0,0,0,oracle_class_plus_raycast_building_id,48.0,556.0,1.0,1.0,0,True,False,results/tum_transfer/e5_s3/C001/semantic_regions/DJI_20241217084729_0148_D.npz,7657dcfd98e9e9b453edb32c8b03f51888485439da76eb2fbc3c495dc48f17b9,results/tum_transfer/e5_pilot/C001/data_geoidfix_C001_buf20/semantic/DJI_20241217084729_0148_D.png,77b343d29e6ede18fb2a37cc3f0ed7bba23b8d960e3145d2b884c05847f6cc50,ok
DJI_20241217084731_0149_D,DJI_20241217084731_0149_D.JPG,544,402,3,3,0,127982,127982,127982,0,0,0,0,oracle_class_plus_raycast_building_id,48.0,556.0,1.0,1.0,0,True,False,results/tum_transfer/e5_s3/C001/semantic_regions/DJI_20241217084731_0149_D.npz,53f7b48ce9bddf1d7f73904b05b39c23da9d87a584c1accb1556a5383e32af58,results/tum_transfer/e5_pilot/C001/data_geoidfix_C001_buf20/semantic/DJI_20241217084731_0149_D.png,c501800790d9a8fed8d1ef2b124506454dabd3f8055d6438145bdac6ff673db6,ok
DJI_20241217084733_0150_D,DJI_20241217084733_0150_D.JPG,445,425,3,3,0,114640,114640,114640,0,0,0,0,oracle_class_plus_raycast_building_id,48.0,556.0,1.0,1.0,0,True,False,results/tum_transfer/e5_s3/C001/semantic_regions/DJI_20241217084733_0150_D.npz,f5991ab4a10e6ea0ea90ccb7ccb7ade01d6833874a656e5dcf49f4a31560d8dc,results/tum_transfer/e5_pilot/C001/data_geoidfix_C001_buf20/semantic/DJI_20241217084733_0150_D.png,56d88124a3bdd11bd820cf658e8bdcd37215eb1673657929f5d558ff34199654,ok
DJI_20241217084735_0151_D,DJI_20241217084735_0151_D.JPG,345,449,3,3,0,96622,96622,96622,0,0,0,0,oracle_class_plus_raycast_building_id,48.0,556.0,1.0,1.0,0,True,False,results/tum_transfer/e5_s3/C001/semantic_regions/DJI_20241217084735_0151_D.npz,3f7743fb674dd025da7e14a855a5f3b6574cd2176dfc27ba7779ad9d26c542b0,results/tum_transfer/e5_pilot/C001/data_geoidfix_C001_buf20/semantic/DJI_20241217084735_0151_D.png,0a9cccb018f4b830aa8ac17edb5bcc63aae632d3ae43c479a08318286c3b6d7d,ok
DJI_20241217084737_0152_D,DJI_20241217084737_0152_D.JPG,246,277,2,2,0,58336,58336,58336,0,0,0,0,oracle_class_plus_raycast_building_id,48.0,556.0,1.0,1.0,0,True,False,results/tum_transfer/e5_s3/C001/semantic_regions/DJI_20241217084737_0152_D.npz,e9b54e6f9e8630de5ac637c77651ba07b268f8f3554fcf7e730904b68f98fe8f,results/tum_transfer/e5_pilot/C001/data_geoidfix_C001_buf20/semantic/DJI_20241217084737_0152_D.png,f372b8bc3a1d3fbebb354c659dc5a3a7b0b04e41d080265c950270e959c5c68e,ok
DJI_20241217084739_0153_D,DJI_20241217084739_0153_D.JPG,149,297,2,2,0,37239,37239,37239,0,0,0,0,oracle_class_plus_raycast_building_id,48.0,556.0,1.0,1.0,0,True,False,results/tum_transfer/e5_s3/C001/semantic_regions/DJI_20241217084739_0153_D.npz,d6fcdf7c3800bdd0a54eedd8b08591e1d0b94c10086cf354ee60a15ed4d77890,results/tum_transfer/e5_pilot/C001/data_geoidfix_C001_buf20/semantic/DJI_20241217084739_0153_D.png,904cd40d9828b869361fe707e6c309b9bfa3579ae3208bab156f981e169b7b90,ok
