building_id,priority_rank,pair_rank,view_a,view_b,crop_source,camera_branch,frame_source,camera_model,camera_source,pose_source,scene_reference_source,world_frame,triangulation_rule,crop_a_xyxy,crop_b_xyxy,acquisition_block_a,acquisition_block_b,pair_relation,known_colmap_baseline_m,eligible_summary_pair,status,failure_reason,reciprocal_match_count,border_match_count,dlt_finite_count,positive_depth_count,reprojection_2px_count,footprint_inside_count,inside_z_median_m,inside_z_mad_m,inside_z_median_local_m,inside_z_mad_local_m,elapsed_seconds,cache_path,cache_sha256,new_mast3r_inference_runs,cache_reuse_runs,learning_runs_started,new_inference_type,pair_fingerprint,input_fingerprint
DEBY_LOD2_8568391,2,1,DJI_20241217084901_0194_D,DJI_20241217095441_0023_D,s3ap_locked_or_frozen_region,c001_pinhole_binary,results/tum_transfer/e5_pilot/C001/data_geoidfix_C001_buf20/images,PINHOLE,results/tum_transfer/e5_pilot/C001/data_geoidfix_C001_buf20/sparse/0/cameras.bin,results/tum_transfer/e5_pilot/C001/data_geoidfix_C001_buf20/sparse/0/images.bin,,canonical_local_xyz,crop pixels mapped to source pixels without half-pixel shift; float64 linear DLT with fixed PINHOLE COLMAP K[R|t]; finite homogeneous solution; positive depth in both cameras; max per-view source-pixel reprojection error <=2.0px,1144;0;1400;192,626;584;978;848,202412170849,202412170954,cross_acquisition_minute_block,56.074255,true,complete,,977,864,864,864,854,256,-40.672248,0.031518,-40.672248,0.031518,0.329013,phases/p2-gsjso/runs/20260719_boundary_map_v3/fm_dense_raw/8568391_rank01_raw_cheirality.npz,8cf7ec6b27aef372a29c8516f5429c9ebc00d6aa8e299856f0fa3dabc929a93d,0,1,0,R1prime-3_FM_dense_dial_2px,81b950a685a56ffda8fc8c9e96c84560c879d09490313063efc9d4c54f9eac75,3af60747ffde1a12a1edd7f17bcca152bbb7b557b06b04233f2f70b8014c0fe0
DEBY_LOD2_8568391,2,2,DJI_20241217084903_0195_D,DJI_20241217095441_0023_D,s3ap_locked_or_frozen_region,c001_pinhole_binary,results/tum_transfer/e5_pilot/C001/data_geoidfix_C001_buf20/images,PINHOLE,results/tum_transfer/e5_pilot/C001/data_geoidfix_C001_buf20/sparse/0/cameras.bin,results/tum_transfer/e5_pilot/C001/data_geoidfix_C001_buf20/sparse/0/images.bin,,canonical_local_xyz,crop pixels mapped to source pixels without half-pixel shift; float64 linear DLT with fixed PINHOLE COLMAP K[R|t]; finite homogeneous solution; positive depth in both cameras; max per-view source-pixel reprojection error <=2.0px,1144;110;1400;302,626;584;978;848,202412170849,202412170954,cross_acquisition_minute_block,54.041667,true,complete,,659,561,561,561,549,200,-40.661833,0.030803,-40.661833,0.030803,0.292802,phases/p2-gsjso/runs/20260719_boundary_map_v3/fm_dense_raw/8568391_rank02_raw_cheirality.npz,425e0dd31681b791c222a49cd92410d308324e8626d6d02ebbeb0e58cc6182c9,0,1,0,R1prime-3_FM_dense_dial_2px,655351fea7cfc3a31fadb613cb52de2967178feb8548cf93a64975149811db5d,3af60747ffde1a12a1edd7f17bcca152bbb7b557b06b04233f2f70b8014c0fe0
DEBY_LOD2_8568391,2,3,DJI_20241217084901_0194_D,DJI_20241217084903_0195_D,s3ap_locked_or_frozen_region,c001_pinhole_binary,results/tum_transfer/e5_pilot/C001/data_geoidfix_C001_buf20/images,PINHOLE,results/tum_transfer/e5_pilot/C001/data_geoidfix_C001_buf20/sparse/0/cameras.bin,results/tum_transfer/e5_pilot/C001/data_geoidfix_C001_buf20/sparse/0/images.bin,,canonical_local_xyz,crop pixels mapped to source pixels without half-pixel shift; float64 linear DLT with fixed PINHOLE COLMAP K[R|t]; finite homogeneous solution; positive depth in both cameras; max per-view source-pixel reprojection error <=2.0px,1144;0;1400;192,1144;110;1400;302,202412170849,202412170849,same_acquisition_minute_block,9.916932,false,excluded_pair,same_acquisition_minute_block,2355,2254,2254,2254,2254,108,-40.694788,0.031580,-40.694788,0.031580,0.414391,phases/p2-gsjso/runs/20260719_boundary_map_v3/fm_dense_raw/8568391_rank03_raw_cheirality.npz,bab7c25e43d1e34549db212cb4f167f1f1437a7f5ebbef04f4a106bddb467f31,0,1,0,R1prime-3_FM_dense_dial_2px,48c2bfb7b57644026c39e8e481f887f3449c80cb3345743a22c1012350334f11,3af60747ffde1a12a1edd7f17bcca152bbb7b557b06b04233f2f70b8014c0fe0
DEBY_LOD2_4908049,3,1,DJI_20241217090949_0057_D,DJI_20241217090915_0040_D,projected_footprint,p0_full_opencv_text,phases/p0-audit/data/work/images/Images,FULL_OPENCV,phases/p0-audit/data/work/colmap/sparse/0/cameras.txt,phases/p0-audit/data/work/colmap/sparse/0/images.txt,phases/p0-audit/data/work/opf/opf/scene_reference_frame.json,canonical_local_xyz,crop pixels mapped to raw source pixels without half-pixel shift; FULL_OPENCV raw pixels undistorted with the frozen 12 camera parameters; float64 linear DLT with fixed COLMAP [R|t]; finite homogeneous solution; positive depth in both cameras; reprojection with the original FULL_OPENCV distortion; max per-view raw source-pixel reprojection error <=2.0px,162;3416;882;3956,131;213;979;849,202412170909,202412170909,same_acquisition_minute_block,143.790196,false,excluded_pair,same_acquisition_minute_block,14,13,13,13,0,0,,,,,0.573645,phases/p2-gsjso/runs/20260719_boundary_map_v3/fm_dense_raw/4908049_rank01_raw_cheirality.npz,654d060c570564bbc0b9238e29bbf6e0854157e16e0feb13730ac840fc857cbf,0,1,0,R1prime-3_FM_dense_dial_2px,15446e8f58e5df11b610e9c4be14ed72060891c1829f12489ce67dcd15ba798a,3af60747ffde1a12a1edd7f17bcca152bbb7b557b06b04233f2f70b8014c0fe0
DEBY_LOD2_4908049,3,2,DJI_20241217084813_0170_D,DJI_20241217090949_0057_D,projected_footprint,p0_full_opencv_text,phases/p0-audit/data/work/images/Images,FULL_OPENCV,phases/p0-audit/data/work/colmap/sparse/0/cameras.txt,phases/p0-audit/data/work/colmap/sparse/0/images.txt,phases/p0-audit/data/work/opf/opf/scene_reference_frame.json,canonical_local_xyz,crop pixels mapped to raw source pixels without half-pixel shift; FULL_OPENCV raw pixels undistorted with the frozen 12 camera parameters; float64 linear DLT with fixed COLMAP [R|t]; finite homogeneous solution; positive depth in both cameras; reprojection with the original FULL_OPENCV distortion; max per-view raw source-pixel reprojection error <=2.0px,4592;3244;5280;3760,162;3416;882;3956,202412170848,202412170909,cross_acquisition_minute_block,127.490347,true,complete,,65,53,53,53,0,0,,,,,0.579737,phases/p2-gsjso/runs/20260719_boundary_map_v3/fm_dense_raw/4908049_rank02_raw_cheirality.npz,83c6d6383471ab234191b409e74360e5a680c4b5785896962f11afdb9553aee9,0,1,0,R1prime-3_FM_dense_dial_2px,8b54578cf2c367718ad2f94db8b3de3c6e672c86ed5f1187cc0630fa06dca516,3af60747ffde1a12a1edd7f17bcca152bbb7b557b06b04233f2f70b8014c0fe0
DEBY_LOD2_4908049,3,3,DJI_20241217090815_0010_D,DJI_20241217090915_0040_D,projected_footprint,p0_full_opencv_text,phases/p0-audit/data/work/images/Images,FULL_OPENCV,phases/p0-audit/data/work/colmap/sparse/0/cameras.txt,phases/p0-audit/data/work/colmap/sparse/0/images.txt,phases/p0-audit/data/work/opf/opf/scene_reference_frame.json,canonical_local_xyz,crop pixels mapped to raw source pixels without half-pixel shift; FULL_OPENCV raw pixels undistorted with the frozen 12 camera parameters; float64 linear DLT with fixed COLMAP [R|t]; finite homogeneous solution; positive depth in both cameras; reprojection with the original FULL_OPENCV distortion; max per-view raw source-pixel reprojection error <=2.0px,4640;229;5280;709,131;213;979;849,202412170908,202412170909,cross_acquisition_minute_block,113.506149,true,complete,,4,3,3,3,0,0,,,,,0.547178,phases/p2-gsjso/runs/20260719_boundary_map_v3/fm_dense_raw/4908049_rank03_raw_cheirality.npz,28dec5d3abf1031f985fed51f219db16accfb64e83c5efd516062636f56643c0,0,1,0,R1prime-3_FM_dense_dial_2px,eac5e3098a97f767512ddcc18305f2ad9891f4aec0da4a6cacea777c1b68a962,3af60747ffde1a12a1edd7f17bcca152bbb7b557b06b04233f2f70b8014c0fe0
DEBY_LOD2_4908049,3,4,DJI_20241217090817_0011_D,DJI_20241217090915_0040_D,projected_footprint,p0_full_opencv_text,phases/p0-audit/data/work/images/Images,FULL_OPENCV,phases/p0-audit/data/work/colmap/sparse/0/cameras.txt,phases/p0-audit/data/work/colmap/sparse/0/images.txt,phases/p0-audit/data/work/opf/opf/scene_reference_frame.json,canonical_local_xyz,crop pixels mapped to raw source pixels without half-pixel shift; FULL_OPENCV raw pixels undistorted with the frozen 12 camera parameters; float64 linear DLT with fixed COLMAP [R|t]; finite homogeneous solution; positive depth in both cameras; reprojection with the original FULL_OPENCV distortion; max per-view raw source-pixel reprojection error <=2.0px,4624;639;5280;1131,131;213;979;849,202412170908,202412170909,cross_acquisition_minute_block,104.785675,true,complete,,7,4,4,4,0,0,,,,,0.560777,phases/p2-gsjso/runs/20260719_boundary_map_v3/fm_dense_raw/4908049_rank04_raw_cheirality.npz,974871f2a9cff0dec06e79bf34eee01589c3e7e8eefe13bfa837ec2cad89ecba,0,1,0,R1prime-3_FM_dense_dial_2px,df6645a6d06158d66e5ab0f7c08bbb0aa85e3d46e633909334ca60df1c955e1b,3af60747ffde1a12a1edd7f17bcca152bbb7b557b06b04233f2f70b8014c0fe0
DEBY_LOD2_4908049,3,5,DJI_20241217090815_0010_D,DJI_20241217084813_0170_D,projected_footprint,p0_full_opencv_text,phases/p0-audit/data/work/images/Images,FULL_OPENCV,phases/p0-audit/data/work/colmap/sparse/0/cameras.txt,phases/p0-audit/data/work/colmap/sparse/0/images.txt,phases/p0-audit/data/work/opf/opf/scene_reference_frame.json,canonical_local_xyz,crop pixels mapped to raw source pixels without half-pixel shift; FULL_OPENCV raw pixels undistorted with the frozen 12 camera parameters; float64 linear DLT with fixed COLMAP [R|t]; finite homogeneous solution; positive depth in both cameras; reprojection with the original FULL_OPENCV distortion; max per-view raw source-pixel reprojection error <=2.0px,4640;229;5280;709,4592;3244;5280;3760,202412170908,202412170848,cross_acquisition_minute_block,78.205699,true,complete,,861,794,794,794,779,479,-41.266665,0.036631,-41.266665,0.036631,0.650828,phases/p2-gsjso/runs/20260719_boundary_map_v3/fm_dense_raw/4908049_rank05_raw_cheirality.npz,43d7a03f610987f8fdcaec0e1125ec16ed5d356a8358573dabbf7fe16b0dfd36,0,1,0,R1prime-3_FM_dense_dial_2px,4611c5b98c4823c10eace4ccd56b7611dbf245e140e9bc9e1a61a312d3d9ecd0,3af60747ffde1a12a1edd7f17bcca152bbb7b557b06b04233f2f70b8014c0fe0
DEBY_LOD2_4908049,3,6,DJI_20241217090817_0011_D,DJI_20241217084813_0170_D,projected_footprint,p0_full_opencv_text,phases/p0-audit/data/work/images/Images,FULL_OPENCV,phases/p0-audit/data/work/colmap/sparse/0/cameras.txt,phases/p0-audit/data/work/colmap/sparse/0/images.txt,phases/p0-audit/data/work/opf/opf/scene_reference_frame.json,canonical_local_xyz,crop pixels mapped to raw source pixels without half-pixel shift; FULL_OPENCV raw pixels undistorted with the frozen 12 camera parameters; float64 linear DLT with fixed COLMAP [R|t]; finite homogeneous solution; positive depth in both cameras; reprojection with the original FULL_OPENCV distortion; max per-view raw source-pixel reprojection error <=2.0px,4624;639;5280;1131,4592;3244;5280;3760,202412170908,202412170848,cross_acquisition_minute_block,68.871208,true,complete,,967,910,910,910,824,487,-41.261373,0.035883,-41.261373,0.035883,0.658166,phases/p2-gsjso/runs/20260719_boundary_map_v3/fm_dense_raw/4908049_rank06_raw_cheirality.npz,4a47b23cfdd2a5bb5409924442a792a34ca27cc4d959af213072fb5e1bbf0196,0,1,0,R1prime-3_FM_dense_dial_2px,1867cd36430bf5193842934c36d8f0db3992816c3c207093078fd0ca0b844f56,3af60747ffde1a12a1edd7f17bcca152bbb7b557b06b04233f2f70b8014c0fe0
DEBY_LOD2_4908049,3,7,DJI_20241217090817_0011_D,DJI_20241217090949_0057_D,projected_footprint,p0_full_opencv_text,phases/p0-audit/data/work/images/Images,FULL_OPENCV,phases/p0-audit/data/work/colmap/sparse/0/cameras.txt,phases/p0-audit/data/work/colmap/sparse/0/images.txt,phases/p0-audit/data/work/opf/opf/scene_reference_frame.json,canonical_local_xyz,crop pixels mapped to raw source pixels without half-pixel shift; FULL_OPENCV raw pixels undistorted with the frozen 12 camera parameters; float64 linear DLT with fixed COLMAP [R|t]; finite homogeneous solution; positive depth in both cameras; reprojection with the original FULL_OPENCV distortion; max per-view raw source-pixel reprojection error <=2.0px,4624;639;5280;1131,162;3416;882;3956,202412170908,202412170909,cross_acquisition_minute_block,63.642032,true,complete,,42,39,39,0,0,0,,,,,0.595426,phases/p2-gsjso/runs/20260719_boundary_map_v3/fm_dense_raw/4908049_rank07_raw_cheirality.npz,cf4fd7d3b61b1c91e564d0541965e2ebb92f5debe616aed5b5958b9fb741f9d4,0,1,0,R1prime-3_FM_dense_dial_2px,0d5a40f14b0f20d728f0b3d3083098c83d65b72a3043e6134f9b1f75f80ff8c0,3af60747ffde1a12a1edd7f17bcca152bbb7b557b06b04233f2f70b8014c0fe0
DEBY_LOD2_4908049,3,8,DJI_20241217084813_0170_D,DJI_20241217090915_0040_D,projected_footprint,p0_full_opencv_text,phases/p0-audit/data/work/images/Images,FULL_OPENCV,phases/p0-audit/data/work/colmap/sparse/0/cameras.txt,phases/p0-audit/data/work/colmap/sparse/0/images.txt,phases/p0-audit/data/work/opf/opf/scene_reference_frame.json,canonical_local_xyz,crop pixels mapped to raw source pixels without half-pixel shift; FULL_OPENCV raw pixels undistorted with the frozen 12 camera parameters; float64 linear DLT with fixed COLMAP [R|t]; finite homogeneous solution; positive depth in both cameras; reprojection with the original FULL_OPENCV distortion; max per-view raw source-pixel reprojection error <=2.0px,4592;3244;5280;3760,131;213;979;849,202412170848,202412170909,cross_acquisition_minute_block,60.475472,true,complete,,2,1,1,0,0,0,,,,,0.575388,phases/p2-gsjso/runs/20260719_boundary_map_v3/fm_dense_raw/4908049_rank08_raw_cheirality.npz,4d3ab3c3278a676f9b5c1f5746471feca9369d50c15a739581d20a0fc5ea8e0b,0,1,0,R1prime-3_FM_dense_dial_2px,08d3478d2cdc194930edc9fdf116f806e1c24768082c39151394852cf60c32ac,3af60747ffde1a12a1edd7f17bcca152bbb7b557b06b04233f2f70b8014c0fe0
