measurement_role,gate_role,decision,row_type,building_id,view_stem,view_name,rank_by_ref_area,selected_for_primary,selected_top3_by_reference_area,ref_support_ge64,ref_support_scope,selected_low_support_count,visible_view_count_available,ref_pixels,clean_clipped_pixels,intersection_pixels,union_pixels,iou,fragment_count_ge64,boundary_offset_px,boundary_offset_defined,boundary_offset_status,jacobian_m_per_px_x,jacobian_m_per_px_y,jacobian_m_per_px,boundary_offset_m,roof_height_local_m,qa_footprint_buffer_m,qa_buffer_rationale,qa_buffer_role,view_selection_rule,official_geoid_m,official_shift_z_m,label_actual_source_shift_z_m
reference_only,self_consistency_not_a_gate,not_applicable,view_candidate,DEBY_LOD2_4907199,DJI_20241217095441_0023_D,DJI_20241217095441_0023_D.JPG,1,True,True,True,this_view,0,8,44585,35597,32976,47206,0.698555268398085,1,28.0,True,defined,0.04204950121941036,0.045992624881260595,0.04397689093181157,1.231352946090724,-34.33299999999997,1.0,1.0 m absorbs footprint/roof-eave and sub-pixel projection rounding while remaining far below the locked 20.0 m loss-region split buffer and avoiding adjacent-roof capture,"T0-1 audit-only implementation choice; not a loss address, training prior, or pass/fail threshold",visible iff official P_ref > 0; top 3 deterministic views by official P_ref roof pixel area; tie by view stem,45.7,558.3,556.0
reference_only,self_consistency_not_a_gate,not_applicable,view_candidate,DEBY_LOD2_4907199,DJI_20241217095531_0048_D,DJI_20241217095531_0048_D.JPG,2,True,True,True,this_view,0,8,6351,2402,2402,6351,0.37820815619587467,1,18.0,True,defined,0.04071213584544472,0.04328111879246039,0.04197697926032169,0.7555856266857904,-34.33299999999997,1.0,1.0 m absorbs footprint/roof-eave and sub-pixel projection rounding while remaining far below the locked 20.0 m loss-region split buffer and avoiding adjacent-roof capture,"T0-1 audit-only implementation choice; not a loss address, training prior, or pass/fail threshold",visible iff official P_ref > 0; top 3 deterministic views by official P_ref roof pixel area; tie by view stem,45.7,558.3,556.0
reference_only,self_consistency_not_a_gate,not_applicable,view_candidate,DEBY_LOD2_4907199,DJI_20241217095143_0078_D,DJI_20241217095143_0078_D.JPG,3,True,True,True,this_view,0,8,2139,3398,2139,3398,0.6294879340788699,1,3.1622776601683795,True,defined,0.11256254868858856,0.4515579536525463,0.22545180004545132,0.7129411907284792,-34.33299999999997,1.0,1.0 m absorbs footprint/roof-eave and sub-pixel projection rounding while remaining far below the locked 20.0 m loss-region split buffer and avoiding adjacent-roof capture,"T0-1 audit-only implementation choice; not a loss address, training prior, or pass/fail threshold",visible iff official P_ref > 0; top 3 deterministic views by official P_ref roof pixel area; tie by view stem,45.7,558.3,556.0
reference_only,self_consistency_not_a_gate,not_applicable,view_candidate,DEBY_LOD2_4907199,DJI_20241217095145_0079_D,DJI_20241217095145_0079_D.JPG,4,False,False,True,this_view,0,8,2128,3378,2128,3378,0.6299585553582001,1,3.3839144678161843,True,defined,0.11251898313815256,0.4547402940002389,0.2262010509985562,0.7654450091092408,-34.33299999999997,1.0,1.0 m absorbs footprint/roof-eave and sub-pixel projection rounding while remaining far below the locked 20.0 m loss-region split buffer and avoiding adjacent-roof capture,"T0-1 audit-only implementation choice; not a loss address, training prior, or pass/fail threshold",visible iff official P_ref > 0; top 3 deterministic views by official P_ref roof pixel area; tie by view stem,45.7,558.3,556.0
reference_only,self_consistency_not_a_gate,not_applicable,view_candidate,DEBY_LOD2_4907199,DJI_20241217095147_0080_D,DJI_20241217095147_0080_D.JPG,5,False,False,True,this_view,0,8,2127,3374,2127,3374,0.6304090100770599,1,3.605551275463989,True,defined,0.11211491307642037,0.45471367794346607,0.2257879192456742,0.8140899202206008,-34.33299999999997,1.0,1.0 m absorbs footprint/roof-eave and sub-pixel projection rounding while remaining far below the locked 20.0 m loss-region split buffer and avoiding adjacent-roof capture,"T0-1 audit-only implementation choice; not a loss address, training prior, or pass/fail threshold",visible iff official P_ref > 0; top 3 deterministic views by official P_ref roof pixel area; tie by view stem,45.7,558.3,556.0
reference_only,self_consistency_not_a_gate,not_applicable,view_candidate,DEBY_LOD2_4907199,DJI_20241217095149_0081_D,DJI_20241217095149_0081_D.JPG,6,False,False,True,this_view,0,8,2082,3362,2082,3362,0.619274241522903,1,3.605551275463989,True,defined,0.11156195202014317,0.45272987214094307,0.2247385776271476,0.8103064652095248,-34.33299999999997,1.0,1.0 m absorbs footprint/roof-eave and sub-pixel projection rounding while remaining far below the locked 20.0 m loss-region split buffer and avoiding adjacent-roof capture,"T0-1 audit-only implementation choice; not a loss address, training prior, or pass/fail threshold",visible iff official P_ref > 0; top 3 deterministic views by official P_ref roof pixel area; tie by view stem,45.7,558.3,556.0
reference_only,self_consistency_not_a_gate,not_applicable,view_candidate,DEBY_LOD2_4907199,DJI_20241217095141_0077_D,DJI_20241217095141_0077_D.JPG,7,False,False,True,this_view,0,8,1689,3090,1687,3092,0.545601552393273,1,3.1622776601683795,True,defined,0.11429077706146261,0.4679615862544952,0.2312654174924148,0.731325463305777,-34.33299999999997,1.0,1.0 m absorbs footprint/roof-eave and sub-pixel projection rounding while remaining far below the locked 20.0 m loss-region split buffer and avoiding adjacent-roof capture,"T0-1 audit-only implementation choice; not a loss address, training prior, or pass/fail threshold",visible iff official P_ref > 0; top 3 deterministic views by official P_ref roof pixel area; tie by view stem,45.7,558.3,556.0
reference_only,self_consistency_not_a_gate,not_applicable,view_candidate,DEBY_LOD2_4907199,DJI_20241217095139_0076_D,DJI_20241217095139_0076_D.JPG,8,False,False,True,this_view,0,8,420,1320,416,1324,0.31419939577039274,1,3.0,True,defined,0.11304548555859696,0.4490211388635107,0.22529938452845308,0.6758981535853592,-34.33299999999997,1.0,1.0 m absorbs footprint/roof-eave and sub-pixel projection rounding while remaining far below the locked 20.0 m loss-region split buffer and avoiding adjacent-roof capture,"T0-1 audit-only implementation choice; not a loss address, training prior, or pass/fail threshold",visible iff official P_ref > 0; top 3 deterministic views by official P_ref roof pixel area; tie by view stem,45.7,558.3,556.0
reference_only,self_consistency_not_a_gate,not_applicable,view_candidate,DEBY_LOD2_4907184,DJI_20241217095617_0071_D,DJI_20241217095617_0071_D.JPG,1,True,True,True,this_view,0,120,423520,454393,410841,467072,0.879609567689778,1,21.0,True,defined,0.02864016177940606,0.028132128126027136,0.028385008379924723,0.5960851759784191,-26.361999999999966,1.0,1.0 m absorbs footprint/roof-eave and sub-pixel projection rounding while remaining far below the locked 20.0 m loss-region split buffer and avoiding adjacent-roof capture,"T0-1 audit-only implementation choice; not a loss address, training prior, or pass/fail threshold",visible iff official P_ref > 0; top 3 deterministic views by official P_ref roof pixel area; tie by view stem,45.7,558.3,556.0
reference_only,self_consistency_not_a_gate,not_applicable,view_candidate,DEBY_LOD2_4907184,DJI_20241217095615_0070_D,DJI_20241217095615_0070_D.JPG,2,True,True,True,this_view,0,120,422205,463564,407997,477772,0.8539575362306707,1,24.515301344262525,True,defined,0.02923270809679405,0.029295651792507853,0.029264163021615764,0.7174197750625346,-26.361999999999966,1.0,1.0 m absorbs footprint/roof-eave and sub-pixel projection rounding while remaining far below the locked 20.0 m loss-region split buffer and avoiding adjacent-roof capture,"T0-1 audit-only implementation choice; not a loss address, training prior, or pass/fail threshold",visible iff official P_ref > 0; top 3 deterministic views by official P_ref roof pixel area; tie by view stem,45.7,558.3,556.0
reference_only,self_consistency_not_a_gate,not_applicable,view_candidate,DEBY_LOD2_4907184,DJI_20241217095623_0074_D,DJI_20241217095623_0074_D.JPG,3,True,True,True,this_view,0,120,346396,378402,342428,382370,0.8955409681721892,1,14.0,True,defined,0.029464593384153727,0.029850110137127763,0.029656725336130334,0.41519415470582466,-26.361999999999966,1.0,1.0 m absorbs footprint/roof-eave and sub-pixel projection rounding while remaining far below the locked 20.0 m loss-region split buffer and avoiding adjacent-roof capture,"T0-1 audit-only implementation choice; not a loss address, training prior, or pass/fail threshold",visible iff official P_ref > 0; top 3 deterministic views by official P_ref roof pixel area; tie by view stem,45.7,558.3,556.0
reference_only,self_consistency_not_a_gate,not_applicable,view_candidate,DEBY_LOD2_4907184,DJI_20241217095619_0072_D,DJI_20241217095619_0072_D.JPG,4,False,False,True,this_view,0,120,312207,339866,302012,350061,0.862741065128649,1,22.0,True,defined,0.02803366012010519,0.026973759310789762,0.027498603613278313,0.6049692794921229,-26.361999999999966,1.0,1.0 m absorbs footprint/roof-eave and sub-pixel projection rounding while remaining far below the locked 20.0 m loss-region split buffer and avoiding adjacent-roof capture,"T0-1 audit-only implementation choice; not a loss address, training prior, or pass/fail threshold",visible iff official P_ref > 0; top 3 deterministic views by official P_ref roof pixel area; tie by view stem,45.7,558.3,556.0
reference_only,self_consistency_not_a_gate,not_applicable,view_candidate,DEBY_LOD2_4907184,DJI_20241217095621_0073_D,DJI_20241217095621_0073_D.JPG,5,False,False,True,this_view,0,120,280152,308339,274278,314213,0.8729046856750039,1,21.0,True,defined,0.02802178719468155,0.027052728846041728,0.02753299494713941,0.5781928938899276,-26.361999999999966,1.0,1.0 m absorbs footprint/roof-eave and sub-pixel projection rounding while remaining far below the locked 20.0 m loss-region split buffer and avoiding adjacent-roof capture,"T0-1 audit-only implementation choice; not a loss address, training prior, or pass/fail threshold",visible iff official P_ref > 0; top 3 deterministic views by official P_ref roof pixel area; tie by view stem,45.7,558.3,556.0
reference_only,self_consistency_not_a_gate,not_applicable,view_candidate,DEBY_LOD2_4907184,DJI_20241217095525_0045_D,DJI_20241217095525_0045_D.JPG,6,False,False,True,this_view,0,120,265444,271309,257409,279344,0.9214767455180709,1,9.0,True,defined,0.028822860532443102,0.029284465665593326,0.029052746335699747,0.2614747170212977,-26.361999999999966,1.0,1.0 m absorbs footprint/roof-eave and sub-pixel projection rounding while remaining far below the locked 20.0 m loss-region split buffer and avoiding adjacent-roof capture,"T0-1 audit-only implementation choice; not a loss address, training prior, or pass/fail threshold",visible iff official P_ref > 0; top 3 deterministic views by official P_ref roof pixel area; tie by view stem,45.7,558.3,556.0
reference_only,self_consistency_not_a_gate,not_applicable,view_candidate,DEBY_LOD2_4907184,DJI_20241217095625_0075_D,DJI_20241217095625_0075_D.JPG,7,False,False,True,this_view,0,120,232187,269906,229501,272592,0.8419212596114339,1,2.0,True,defined,0.02948332162377691,0.03012643140867654,0.02980314189139569,0.05960628378279138,-26.361999999999966,1.0,1.0 m absorbs footprint/roof-eave and sub-pixel projection rounding while remaining far below the locked 20.0 m loss-region split buffer and avoiding adjacent-roof capture,"T0-1 audit-only implementation choice; not a loss address, training prior, or pass/fail threshold",visible iff official P_ref > 0; top 3 deterministic views by official P_ref roof pixel area; tie by view stem,45.7,558.3,556.0
reference_only,self_consistency_not_a_gate,not_applicable,view_candidate,DEBY_LOD2_4907184,DJI_20241217095527_0046_D,DJI_20241217095527_0046_D.JPG,8,False,False,True,this_view,0,120,225788,226781,214650,237919,0.9021978068166057,1,12.103559819694368,True,defined,0.02887923416558525,0.029534857547152557,0.029205206165192902,0.353486959866919,-26.361999999999966,1.0,1.0 m absorbs footprint/roof-eave and sub-pixel projection rounding while remaining far below the locked 20.0 m loss-region split buffer and avoiding adjacent-roof capture,"T0-1 audit-only implementation choice; not a loss address, training prior, or pass/fail threshold",visible iff official P_ref > 0; top 3 deterministic views by official P_ref roof pixel area; tie by view stem,45.7,558.3,556.0
reference_only,self_consistency_not_a_gate,not_applicable,view_candidate,DEBY_LOD2_4907184,DJI_20241217095557_0061_D,DJI_20241217095557_0061_D.JPG,9,False,False,True,this_view,0,120,220155,237842,219346,238651,0.9191078185299874,1,1.0,True,defined,0.02800305633932493,0.027614702098135206,0.02780820128393339,0.02780820128393339,-26.361999999999966,1.0,1.0 m absorbs footprint/roof-eave and sub-pixel projection rounding while remaining far below the locked 20.0 m loss-region split buffer and avoiding adjacent-roof capture,"T0-1 audit-only implementation choice; not a loss address, training prior, or pass/fail threshold",visible iff official P_ref > 0; top 3 deterministic views by official P_ref roof pixel area; tie by view stem,45.7,558.3,556.0
reference_only,self_consistency_not_a_gate,not_applicable,view_candidate,DEBY_LOD2_4907184,DJI_20241217095529_0047_D,DJI_20241217095529_0047_D.JPG,10,False,False,True,this_view,0,120,187925,183756,173297,198384,0.8735432292926849,1,17.0,True,defined,0.028995513364492666,0.029855733024124306,0.0294224796016196,0.5001821532275332,-26.361999999999966,1.0,1.0 m absorbs footprint/roof-eave and sub-pixel projection rounding while remaining far below the locked 20.0 m loss-region split buffer and avoiding adjacent-roof capture,"T0-1 audit-only implementation choice; not a loss address, training prior, or pass/fail threshold",visible iff official P_ref > 0; top 3 deterministic views by official P_ref roof pixel area; tie by view stem,45.7,558.3,556.0
reference_only,self_consistency_not_a_gate,not_applicable,view_candidate,DEBY_LOD2_4907184,DJI_20241217095611_0068_D,DJI_20241217095611_0068_D.JPG,11,False,False,True,this_view,0,120,106501,138007,105024,139484,0.7529465745175073,1,20.8806130178211,True,defined,0.027968612915254418,0.026910735070401252,0.02743457549241494,0.5728507541653152,-26.361999999999966,1.0,1.0 m absorbs footprint/roof-eave and sub-pixel projection rounding while remaining far below the locked 20.0 m loss-region split buffer and avoiding adjacent-roof capture,"T0-1 audit-only implementation choice; not a loss address, training prior, or pass/fail threshold",visible iff official P_ref > 0; top 3 deterministic views by official P_ref roof pixel area; tie by view stem,45.7,558.3,556.0
reference_only,self_consistency_not_a_gate,not_applicable,view_candidate,DEBY_LOD2_4907184,DJI_20241217095609_0067_D,DJI_20241217095609_0067_D.JPG,12,False,False,True,this_view,0,120,105392,135758,103169,137981,0.7477043940832433,1,23.0,True,defined,0.02788868654288655,0.02676170348802586,0.0273193843256254,0.6283458394893842,-26.361999999999966,1.0,1.0 m absorbs footprint/roof-eave and sub-pixel projection rounding while remaining far below the locked 20.0 m loss-region split buffer and avoiding adjacent-roof capture,"T0-1 audit-only implementation choice; not a loss address, training prior, or pass/fail threshold",visible iff official P_ref > 0; top 3 deterministic views by official P_ref roof pixel area; tie by view stem,45.7,558.3,556.0
reference_only,self_consistency_not_a_gate,not_applicable,view_candidate,DEBY_LOD2_4907184,DJI_20241217084851_0189_D,DJI_20241217084851_0189_D.JPG,13,False,False,True,this_view,0,120,101914,86097,85389,102622,0.8320730447662295,1,12.0,True,defined,0.06372039340930309,0.06373086716458189,0.06372563007176307,0.7647075608611569,-26.361999999999966,1.0,1.0 m absorbs footprint/roof-eave and sub-pixel projection rounding while remaining far below the locked 20.0 m loss-region split buffer and avoiding adjacent-roof capture,"T0-1 audit-only implementation choice; not a loss address, training prior, or pass/fail threshold",visible iff official P_ref > 0; top 3 deterministic views by official P_ref roof pixel area; tie by view stem,45.7,558.3,556.0
reference_only,self_consistency_not_a_gate,not_applicable,view_candidate,DEBY_LOD2_4907184,DJI_20241217095627_0076_D,DJI_20241217095627_0076_D.JPG,14,False,False,True,this_view,0,120,100817,135595,97159,139253,0.6977156686031899,1,21.0,True,defined,0.028352265387010977,0.02928945840804889,0.028817052205713584,0.6051580963199853,-26.361999999999966,1.0,1.0 m absorbs footprint/roof-eave and sub-pixel projection rounding while remaining far below the locked 20.0 m loss-region split buffer and avoiding adjacent-roof capture,"T0-1 audit-only implementation choice; not a loss address, training prior, or pass/fail threshold",visible iff official P_ref > 0; top 3 deterministic views by official P_ref roof pixel area; tie by view stem,45.7,558.3,556.0
reference_only,self_consistency_not_a_gate,not_applicable,view_candidate,DEBY_LOD2_4907184,DJI_20241217084849_0188_D,DJI_20241217084849_0188_D.JPG,15,False,False,True,this_view,0,120,99003,86701,84735,100969,0.8392179777951648,1,11.0,True,defined,0.0638780637477166,0.06401263506735042,0.06394531400729477,0.7033984540802424,-26.361999999999966,1.0,1.0 m absorbs footprint/roof-eave and sub-pixel projection rounding while remaining far below the locked 20.0 m loss-region split buffer and avoiding adjacent-roof capture,"T0-1 audit-only implementation choice; not a loss address, training prior, or pass/fail threshold",visible iff official P_ref > 0; top 3 deterministic views by official P_ref roof pixel area; tie by view stem,45.7,558.3,556.0
reference_only,self_consistency_not_a_gate,not_applicable,view_candidate,DEBY_LOD2_4907184,DJI_20241217095613_0069_D,DJI_20241217095613_0069_D.JPG,16,False,False,True,this_view,0,120,97840,129763,96871,130732,0.7409891992779121,1,20.0,True,defined,0.028010822873994996,0.027003791890615466,0.027502698623485155,0.5500539724697031,-26.361999999999966,1.0,1.0 m absorbs footprint/roof-eave and sub-pixel projection rounding while remaining far below the locked 20.0 m loss-region split buffer and avoiding adjacent-roof capture,"T0-1 audit-only implementation choice; not a loss address, training prior, or pass/fail threshold",visible iff official P_ref > 0; top 3 deterministic views by official P_ref roof pixel area; tie by view stem,45.7,558.3,556.0
reference_only,self_consistency_not_a_gate,not_applicable,view_candidate,DEBY_LOD2_4907184,DJI_20241217084847_0187_D,DJI_20241217084847_0187_D.JPG,17,False,False,True,this_view,0,120,95994,87671,82782,100883,0.8205743286777752,1,11.180339887498949,True,defined,0.06396556440763827,0.06423408416394619,0.06409968367905225,0.7166562502129733,-26.361999999999966,1.0,1.0 m absorbs footprint/roof-eave and sub-pixel projection rounding while remaining far below the locked 20.0 m loss-region split buffer and avoiding adjacent-roof capture,"T0-1 audit-only implementation choice; not a loss address, training prior, or pass/fail threshold",visible iff official P_ref > 0; top 3 deterministic views by official P_ref roof pixel area; tie by view stem,45.7,558.3,556.0
reference_only,self_consistency_not_a_gate,not_applicable,view_candidate,DEBY_LOD2_4907184,DJI_20241217084845_0186_D,DJI_20241217084845_0186_D.JPG,18,False,False,True,this_view,0,120,91539,84409,78663,97285,0.8085830292439738,1,11.704699910719626,True,defined,0.06415846758260738,0.06455340695649237,0.06435563431095197,0.7532633871737043,-26.361999999999966,1.0,1.0 m absorbs footprint/roof-eave and sub-pixel projection rounding while remaining far below the locked 20.0 m loss-region split buffer and avoiding adjacent-roof capture,"T0-1 audit-only implementation choice; not a loss address, training prior, or pass/fail threshold",visible iff official P_ref > 0; top 3 deterministic views by official P_ref roof pixel area; tie by view stem,45.7,558.3,556.0
reference_only,self_consistency_not_a_gate,not_applicable,view_candidate,DEBY_LOD2_4907184,DJI_20241217095521_0043_D,DJI_20241217095521_0043_D.JPG,19,False,False,True,this_view,0,120,90397,89738,80496,99639,0.8078764339264746,1,21.37755832643195,True,defined,0.028989131486072815,0.030866323031898193,0.029913005480280554,0.6394670193735761,-26.361999999999966,1.0,1.0 m absorbs footprint/roof-eave and sub-pixel projection rounding while remaining far below the locked 20.0 m loss-region split buffer and avoiding adjacent-roof capture,"T0-1 audit-only implementation choice; not a loss address, training prior, or pass/fail threshold",visible iff official P_ref > 0; top 3 deterministic views by official P_ref roof pixel area; tie by view stem,45.7,558.3,556.0
reference_only,self_consistency_not_a_gate,not_applicable,view_candidate,DEBY_LOD2_4907184,DJI_20241217095607_0066_D,DJI_20241217095607_0066_D.JPG,20,False,False,True,this_view,0,120,89525,118090,89525,118090,0.7581082225421288,1,10.0,True,defined,0.0278268033301879,0.02717280911846725,0.027497862012678814,0.27497862012678814,-26.361999999999966,1.0,1.0 m absorbs footprint/roof-eave and sub-pixel projection rounding while remaining far below the locked 20.0 m loss-region split buffer and avoiding adjacent-roof capture,"T0-1 audit-only implementation choice; not a loss address, training prior, or pass/fail threshold",visible iff official P_ref > 0; top 3 deterministic views by official P_ref roof pixel area; tie by view stem,45.7,558.3,556.0
reference_only,self_consistency_not_a_gate,not_applicable,view_candidate,DEBY_LOD2_4907184,DJI_20241217084853_0190_D,DJI_20241217084853_0190_D.JPG,21,False,False,True,this_view,0,120,89023,80492,80182,89333,0.8975630506083978,1,8.06225774829855,True,defined,0.06359407274215535,0.06348640106103484,0.06354021409480061,0.5122775834143549,-26.361999999999966,1.0,1.0 m absorbs footprint/roof-eave and sub-pixel projection rounding while remaining far below the locked 20.0 m loss-region split buffer and avoiding adjacent-roof capture,"T0-1 audit-only implementation choice; not a loss address, training prior, or pass/fail threshold",visible iff official P_ref > 0; top 3 deterministic views by official P_ref roof pixel area; tie by view stem,45.7,558.3,556.0
reference_only,self_consistency_not_a_gate,not_applicable,view_candidate,DEBY_LOD2_4907184,DJI_20241217095605_0065_D,DJI_20241217095605_0065_D.JPG,22,False,False,True,this_view,0,120,68814,91042,68623,91233,0.7521730075740138,1,1.0,True,defined,0.027813623374537286,0.027518386890134274,0.027665611304234703,0.027665611304234703,-26.361999999999966,1.0,1.0 m absorbs footprint/roof-eave and sub-pixel projection rounding while remaining far below the locked 20.0 m loss-region split buffer and avoiding adjacent-roof capture,"T0-1 audit-only implementation choice; not a loss address, training prior, or pass/fail threshold",visible iff official P_ref > 0; top 3 deterministic views by official P_ref roof pixel area; tie by view stem,45.7,558.3,556.0
