arm,replicate,run_name,step,ckpt,building_id,n_gaussians_in_footprint,z_p50,z_std,opacity_p50,count_definition
s3a,r1,gs_e5_C001_s3a_semantic_guided_r1,10000,results/tum_transfer/e5_s3_semantic_guided/C001/runs/gs_e5_C001_s3a_semantic_guided_r1/ckpt/step_010000.pt,DEBY_LOD2_4908168,0,,,,all Gaussian centers inside exact footprint; no semantic-class or roof-height filter
s3a,r1,gs_e5_C001_s3a_semantic_guided_r1,10000,results/tum_transfer/e5_s3_semantic_guided/C001/runs/gs_e5_C001_s3a_semantic_guided_r1/ckpt/step_010000.pt,DEBY_LOD2_4908178,0,,,,all Gaussian centers inside exact footprint; no semantic-class or roof-height filter
s3a,r1,gs_e5_C001_s3a_semantic_guided_r1,10000,results/tum_transfer/e5_s3_semantic_guided/C001/runs/gs_e5_C001_s3a_semantic_guided_r1/ckpt/step_010000.pt,DEBY_LOD2_4907184,13274,582.6801,2.7035,0.3993,all Gaussian centers inside exact footprint; no semantic-class or roof-height filter
s3a,r1,gs_e5_C001_s3a_semantic_guided_r1,15000,results/tum_transfer/e5_s3_semantic_guided/C001/runs/gs_e5_C001_s3a_semantic_guided_r1/ckpt/step_015000.pt,DEBY_LOD2_4907199,665,578.7680,0.8956,0.1000,all Gaussian centers inside exact footprint; no semantic-class or roof-height filter
s3a,r1,gs_e5_C001_s3a_semantic_guided_r1,15000,results/tum_transfer/e5_s3_semantic_guided/C001/runs/gs_e5_C001_s3a_semantic_guided_r1/ckpt/step_015000.pt,DEBY_LOD2_8568391,13,576.8894,0.2409,0.1000,all Gaussian centers inside exact footprint; no semantic-class or roof-height filter
s3a,r1,gs_e5_C001_s3a_semantic_guided_r1,15000,results/tum_transfer/e5_s3_semantic_guided/C001/runs/gs_e5_C001_s3a_semantic_guided_r1/ckpt/step_015000.pt,DEBY_LOD2_8568392,0,,,,all Gaussian centers inside exact footprint; no semantic-class or roof-height filter
s3a,r1,gs_e5_C001_s3a_semantic_guided_r1,15000,results/tum_transfer/e5_s3_semantic_guided/C001/runs/gs_e5_C001_s3a_semantic_guided_r1/ckpt/step_015000.pt,DEBY_LOD2_4907202,33,569.1088,3.8566,0.1000,all Gaussian centers inside exact footprint; no semantic-class or roof-height filter
s3a,r1,gs_e5_C001_s3a_semantic_guided_r1,15000,results/tum_transfer/e5_s3_semantic_guided/C001/runs/gs_e5_C001_s3a_semantic_guided_r1/ckpt/step_015000.pt,DEBY_LOD2_4908168,0,,,,all Gaussian centers inside exact footprint; no semantic-class or roof-height filter
s3a,r1,gs_e5_C001_s3a_semantic_guided_r1,15000,results/tum_transfer/e5_s3_semantic_guided/C001/runs/gs_e5_C001_s3a_semantic_guided_r1/ckpt/step_015000.pt,DEBY_LOD2_4908178,1,568.5823,0.0000,0.1000,all Gaussian centers inside exact footprint; no semantic-class or roof-height filter
s3a,r1,gs_e5_C001_s3a_semantic_guided_r1,15000,results/tum_transfer/e5_s3_semantic_guided/C001/runs/gs_e5_C001_s3a_semantic_guided_r1/ckpt/step_015000.pt,DEBY_LOD2_4907184,14523,583.2619,2.7604,0.1000,all Gaussian centers inside exact footprint; no semantic-class or roof-height filter
s3a,r1,gs_e5_C001_s3a_semantic_guided_r1,20000,results/tum_transfer/e5_s3_semantic_guided/C001/runs/gs_e5_C001_s3a_semantic_guided_r1/ckpt/step_020000.pt,DEBY_LOD2_4907199,555,579.0291,0.8736,0.4346,all Gaussian centers inside exact footprint; no semantic-class or roof-height filter
s3a,r1,gs_e5_C001_s3a_semantic_guided_r1,20000,results/tum_transfer/e5_s3_semantic_guided/C001/runs/gs_e5_C001_s3a_semantic_guided_r1/ckpt/step_020000.pt,DEBY_LOD2_8568391,5,576.8016,0.1708,0.7159,all Gaussian centers inside exact footprint; no semantic-class or roof-height filter
s3a,r1,gs_e5_C001_s3a_semantic_guided_r1,20000,results/tum_transfer/e5_s3_semantic_guided/C001/runs/gs_e5_C001_s3a_semantic_guided_r1/ckpt/step_020000.pt,DEBY_LOD2_8568392,0,,,,all Gaussian centers inside exact footprint; no semantic-class or roof-height filter
s3a,r1,gs_e5_C001_s3a_semantic_guided_r1,20000,results/tum_transfer/e5_s3_semantic_guided/C001/runs/gs_e5_C001_s3a_semantic_guided_r1/ckpt/step_020000.pt,DEBY_LOD2_4907202,5,575.2638,0.2179,0.7518,all Gaussian centers inside exact footprint; no semantic-class or roof-height filter
s3a,r1,gs_e5_C001_s3a_semantic_guided_r1,20000,results/tum_transfer/e5_s3_semantic_guided/C001/runs/gs_e5_C001_s3a_semantic_guided_r1/ckpt/step_020000.pt,DEBY_LOD2_4908168,1,578.4215,0.0000,0.2833,all Gaussian centers inside exact footprint; no semantic-class or roof-height filter
s3a,r1,gs_e5_C001_s3a_semantic_guided_r1,20000,results/tum_transfer/e5_s3_semantic_guided/C001/runs/gs_e5_C001_s3a_semantic_guided_r1/ckpt/step_020000.pt,DEBY_LOD2_4908178,22,576.1541,2.3370,0.7871,all Gaussian centers inside exact footprint; no semantic-class or roof-height filter
s3a,r1,gs_e5_C001_s3a_semantic_guided_r1,20000,results/tum_transfer/e5_s3_semantic_guided/C001/runs/gs_e5_C001_s3a_semantic_guided_r1/ckpt/step_020000.pt,DEBY_LOD2_4907184,13223,583.3896,2.7772,0.5273,all Gaussian centers inside exact footprint; no semantic-class or roof-height filter
s3a,r1,gs_e5_C001_s3a_semantic_guided_r1,25000,results/tum_transfer/e5_s3_semantic_guided/C001/runs/gs_e5_C001_s3a_semantic_guided_r1/ckpt/step_025000.pt,DEBY_LOD2_4907199,535,579.0377,0.8719,0.4093,all Gaussian centers inside exact footprint; no semantic-class or roof-height filter
s3a,r1,gs_e5_C001_s3a_semantic_guided_r1,25000,results/tum_transfer/e5_s3_semantic_guided/C001/runs/gs_e5_C001_s3a_semantic_guided_r1/ckpt/step_025000.pt,DEBY_LOD2_8568391,5,576.8026,0.1793,0.9827,all Gaussian centers inside exact footprint; no semantic-class or roof-height filter
s3a,r1,gs_e5_C001_s3a_semantic_guided_r1,25000,results/tum_transfer/e5_s3_semantic_guided/C001/runs/gs_e5_C001_s3a_semantic_guided_r1/ckpt/step_025000.pt,DEBY_LOD2_8568392,0,,,,all Gaussian centers inside exact footprint; no semantic-class or roof-height filter
s3a,r1,gs_e5_C001_s3a_semantic_guided_r1,25000,results/tum_transfer/e5_s3_semantic_guided/C001/runs/gs_e5_C001_s3a_semantic_guided_r1/ckpt/step_025000.pt,DEBY_LOD2_4907202,5,575.2825,0.2082,0.1342,all Gaussian centers inside exact footprint; no semantic-class or roof-height filter
s3a,r1,gs_e5_C001_s3a_semantic_guided_r1,25000,results/tum_transfer/e5_s3_semantic_guided/C001/runs/gs_e5_C001_s3a_semantic_guided_r1/ckpt/step_025000.pt,DEBY_LOD2_4908168,1,578.4145,0.0000,0.0056,all Gaussian centers inside exact footprint; no semantic-class or roof-height filter
s3a,r1,gs_e5_C001_s3a_semantic_guided_r1,25000,results/tum_transfer/e5_s3_semantic_guided/C001/runs/gs_e5_C001_s3a_semantic_guided_r1/ckpt/step_025000.pt,DEBY_LOD2_4908178,22,576.1557,2.3385,0.2082,all Gaussian centers inside exact footprint; no semantic-class or roof-height filter
s3a,r1,gs_e5_C001_s3a_semantic_guided_r1,25000,results/tum_transfer/e5_s3_semantic_guided/C001/runs/gs_e5_C001_s3a_semantic_guided_r1/ckpt/step_025000.pt,DEBY_LOD2_4907184,13080,583.1559,2.8303,0.7040,all Gaussian centers inside exact footprint; no semantic-class or roof-height filter
s3a,r1,gs_e5_C001_s3a_semantic_guided_r1,30000,results/tum_transfer/e5_s3_semantic_guided/C001/runs/gs_e5_C001_s3a_semantic_guided_r1/ckpt/final.pt,DEBY_LOD2_4907199,513,578.9966,0.9028,0.4996,all Gaussian centers inside exact footprint; no semantic-class or roof-height filter
s3a,r1,gs_e5_C001_s3a_semantic_guided_r1,30000,results/tum_transfer/e5_s3_semantic_guided/C001/runs/gs_e5_C001_s3a_semantic_guided_r1/ckpt/final.pt,DEBY_LOD2_8568391,5,576.7881,0.1798,0.9043,all Gaussian centers inside exact footprint; no semantic-class or roof-height filter
s3a,r1,gs_e5_C001_s3a_semantic_guided_r1,30000,results/tum_transfer/e5_s3_semantic_guided/C001/runs/gs_e5_C001_s3a_semantic_guided_r1/ckpt/final.pt,DEBY_LOD2_8568392,0,,,,all Gaussian centers inside exact footprint; no semantic-class or roof-height filter
s3a,r1,gs_e5_C001_s3a_semantic_guided_r1,30000,results/tum_transfer/e5_s3_semantic_guided/C001/runs/gs_e5_C001_s3a_semantic_guided_r1/ckpt/final.pt,DEBY_LOD2_4907202,5,575.2708,0.2169,0.4409,all Gaussian centers inside exact footprint; no semantic-class or roof-height filter
s3a,r1,gs_e5_C001_s3a_semantic_guided_r1,30000,results/tum_transfer/e5_s3_semantic_guided/C001/runs/gs_e5_C001_s3a_semantic_guided_r1/ckpt/final.pt,DEBY_LOD2_4908168,1,578.4146,0.0000,0.0039,all Gaussian centers inside exact footprint; no semantic-class or roof-height filter
s3a,r1,gs_e5_C001_s3a_semantic_guided_r1,30000,results/tum_transfer/e5_s3_semantic_guided/C001/runs/gs_e5_C001_s3a_semantic_guided_r1/ckpt/final.pt,DEBY_LOD2_4908178,23,576.1648,2.3252,0.5815,all Gaussian centers inside exact footprint; no semantic-class or roof-height filter
s3a,r1,gs_e5_C001_s3a_semantic_guided_r1,30000,results/tum_transfer/e5_s3_semantic_guided/C001/runs/gs_e5_C001_s3a_semantic_guided_r1/ckpt/final.pt,DEBY_LOD2_4907184,12972,582.8451,2.9197,0.7952,all Gaussian centers inside exact footprint; no semantic-class or roof-height filter
s3a,r2,gs_e5_C001_s3a_semantic_guided_r2,5000,results/tum_transfer/e5_s3_semantic_guided/C001/runs/gs_e5_C001_s3a_semantic_guided_r2/ckpt/step_005000.pt,DEBY_LOD2_4907199,380,578.4457,0.4919,0.3160,all Gaussian centers inside exact footprint; no semantic-class or roof-height filter
s3a,r2,gs_e5_C001_s3a_semantic_guided_r2,5000,results/tum_transfer/e5_s3_semantic_guided/C001/runs/gs_e5_C001_s3a_semantic_guided_r2/ckpt/step_005000.pt,DEBY_LOD2_8568391,1,575.9113,0.0000,0.4098,all Gaussian centers inside exact footprint; no semantic-class or roof-height filter
s3a,r2,gs_e5_C001_s3a_semantic_guided_r2,5000,results/tum_transfer/e5_s3_semantic_guided/C001/runs/gs_e5_C001_s3a_semantic_guided_r2/ckpt/step_005000.pt,DEBY_LOD2_8568392,1,564.2491,0.0000,0.6699,all Gaussian centers inside exact footprint; no semantic-class or roof-height filter
s3a,r2,gs_e5_C001_s3a_semantic_guided_r2,5000,results/tum_transfer/e5_s3_semantic_guided/C001/runs/gs_e5_C001_s3a_semantic_guided_r2/ckpt/step_005000.pt,DEBY_LOD2_4907202,446,567.2850,1.9578,0.1862,all Gaussian centers inside exact footprint; no semantic-class or roof-height filter
s3a,r2,gs_e5_C001_s3a_semantic_guided_r2,5000,results/tum_transfer/e5_s3_semantic_guided/C001/runs/gs_e5_C001_s3a_semantic_guided_r2/ckpt/step_005000.pt,DEBY_LOD2_4908168,1,565.7507,0.0000,0.1175,all Gaussian centers inside exact footprint; no semantic-class or roof-height filter
s3a,r2,gs_e5_C001_s3a_semantic_guided_r2,5000,results/tum_transfer/e5_s3_semantic_guided/C001/runs/gs_e5_C001_s3a_semantic_guided_r2/ckpt/step_005000.pt,DEBY_LOD2_4908178,121,564.5023,0.2742,0.2062,all Gaussian centers inside exact footprint; no semantic-class or roof-height filter
s3a,r2,gs_e5_C001_s3a_semantic_guided_r2,5000,results/tum_transfer/e5_s3_semantic_guided/C001/runs/gs_e5_C001_s3a_semantic_guided_r2/ckpt/step_005000.pt,DEBY_LOD2_4907184,13226,582.1007,2.8147,0.3892,all Gaussian centers inside exact footprint; no semantic-class or roof-height filter
s3a,r2,gs_e5_C001_s3a_semantic_guided_r2,10000,results/tum_transfer/e5_s3_semantic_guided/C001/runs/gs_e5_C001_s3a_semantic_guided_r2/ckpt/step_010000.pt,DEBY_LOD2_4907199,400,578.5554,0.8126,0.3334,all Gaussian centers inside exact footprint; no semantic-class or roof-height filter
s3a,r2,gs_e5_C001_s3a_semantic_guided_r2,10000,results/tum_transfer/e5_s3_semantic_guided/C001/runs/gs_e5_C001_s3a_semantic_guided_r2/ckpt/step_010000.pt,DEBY_LOD2_8568391,0,,,,all Gaussian centers inside exact footprint; no semantic-class or roof-height filter
s3a,r2,gs_e5_C001_s3a_semantic_guided_r2,10000,results/tum_transfer/e5_s3_semantic_guided/C001/runs/gs_e5_C001_s3a_semantic_guided_r2/ckpt/step_010000.pt,DEBY_LOD2_8568392,0,,,,all Gaussian centers inside exact footprint; no semantic-class or roof-height filter
s3a,r2,gs_e5_C001_s3a_semantic_guided_r2,10000,results/tum_transfer/e5_s3_semantic_guided/C001/runs/gs_e5_C001_s3a_semantic_guided_r2/ckpt/step_010000.pt,DEBY_LOD2_4907202,28,567.8174,3.0771,0.5709,all Gaussian centers inside exact footprint; no semantic-class or roof-height filter
s3a,r2,gs_e5_C001_s3a_semantic_guided_r2,10000,results/tum_transfer/e5_s3_semantic_guided/C001/runs/gs_e5_C001_s3a_semantic_guided_r2/ckpt/step_010000.pt,DEBY_LOD2_4908168,3,576.7302,0.0441,0.5821,all Gaussian centers inside exact footprint; no semantic-class or roof-height filter
s3a,r2,gs_e5_C001_s3a_semantic_guided_r2,10000,results/tum_transfer/e5_s3_semantic_guided/C001/runs/gs_e5_C001_s3a_semantic_guided_r2/ckpt/step_010000.pt,DEBY_LOD2_4908178,6,563.9740,0.2954,0.7165,all Gaussian centers inside exact footprint; no semantic-class or roof-height filter
s3a,r2,gs_e5_C001_s3a_semantic_guided_r2,10000,results/tum_transfer/e5_s3_semantic_guided/C001/runs/gs_e5_C001_s3a_semantic_guided_r2/ckpt/step_010000.pt,DEBY_LOD2_4907184,12073,582.5259,2.6597,0.4117,all Gaussian centers inside exact footprint; no semantic-class or roof-height filter
s3a,r2,gs_e5_C001_s3a_semantic_guided_r2,15000,results/tum_transfer/e5_s3_semantic_guided/C001/runs/gs_e5_C001_s3a_semantic_guided_r2/ckpt/step_015000.pt,DEBY_LOD2_4907199,580,578.6968,1.0459,0.1000,all Gaussian centers inside exact footprint; no semantic-class or roof-height filter
s3a,r2,gs_e5_C001_s3a_semantic_guided_r2,15000,results/tum_transfer/e5_s3_semantic_guided/C001/runs/gs_e5_C001_s3a_semantic_guided_r2/ckpt/step_015000.pt,DEBY_LOD2_8568391,2,575.7229,0.5006,0.1000,all Gaussian centers inside exact footprint; no semantic-class or roof-height filter
s3a,r2,gs_e5_C001_s3a_semantic_guided_r2,15000,results/tum_transfer/e5_s3_semantic_guided/C001/runs/gs_e5_C001_s3a_semantic_guided_r2/ckpt/step_015000.pt,DEBY_LOD2_8568392,0,,,,all Gaussian centers inside exact footprint; no semantic-class or roof-height filter
s3a,r2,gs_e5_C001_s3a_semantic_guided_r2,15000,results/tum_transfer/e5_s3_semantic_guided/C001/runs/gs_e5_C001_s3a_semantic_guided_r2/ckpt/step_015000.pt,DEBY_LOD2_4907202,22,568.0589,3.6077,0.1000,all Gaussian centers inside exact footprint; no semantic-class or roof-height filter
s3a,r2,gs_e5_C001_s3a_semantic_guided_r2,15000,results/tum_transfer/e5_s3_semantic_guided/C001/runs/gs_e5_C001_s3a_semantic_guided_r2/ckpt/step_015000.pt,DEBY_LOD2_4908168,2,576.7956,0.0303,0.1000,all Gaussian centers inside exact footprint; no semantic-class or roof-height filter
s3a,r2,gs_e5_C001_s3a_semantic_guided_r2,15000,results/tum_transfer/e5_s3_semantic_guided/C001/runs/gs_e5_C001_s3a_semantic_guided_r2/ckpt/step_015000.pt,DEBY_LOD2_4908178,1,568.6051,0.0000,0.1000,all Gaussian centers inside exact footprint; no semantic-class or roof-height filter
s3a,r2,gs_e5_C001_s3a_semantic_guided_r2,15000,results/tum_transfer/e5_s3_semantic_guided/C001/runs/gs_e5_C001_s3a_semantic_guided_r2/ckpt/step_015000.pt,DEBY_LOD2_4907184,12125,582.4564,2.7488,0.1000,all Gaussian centers inside exact footprint; no semantic-class or roof-height filter
s3a,r2,gs_e5_C001_s3a_semantic_guided_r2,20000,results/tum_transfer/e5_s3_semantic_guided/C001/runs/gs_e5_C001_s3a_semantic_guided_r2/ckpt/step_020000.pt,DEBY_LOD2_4907199,566,578.7962,0.8489,0.3138,all Gaussian centers inside exact footprint; no semantic-class or roof-height filter
s3a,r2,gs_e5_C001_s3a_semantic_guided_r2,20000,results/tum_transfer/e5_s3_semantic_guided/C001/runs/gs_e5_C001_s3a_semantic_guided_r2/ckpt/step_020000.pt,DEBY_LOD2_8568391,0,,,,all Gaussian centers inside exact footprint; no semantic-class or roof-height filter
s3a,r2,gs_e5_C001_s3a_semantic_guided_r2,20000,results/tum_transfer/e5_s3_semantic_guided/C001/runs/gs_e5_C001_s3a_semantic_guided_r2/ckpt/step_020000.pt,DEBY_LOD2_8568392,0,,,,all Gaussian centers inside exact footprint; no semantic-class or roof-height filter
s3a,r2,gs_e5_C001_s3a_semantic_guided_r2,20000,results/tum_transfer/e5_s3_semantic_guided/C001/runs/gs_e5_C001_s3a_semantic_guided_r2/ckpt/step_020000.pt,DEBY_LOD2_4907202,15,568.1820,2.8410,0.9994,all Gaussian centers inside exact footprint; no semantic-class or roof-height filter
s3a,r2,gs_e5_C001_s3a_semantic_guided_r2,20000,results/tum_transfer/e5_s3_semantic_guided/C001/runs/gs_e5_C001_s3a_semantic_guided_r2/ckpt/step_020000.pt,DEBY_LOD2_4908168,3,580.3482,1.8673,0.2171,all Gaussian centers inside exact footprint; no semantic-class or roof-height filter
s3a,r2,gs_e5_C001_s3a_semantic_guided_r2,20000,results/tum_transfer/e5_s3_semantic_guided/C001/runs/gs_e5_C001_s3a_semantic_guided_r2/ckpt/step_020000.pt,DEBY_LOD2_4908178,3,568.5842,0.4623,0.9996,all Gaussian centers inside exact footprint; no semantic-class or roof-height filter
s3a,r2,gs_e5_C001_s3a_semantic_guided_r2,20000,results/tum_transfer/e5_s3_semantic_guided/C001/runs/gs_e5_C001_s3a_semantic_guided_r2/ckpt/step_020000.pt,DEBY_LOD2_4907184,11310,582.6222,2.7269,0.5157,all Gaussian centers inside exact footprint; no semantic-class or roof-height filter
s3a,r2,gs_e5_C001_s3a_semantic_guided_r2,25000,results/tum_transfer/e5_s3_semantic_guided/C001/runs/gs_e5_C001_s3a_semantic_guided_r2/ckpt/step_025000.pt,DEBY_LOD2_4907199,583,578.8593,0.8587,0.4276,all Gaussian centers inside exact footprint; no semantic-class or roof-height filter
s3a,r2,gs_e5_C001_s3a_semantic_guided_r2,25000,results/tum_transfer/e5_s3_semantic_guided/C001/runs/gs_e5_C001_s3a_semantic_guided_r2/ckpt/step_025000.pt,DEBY_LOD2_8568391,0,,,,all Gaussian centers inside exact footprint; no semantic-class or roof-height filter
s3a,r2,gs_e5_C001_s3a_semantic_guided_r2,25000,results/tum_transfer/e5_s3_semantic_guided/C001/runs/gs_e5_C001_s3a_semantic_guided_r2/ckpt/step_025000.pt,DEBY_LOD2_8568392,0,,,,all Gaussian centers inside exact footprint; no semantic-class or roof-height filter
s3a,r2,gs_e5_C001_s3a_semantic_guided_r2,25000,results/tum_transfer/e5_s3_semantic_guided/C001/runs/gs_e5_C001_s3a_semantic_guided_r2/ckpt/step_025000.pt,DEBY_LOD2_4907202,15,568.1645,2.8325,0.9581,all Gaussian centers inside exact footprint; no semantic-class or roof-height filter
s3a,r2,gs_e5_C001_s3a_semantic_guided_r2,25000,results/tum_transfer/e5_s3_semantic_guided/C001/runs/gs_e5_C001_s3a_semantic_guided_r2/ckpt/step_025000.pt,DEBY_LOD2_4908168,3,580.3479,1.9051,0.0364,all Gaussian centers inside exact footprint; no semantic-class or roof-height filter
s3a,r2,gs_e5_C001_s3a_semantic_guided_r2,25000,results/tum_transfer/e5_s3_semantic_guided/C001/runs/gs_e5_C001_s3a_semantic_guided_r2/ckpt/step_025000.pt,DEBY_LOD2_4908178,3,568.5725,0.4524,0.9999,all Gaussian centers inside exact footprint; no semantic-class or roof-height filter
s3a,r2,gs_e5_C001_s3a_semantic_guided_r2,25000,results/tum_transfer/e5_s3_semantic_guided/C001/runs/gs_e5_C001_s3a_semantic_guided_r2/ckpt/step_025000.pt,DEBY_LOD2_4907184,11241,582.3971,2.7870,0.6728,all Gaussian centers inside exact footprint; no semantic-class or roof-height filter
s3a,r2,gs_e5_C001_s3a_semantic_guided_r2,30000,results/tum_transfer/e5_s3_semantic_guided/C001/runs/gs_e5_C001_s3a_semantic_guided_r2/ckpt/final.pt,DEBY_LOD2_4907199,591,578.8023,0.9916,0.3588,all Gaussian centers inside exact footprint; no semantic-class or roof-height filter
s3a,r2,gs_e5_C001_s3a_semantic_guided_r2,30000,results/tum_transfer/e5_s3_semantic_guided/C001/runs/gs_e5_C001_s3a_semantic_guided_r2/ckpt/final.pt,DEBY_LOD2_8568391,0,,,,all Gaussian centers inside exact footprint; no semantic-class or roof-height filter
s3a,r2,gs_e5_C001_s3a_semantic_guided_r2,30000,results/tum_transfer/e5_s3_semantic_guided/C001/runs/gs_e5_C001_s3a_semantic_guided_r2/ckpt/final.pt,DEBY_LOD2_8568392,0,,,,all Gaussian centers inside exact footprint; no semantic-class or roof-height filter
s3a,r2,gs_e5_C001_s3a_semantic_guided_r2,30000,results/tum_transfer/e5_s3_semantic_guided/C001/runs/gs_e5_C001_s3a_semantic_guided_r2/ckpt/final.pt,DEBY_LOD2_4907202,15,568.1371,2.8283,0.9960,all Gaussian centers inside exact footprint; no semantic-class or roof-height filter
s3a,r2,gs_e5_C001_s3a_semantic_guided_r2,30000,results/tum_transfer/e5_s3_semantic_guided/C001/runs/gs_e5_C001_s3a_semantic_guided_r2/ckpt/final.pt,DEBY_LOD2_4908168,3,580.3647,1.9185,0.0256,all Gaussian centers inside exact footprint; no semantic-class or roof-height filter
s3a,r2,gs_e5_C001_s3a_semantic_guided_r2,30000,results/tum_transfer/e5_s3_semantic_guided/C001/runs/gs_e5_C001_s3a_semantic_guided_r2/ckpt/final.pt,DEBY_LOD2_4908178,3,568.5610,0.4446,0.9994,all Gaussian centers inside exact footprint; no semantic-class or roof-height filter
s3a,r2,gs_e5_C001_s3a_semantic_guided_r2,30000,results/tum_transfer/e5_s3_semantic_guided/C001/runs/gs_e5_C001_s3a_semantic_guided_r2/ckpt/final.pt,DEBY_LOD2_4907184,11309,582.3364,2.7574,0.7737,all Gaussian centers inside exact footprint; no semantic-class or roof-height filter
