measurement_role,gate_role,decision,row_type,aggregation,building_id,view_stem,view_rank_by_ref_area,ref_support_ge64,ref_support_scope,selected_low_support_count,visible_view_count_available,ref_pixels,clean_clipped_pixels,intersection_pixels,union_pixels,iou,fragment_count_ge64,boundary_offset_px,boundary_offset_defined,boundary_offset_status,jacobian_m_per_px_x,jacobian_m_per_px_y,jacobian_m_per_px,boundary_offset_m,roof_height_local_m,qa_footprint_buffer_m,qa_buffer_rationale,qa_buffer_role,view_selection_rule,official_geoid_m,official_shift_z_m,label_actual_source_shift_z_m,boundary_offset_defined_view_count,boundary_offset_undefined_view_count
reference_only,self_consistency_not_a_gate,not_applicable,view,selected_view,DEBY_LOD2_4907199,DJI_20241217095143_0078_D,3,True,this_view,0,8,2139,3398,2139,3398,0.6294879340788699,1,3.1622776601683795,True,defined,0.11256254868858856,0.4515579536525463,0.22545180004545132,0.7129411907284792,-34.33299999999997,1.0,1.0 m absorbs footprint/roof-eave and sub-pixel projection rounding while remaining far below the locked 20.0 m loss-region split buffer and avoiding adjacent-roof capture,"T0-1 audit-only implementation choice; not a loss address, training prior, or pass/fail threshold",visible iff official P_ref > 0; top 3 deterministic views by official P_ref roof pixel area; tie by view stem,45.7,558.3,556.0,,
reference_only,self_consistency_not_a_gate,not_applicable,building_median,median_of_3_selected_views,DEBY_LOD2_4907199,MEDIAN,,True,all_selected_views,0,8,6351.0,3398.0,2402.0,6351.0,0.6294879340788699,1.0,18.0,True,median_defined_from_3_of_3_selected_views,0.04204950121941036,0.045992624881260595,0.04397689093181157,0.7555856266857904,-34.33299999999997,1.0,1.0 m absorbs footprint/roof-eave and sub-pixel projection rounding while remaining far below the locked 20.0 m loss-region split buffer and avoiding adjacent-roof capture,"T0-1 audit-only implementation choice; not a loss address, training prior, or pass/fail threshold",visible iff official P_ref > 0; top 3 deterministic views by official P_ref roof pixel area; tie by view stem,45.7,558.3,556.0,3,0
reference_only,self_consistency_not_a_gate,not_applicable,view,selected_view,DEBY_LOD2_4907184,DJI_20241217095617_0071_D,1,True,this_view,0,120,423520,454393,410841,467072,0.879609567689778,1,21.0,True,defined,0.02864016177940606,0.028132128126027136,0.028385008379924723,0.5960851759784191,-26.361999999999966,1.0,1.0 m absorbs footprint/roof-eave and sub-pixel projection rounding while remaining far below the locked 20.0 m loss-region split buffer and avoiding adjacent-roof capture,"T0-1 audit-only implementation choice; not a loss address, training prior, or pass/fail threshold",visible iff official P_ref > 0; top 3 deterministic views by official P_ref roof pixel area; tie by view stem,45.7,558.3,556.0,,
reference_only,self_consistency_not_a_gate,not_applicable,view,selected_view,DEBY_LOD2_4907184,DJI_20241217095615_0070_D,2,True,this_view,0,120,422205,463564,407997,477772,0.8539575362306707,1,24.515301344262525,True,defined,0.02923270809679405,0.029295651792507853,0.029264163021615764,0.7174197750625346,-26.361999999999966,1.0,1.0 m absorbs footprint/roof-eave and sub-pixel projection rounding while remaining far below the locked 20.0 m loss-region split buffer and avoiding adjacent-roof capture,"T0-1 audit-only implementation choice; not a loss address, training prior, or pass/fail threshold",visible iff official P_ref > 0; top 3 deterministic views by official P_ref roof pixel area; tie by view stem,45.7,558.3,556.0,,
reference_only,self_consistency_not_a_gate,not_applicable,view,selected_view,DEBY_LOD2_4907184,DJI_20241217095623_0074_D,3,True,this_view,0,120,346396,378402,342428,382370,0.8955409681721892,1,14.0,True,defined,0.029464593384153727,0.029850110137127763,0.029656725336130334,0.41519415470582466,-26.361999999999966,1.0,1.0 m absorbs footprint/roof-eave and sub-pixel projection rounding while remaining far below the locked 20.0 m loss-region split buffer and avoiding adjacent-roof capture,"T0-1 audit-only implementation choice; not a loss address, training prior, or pass/fail threshold",visible iff official P_ref > 0; top 3 deterministic views by official P_ref roof pixel area; tie by view stem,45.7,558.3,556.0,,
reference_only,self_consistency_not_a_gate,not_applicable,building_median,median_of_3_selected_views,DEBY_LOD2_4907184,MEDIAN,,True,all_selected_views,0,120,422205.0,454393.0,407997.0,467072.0,0.879609567689778,1.0,21.0,True,median_defined_from_3_of_3_selected_views,0.02923270809679405,0.029295651792507853,0.029264163021615764,0.5960851759784191,-26.361999999999966,1.0,1.0 m absorbs footprint/roof-eave and sub-pixel projection rounding while remaining far below the locked 20.0 m loss-region split buffer and avoiding adjacent-roof capture,"T0-1 audit-only implementation choice; not a loss address, training prior, or pass/fail threshold",visible iff official P_ref > 0; top 3 deterministic views by official P_ref roof pixel area; tie by view stem,45.7,558.3,556.0,3,0
reference_only,self_consistency_not_a_gate,not_applicable,view,selected_view,DEBY_LOD2_4907185,DJI_20241217095531_0048_D,1,True,this_view,0,68,76656,67501,58685,85472,0.6865991201797079,1,22.80350850198276,True,defined,0.02942154930208245,0.030337500994237435,0.02987601514934567,0.6812779654634696,-26.203499999999906,1.0,1.0 m absorbs footprint/roof-eave and sub-pixel projection rounding while remaining far below the locked 20.0 m loss-region split buffer and avoiding adjacent-roof capture,"T0-1 audit-only implementation choice; not a loss address, training prior, or pass/fail threshold",visible iff official P_ref > 0; top 3 deterministic views by official P_ref roof pixel area; tie by view stem,45.7,558.3,556.0,,
reference_only,self_consistency_not_a_gate,not_applicable,view,selected_view,DEBY_LOD2_4907185,DJI_20241217095533_0049_D,2,True,this_view,0,68,58473,42037,39386,61124,0.6443622799555003,1,8.031128874149275,True,defined,0.027983042220636366,0.02738812593824707,0.027683986065486915,0.22233365984207815,-26.203499999999906,1.0,1.0 m absorbs footprint/roof-eave and sub-pixel projection rounding while remaining far below the locked 20.0 m loss-region split buffer and avoiding adjacent-roof capture,"T0-1 audit-only implementation choice; not a loss address, training prior, or pass/fail threshold",visible iff official P_ref > 0; top 3 deterministic views by official P_ref roof pixel area; tie by view stem,45.7,558.3,556.0,,
reference_only,self_consistency_not_a_gate,not_applicable,view,selected_view,DEBY_LOD2_4907185,DJI_20241217095615_0070_D,3,True,this_view,0,68,39799,68462,38544,69717,0.5528637204698997,1,10.0,True,defined,0.0261922417979967,0.023724640733469356,0.024927926641853535,0.24927926641853534,-26.203499999999906,1.0,1.0 m absorbs footprint/roof-eave and sub-pixel projection rounding while remaining far below the locked 20.0 m loss-region split buffer and avoiding adjacent-roof capture,"T0-1 audit-only implementation choice; not a loss address, training prior, or pass/fail threshold",visible iff official P_ref > 0; top 3 deterministic views by official P_ref roof pixel area; tie by view stem,45.7,558.3,556.0,,
reference_only,self_consistency_not_a_gate,not_applicable,building_median,median_of_3_selected_views,DEBY_LOD2_4907185,MEDIAN,,True,all_selected_views,0,68,58473.0,67501.0,39386.0,69717.0,0.6443622799555003,1.0,10.0,True,median_defined_from_3_of_3_selected_views,0.027983042220636366,0.02738812593824707,0.027683986065486915,0.24927926641853534,-26.203499999999906,1.0,1.0 m absorbs footprint/roof-eave and sub-pixel projection rounding while remaining far below the locked 20.0 m loss-region split buffer and avoiding adjacent-roof capture,"T0-1 audit-only implementation choice; not a loss address, training prior, or pass/fail threshold",visible iff official P_ref > 0; top 3 deterministic views by official P_ref roof pixel area; tie by view stem,45.7,558.3,556.0,3,0
reference_only,self_consistency_not_a_gate,not_applicable,view,selected_view,DEBY_LOD2_4907198,DJI_20241217095531_0048_D,1,True,this_view,0,59,115508,150359,114332,151535,0.7544923615006434,1,14.815445903775952,True,defined,0.03146376181371797,0.03300601290533319,0.0322256625761815,0.4774375606107542,-27.070999999999913,1.0,1.0 m absorbs footprint/roof-eave and sub-pixel projection rounding while remaining far below the locked 20.0 m loss-region split buffer and avoiding adjacent-roof capture,"T0-1 audit-only implementation choice; not a loss address, training prior, or pass/fail threshold",visible iff official P_ref > 0; top 3 deterministic views by official P_ref roof pixel area; tie by view stem,45.7,558.3,556.0,,
reference_only,self_consistency_not_a_gate,not_applicable,view,selected_view,DEBY_LOD2_4907198,DJI_20241217095533_0049_D,2,True,this_view,0,59,40022,72572,38375,74219,0.5170508899338444,1,15.0,True,defined,0.02867429093610755,0.02745611579849747,0.02805859320032947,0.42087889800494205,-27.070999999999913,1.0,1.0 m absorbs footprint/roof-eave and sub-pixel projection rounding while remaining far below the locked 20.0 m loss-region split buffer and avoiding adjacent-roof capture,"T0-1 audit-only implementation choice; not a loss address, training prior, or pass/fail threshold",visible iff official P_ref > 0; top 3 deterministic views by official P_ref roof pixel area; tie by view stem,45.7,558.3,556.0,,
reference_only,self_consistency_not_a_gate,not_applicable,view,selected_view,DEBY_LOD2_4907198,DJI_20241217095503_0034_D,3,True,this_view,0,59,11918,37884,10165,39637,0.2564523046648334,1,14.0,True,defined,0.026759015444436807,0.02428687665674945,0.025492997225808705,0.3569019611613219,-27.070999999999913,1.0,1.0 m absorbs footprint/roof-eave and sub-pixel projection rounding while remaining far below the locked 20.0 m loss-region split buffer and avoiding adjacent-roof capture,"T0-1 audit-only implementation choice; not a loss address, training prior, or pass/fail threshold",visible iff official P_ref > 0; top 3 deterministic views by official P_ref roof pixel area; tie by view stem,45.7,558.3,556.0,,
reference_only,self_consistency_not_a_gate,not_applicable,building_median,median_of_3_selected_views,DEBY_LOD2_4907198,MEDIAN,,True,all_selected_views,0,59,40022.0,72572.0,38375.0,74219.0,0.5170508899338444,1.0,14.815445903775952,True,median_defined_from_3_of_3_selected_views,0.02867429093610755,0.02745611579849747,0.02805859320032947,0.42087889800494205,-27.070999999999913,1.0,1.0 m absorbs footprint/roof-eave and sub-pixel projection rounding while remaining far below the locked 20.0 m loss-region split buffer and avoiding adjacent-roof capture,"T0-1 audit-only implementation choice; not a loss address, training prior, or pass/fail threshold",visible iff official P_ref > 0; top 3 deterministic views by official P_ref roof pixel area; tie by view stem,45.7,558.3,556.0,3,0
reference_only,self_consistency_not_a_gate,not_applicable,view,selected_view,DEBY_LOD2_4907202,DJI_20241217095441_0023_D,1,True,this_view,0,10,83334,101782,82514,102602,0.8042143428003353,2,9.0,True,defined,0.04318965191811629,0.04444298338842338,0.04381183610337086,0.39430652493033774,-37.03899999999999,1.0,1.0 m absorbs footprint/roof-eave and sub-pixel projection rounding while remaining far below the locked 20.0 m loss-region split buffer and avoiding adjacent-roof capture,"T0-1 audit-only implementation choice; not a loss address, training prior, or pass/fail threshold",visible iff official P_ref > 0; top 3 deterministic views by official P_ref roof pixel area; tie by view stem,45.7,558.3,556.0,,
reference_only,self_consistency_not_a_gate,not_applicable,view,selected_view,DEBY_LOD2_4907202,DJI_20241217095439_0022_D,2,True,this_view,0,10,53407,62906,52127,64186,0.8121241392203907,3,2.0,True,defined,0.03938941087712085,0.03699983923364909,0.03817593312496265,0.0763518662499253,-37.03899999999999,1.0,1.0 m absorbs footprint/roof-eave and sub-pixel projection rounding while remaining far below the locked 20.0 m loss-region split buffer and avoiding adjacent-roof capture,"T0-1 audit-only implementation choice; not a loss address, training prior, or pass/fail threshold",visible iff official P_ref > 0; top 3 deterministic views by official P_ref roof pixel area; tie by view stem,45.7,558.3,556.0,,
reference_only,self_consistency_not_a_gate,not_applicable,view,selected_view,DEBY_LOD2_4907202,DJI_20241217095443_0024_D,3,True,this_view,0,10,32202,35090,31377,35915,0.873646108868161,2,3.0,True,defined,0.03813269093344537,0.0346262074185088,0.036337177459007046,0.10901153237702113,-37.03899999999999,1.0,1.0 m absorbs footprint/roof-eave and sub-pixel projection rounding while remaining far below the locked 20.0 m loss-region split buffer and avoiding adjacent-roof capture,"T0-1 audit-only implementation choice; not a loss address, training prior, or pass/fail threshold",visible iff official P_ref > 0; top 3 deterministic views by official P_ref roof pixel area; tie by view stem,45.7,558.3,556.0,,
reference_only,self_consistency_not_a_gate,not_applicable,building_median,median_of_3_selected_views,DEBY_LOD2_4907202,MEDIAN,,True,all_selected_views,0,10,53407.0,62906.0,52127.0,64186.0,0.8121241392203907,2.0,3.0,True,median_defined_from_3_of_3_selected_views,0.03938941087712085,0.03699983923364909,0.03817593312496265,0.10901153237702113,-37.03899999999999,1.0,1.0 m absorbs footprint/roof-eave and sub-pixel projection rounding while remaining far below the locked 20.0 m loss-region split buffer and avoiding adjacent-roof capture,"T0-1 audit-only implementation choice; not a loss address, training prior, or pass/fail threshold",visible iff official P_ref > 0; top 3 deterministic views by official P_ref roof pixel area; tie by view stem,45.7,558.3,556.0,3,0
reference_only,self_consistency_not_a_gate,not_applicable,view,selected_view,DEBY_LOD2_4908168,DJI_20241217095623_0074_D,1,True,this_view,0,10,8639,7630,6822,9447,0.7221340107970784,1,6.0,True,defined,0.03678132572848992,0.03292975567182483,0.034802299773506025,0.20881379864103616,-37.35349999999994,1.0,1.0 m absorbs footprint/roof-eave and sub-pixel projection rounding while remaining far below the locked 20.0 m loss-region split buffer and avoiding adjacent-roof capture,"T0-1 audit-only implementation choice; not a loss address, training prior, or pass/fail threshold",visible iff official P_ref > 0; top 3 deterministic views by official P_ref roof pixel area; tie by view stem,45.7,558.3,556.0,,
reference_only,self_consistency_not_a_gate,not_applicable,view,selected_view,DEBY_LOD2_4908168,DJI_20241217095615_0070_D,2,True,this_view,0,10,7277,5893,4986,8184,0.6092375366568915,1,8.154234499766936,True,defined,0.036622264920148195,0.03286173881518328,0.034691083935593,0.282879233461923,-37.35349999999994,1.0,1.0 m absorbs footprint/roof-eave and sub-pixel projection rounding while remaining far below the locked 20.0 m loss-region split buffer and avoiding adjacent-roof capture,"T0-1 audit-only implementation choice; not a loss address, training prior, or pass/fail threshold",visible iff official P_ref > 0; top 3 deterministic views by official P_ref roof pixel area; tie by view stem,45.7,558.3,556.0,,
reference_only,self_consistency_not_a_gate,not_applicable,view,selected_view,DEBY_LOD2_4908168,DJI_20241217095625_0075_D,3,True,this_view,0,10,5373,3780,3628,5525,0.6566515837104072,1,3.0,True,defined,0.03656107707510696,0.03257527019334986,0.03451067898899555,0.10353203696698665,-37.35349999999994,1.0,1.0 m absorbs footprint/roof-eave and sub-pixel projection rounding while remaining far below the locked 20.0 m loss-region split buffer and avoiding adjacent-roof capture,"T0-1 audit-only implementation choice; not a loss address, training prior, or pass/fail threshold",visible iff official P_ref > 0; top 3 deterministic views by official P_ref roof pixel area; tie by view stem,45.7,558.3,556.0,,
reference_only,self_consistency_not_a_gate,not_applicable,building_median,median_of_3_selected_views,DEBY_LOD2_4908168,MEDIAN,,True,all_selected_views,0,10,7277.0,5893.0,4986.0,8184.0,0.6566515837104072,1.0,6.0,True,median_defined_from_3_of_3_selected_views,0.036622264920148195,0.03286173881518328,0.034691083935593,0.20881379864103616,-37.35349999999994,1.0,1.0 m absorbs footprint/roof-eave and sub-pixel projection rounding while remaining far below the locked 20.0 m loss-region split buffer and avoiding adjacent-roof capture,"T0-1 audit-only implementation choice; not a loss address, training prior, or pass/fail threshold",visible iff official P_ref > 0; top 3 deterministic views by official P_ref roof pixel area; tie by view stem,45.7,558.3,556.0,3,0
reference_only,self_consistency_not_a_gate,not_applicable,view,selected_view,DEBY_LOD2_4908178,DJI_20241217095441_0023_D,1,True,this_view,0,9,48213,62064,45541,64736,0.7034880128521998,1,19.235384061671343,True,defined,0.046072613069137965,0.04777140897965334,0.04691432235135781,0.9024150084214198,-39.54249999999996,1.0,1.0 m absorbs footprint/roof-eave and sub-pixel projection rounding while remaining far below the locked 20.0 m loss-region split buffer and avoiding adjacent-roof capture,"T0-1 audit-only implementation choice; not a loss address, training prior, or pass/fail threshold",visible iff official P_ref > 0; top 3 deterministic views by official P_ref roof pixel area; tie by view stem,45.7,558.3,556.0,,
reference_only,self_consistency_not_a_gate,not_applicable,view,selected_view,DEBY_LOD2_4908178,DJI_20241217095439_0022_D,2,True,this_view,0,9,25228,27852,21676,31404,0.6902305438797606,1,12.0,True,defined,0.04088664737787502,0.03769585766029805,0.039258849190509586,0.471106190286115,-39.54249999999996,1.0,1.0 m absorbs footprint/roof-eave and sub-pixel projection rounding while remaining far below the locked 20.0 m loss-region split buffer and avoiding adjacent-roof capture,"T0-1 audit-only implementation choice; not a loss address, training prior, or pass/fail threshold",visible iff official P_ref > 0; top 3 deterministic views by official P_ref roof pixel area; tie by view stem,45.7,558.3,556.0,,
reference_only,self_consistency_not_a_gate,not_applicable,view,selected_view,DEBY_LOD2_4908178,DJI_20241217084859_0193_D,3,True,this_view,0,9,15393,12655,11742,16306,0.7201030295596713,1,7.280109889280518,True,defined,0.07832320949563705,0.07885365924651476,0.07858798682153878,0.5721291800381315,-39.54249999999996,1.0,1.0 m absorbs footprint/roof-eave and sub-pixel projection rounding while remaining far below the locked 20.0 m loss-region split buffer and avoiding adjacent-roof capture,"T0-1 audit-only implementation choice; not a loss address, training prior, or pass/fail threshold",visible iff official P_ref > 0; top 3 deterministic views by official P_ref roof pixel area; tie by view stem,45.7,558.3,556.0,,
reference_only,self_consistency_not_a_gate,not_applicable,building_median,median_of_3_selected_views,DEBY_LOD2_4908178,MEDIAN,,True,all_selected_views,0,9,25228.0,27852.0,21676.0,31404.0,0.7034880128521998,1.0,12.0,True,median_defined_from_3_of_3_selected_views,0.046072613069137965,0.04777140897965334,0.04691432235135781,0.5721291800381315,-39.54249999999996,1.0,1.0 m absorbs footprint/roof-eave and sub-pixel projection rounding while remaining far below the locked 20.0 m loss-region split buffer and avoiding adjacent-roof capture,"T0-1 audit-only implementation choice; not a loss address, training prior, or pass/fail threshold",visible iff official P_ref > 0; top 3 deterministic views by official P_ref roof pixel area; tie by view stem,45.7,558.3,556.0,3,0
