row_type,stage_index,stage_id,stage_axis,nominal_sigma_m,nominal_retention,is_combination,stratum_type,stratum_value,population_count,measurement_count,assembly_count,assembly_rate,lod2_count,lod1_fallback_count,lod1_fallback_rate,val3dity_valid_count,val3dity_valid_rate,face_count_ratio_measurable_count,face_count_ratio_median,roof_rms_measurable_count,roof_rms_median_m,roof_hausdorff_measurable_count,roof_hausdorff_median_m,roof_completeness_measurable_count,roof_completeness_median,degraded_point_count_median,degraded_point_density_m2_median,realized_retention_ratio_median,realized_axis_noise_std_m_median,realized_xyz_displacement_rms_m_median,rf_reconstruction_time_s_sum,rf_reconstruction_time_s_median,validation_axis,validation_metric,expected_direction,monotonic_nonincreasing,monotonic_nondecreasing,monotonic_expected,inversion_transitions,comparison_scope,comparison_metric,comparison_expected,comparison_observed,comparison_match,learning_runs_started,new_inference_runs
stage_aggregate,3,noise_sigma_0p20,noise,0.200000000,1.000000000,false,overall,all,178,178,177,0.994382022,177,0,0.000000000,155,0.870786517,178,1.000000000,177,0.399352849,177,2.349513014,178,0.999860923,2899.500000000,17.536317832,1.000000000,0.199906411,0.346248061,53.865000000,0.108000000,,,,,,,,,,,,,0,0
stage_aggregate,3,noise_sigma_0p20,noise,0.200000000,1.000000000,false,ladder_cell,cell_1_assembled,114,114,114,1.000000000,114,0,0.000000000,97,0.850877193,114,1.500000000,114,0.538841818,114,2.897140394,114,0.999888469,4114.000000000,17.967282469,1.000000000,0.200085992,0.346559104,48.281000000,0.154000000,,,,,,,,,,,,,0,0
stage_aggregate,3,noise_sigma_0p20,noise,0.200000000,1.000000000,false,ladder_cell,cell_2_anchored,23,23,23,1.000000000,23,0,0.000000000,21,0.913043478,23,1.000000000,23,0.212963535,23,0.730784549,23,0.999858236,1183.000000000,15.009787845,1.000000000,0.199465701,0.345484728,1.746000000,0.043000000,,,,,,,,,,,,,0,0
stage_aggregate,3,noise_sigma_0p20,noise,0.200000000,1.000000000,false,ladder_cell,cell_3_outline_only,41,41,40,0.975609756,40,0,0.000000000,37,0.902439024,41,1.000000000,40,0.153454227,40,0.404836125,41,0.999745103,1910.000000000,16.349429873,1.000000000,0.199906577,0.346248349,3.838000000,0.080000000,,,,,,,,,,,,,0,0
stage_aggregate,3,noise_sigma_0p20,noise,0.200000000,1.000000000,false,ladder_cell,cell_4_beyond_image,0,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,0,,,,,,,,,,,,,,0,0
stage_aggregate,3,noise_sigma_0p20,noise,0.200000000,1.000000000,false,size,small_lt50,37,37,37,1.000000000,37,0,0.000000000,30,0.810810811,37,1.000000000,37,0.151795952,37,0.317005299,37,0.999754740,485.000000000,17.434123717,1.000000000,0.199743192,0.345965357,0.996000000,0.028000000,,,,,,,,,,,,,0,0
stage_aggregate,3,noise_sigma_0p20,noise,0.200000000,1.000000000,false,size,non_small_ge50,141,141,140,0.992907801,140,0,0.000000000,125,0.886524823,141,1.250000000,140,0.460170803,140,2.646506516,141,0.999889065,3773.000000000,17.588055174,1.000000000,0.199906577,0.346248349,52.869000000,0.131000000,,,,,,,,,,,,,0,0
stage_aggregate,3,noise_sigma_0p20,noise,0.200000000,1.000000000,false,ref_roof_slope_group,horizontal,24,24,24,1.000000000,24,0,0.000000000,22,0.916666667,24,1.000000000,24,0.114531822,24,0.232355831,24,0.999802874,549.500000000,17.231846403,1.000000000,0.199743461,0.345965822,1.125000000,0.037500000,,,,,,,,,,,,,0,0
stage_aggregate,3,noise_sigma_0p20,noise,0.200000000,1.000000000,false,ref_roof_slope_group,sloped,154,154,153,0.993506494,153,0,0.000000000,133,0.863636364,154,1.250000000,153,0.497918816,153,2.660269740,154,0.999866345,3404.500000000,17.564110015,1.000000000,0.199909175,0.346252849,52.740000000,0.126500000,,,,,,,,,,,,,0,0
stage_aggregate,3,noise_sigma_0p20,noise,0.200000000,1.000000000,false,fixed_subset,pilot10,10,10,10,1.000000000,10,0,0.000000000,9,0.900000000,10,1.500000000,10,0.607385154,10,3.278091720,10,0.999908471,3190.000000000,19.601530616,1.000000000,0.200436399,0.347166026,1.183000000,0.106500000,,,,,,,,,,,,,0,0
stage_aggregate,4,noise_sigma_0p40,noise,0.400000000,1.000000000,false,overall,all,178,178,173,0.971910112,173,3,0.016853933,156,0.876404494,178,2.000000000,173,0.659204972,173,2.709536015,178,0.999889388,2843.000000000,17.062990492,1.000000000,0.399917514,0.692677453,270.260000000,0.169500000,,,,,,,,,,,,,0,0
stage_aggregate,4,noise_sigma_0p40,noise,0.400000000,1.000000000,false,ladder_cell,cell_1_assembled,114,114,113,0.991228070,113,3,0.026315789,95,0.833333333,114,2.000000000,113,0.687399012,113,3.049778766,114,0.999910079,4041.500000000,17.635970275,1.000000000,0.400024578,0.692862894,261.448000000,0.290500000,,,,,,,,,,,,,0,0
stage_aggregate,4,noise_sigma_0p40,noise,0.400000000,1.000000000,false,ladder_cell,cell_2_anchored,23,23,22,0.956521739,22,0,0.000000000,23,1.000000000,23,1.000000000,22,0.605107639,22,1.273086463,23,0.999862866,1144.000000000,14.727717390,1.000000000,0.399661387,0.692233829,2.565000000,0.048000000,,,,,,,,,,,,,0,0
stage_aggregate,4,noise_sigma_0p40,noise,0.400000000,1.000000000,false,ladder_cell,cell_3_outline_only,41,41,38,0.926829268,38,0,0.000000000,38,0.926829268,41,1.500000000,38,0.639011983,38,2.436982512,41,0.999844120,1882.000000000,15.988780685,1.000000000,0.399621191,0.692164206,6.247000000,0.089000000,,,,,,,,,,,,,0,0
stage_aggregate,4,noise_sigma_0p40,noise,0.400000000,1.000000000,false,ladder_cell,cell_4_beyond_image,0,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,0,,,,,,,,,,,,,,0,0
stage_aggregate,4,noise_sigma_0p40,noise,0.400000000,1.000000000,false,size,small_lt50,37,37,33,0.891891892,33,0,0.000000000,35,0.945945946,37,1.000000000,33,0.436792415,33,0.910553908,37,0.999748685,455.000000000,16.592475808,1.000000000,0.399199598,0.691433986,0.947000000,0.026000000,,,,,,,,,,,,,0,0
stage_aggregate,4,noise_sigma_0p40,noise,0.400000000,1.000000000,false,size,non_small_ge50,141,141,140,0.992907801,140,3,0.021276596,121,0.858156028,141,2.000000000,140,0.687509170,140,3.131121875,141,0.999910410,3733.000000000,17.299718505,1.000000000,0.400024954,0.692863545,269.313000000,0.229000000,,,,,,,,,,,,,0,0
stage_aggregate,4,noise_sigma_0p40,noise,0.400000000,1.000000000,false,ref_roof_slope_group,horizontal,24,24,22,0.916666667,22,0,0.000000000,23,0.958333333,24,1.000000000,22,0.443922960,22,1.056011479,24,0.999769060,542.000000000,16.105284701,1.000000000,0.398729931,0.690620498,1.223000000,0.029500000,,,,,,,,,,,,,0,0
stage_aggregate,4,noise_sigma_0p40,noise,0.400000000,1.000000000,false,ref_roof_slope_group,sloped,154,154,151,0.980519481,151,3,0.019480519,133,0.863636364,154,2.000000000,151,0.697660217,151,3.025879117,154,0.999900011,3317.500000000,17.282518239,1.000000000,0.400024578,0.692862894,269.037000000,0.201500000,,,,,,,,,,,,,0,0
stage_aggregate,4,noise_sigma_0p40,noise,0.400000000,1.000000000,false,fixed_subset,pilot10,10,10,10,1.000000000,10,0,0.000000000,7,0.700000000,10,2.750000000,10,0.747153741,10,3.264013416,10,0.999905524,3129.000000000,19.202081513,1.000000000,0.399966204,0.692761786,2.987000000,0.202500000,,,,,,,,,,,,,0,0
stage_aggregate,5,noise_sigma_0p80,noise,0.800000000,1.000000000,false,overall,all,178,178,172,0.966292135,172,3,0.016853933,157,0.882022472,178,1.666666667,172,1.090375333,172,3.474784653,178,0.999842976,2770.000000000,16.133897140,1.000000000,0.800224320,1.386029181,169.852000000,0.075000000,,,,,,,,,,,,,0,0
stage_aggregate,5,noise_sigma_0p80,noise,0.800000000,1.000000000,false,ladder_cell,cell_1_assembled,114,114,113,0.991228070,113,3,0.026315789,100,0.877192982,114,2.000000000,113,1.118655586,113,3.642520161,114,0.999871733,3909.000000000,16.895489164,1.000000000,0.799824134,1.385336037,164.574000000,0.164000000,,,,,,,,,,,,,0,0
stage_aggregate,5,noise_sigma_0p80,noise,0.800000000,1.000000000,false,ladder_cell,cell_2_anchored,23,23,22,0.956521739,22,0,0.000000000,21,0.913043478,23,1.000000000,22,0.941999478,22,2.896321336,23,0.999783754,1100.000000000,13.614791825,1.000000000,0.799317078,1.384457791,1.556000000,0.022000000,,,,,,,,,,,,,0,0
stage_aggregate,5,noise_sigma_0p80,noise,0.800000000,1.000000000,false,ladder_cell,cell_3_outline_only,41,41,37,0.902439024,37,0,0.000000000,36,0.878048780,41,1.500000000,37,0.986317131,37,3.447723877,41,0.999779916,1837.000000000,14.759450306,1.000000000,0.801306295,1.387903215,3.722000000,0.047000000,,,,,,,,,,,,,0,0
stage_aggregate,5,noise_sigma_0p80,noise,0.800000000,1.000000000,false,ladder_cell,cell_4_beyond_image,0,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,0,,,,,,,,,,,,,,0,0
stage_aggregate,5,noise_sigma_0p80,noise,0.800000000,1.000000000,false,size,small_lt50,37,37,31,0.837837838,31,0,0.000000000,30,0.810810811,37,1.000000000,31,1.061329784,31,2.522753715,37,0.999652792,421.000000000,15.149032779,1.000000000,0.799828164,1.385343017,0.412000000,0.011000000,,,,,,,,,,,,,0,0
stage_aggregate,5,noise_sigma_0p80,noise,0.800000000,1.000000000,false,size,non_small_ge50,141,141,141,1.000000000,141,3,0.021276596,127,0.900709220,141,2.000000000,141,1.090613445,141,3.748632771,141,0.999872815,3662.000000000,16.718232897,1.000000000,0.800234704,1.386047166,169.440000000,0.134000000,,,,,,,,,,,,,0,0
stage_aggregate,5,noise_sigma_0p80,noise,0.800000000,1.000000000,false,ref_roof_slope_group,horizontal,24,24,20,0.833333333,20,0,0.000000000,23,0.958333333,24,1.000000000,20,0.838083396,20,2.204636687,24,0.999754597,493.000000000,15.121044531,1.000000000,0.801276812,1.387852150,0.633000000,0.013500000,,,,,,,,,,,,,0,0
stage_aggregate,5,noise_sigma_0p80,noise,0.800000000,1.000000000,false,ref_roof_slope_group,sloped,154,154,152,0.987012987,152,3,0.019480519,134,0.870129870,154,1.848684211,152,1.150568180,152,3.608370692,154,0.999852689,3202.500000000,16.483837958,1.000000000,0.800195022,1.385978434,169.219000000,0.107500000,,,,,,,,,,,,,0,0
stage_aggregate,5,noise_sigma_0p80,noise,0.800000000,1.000000000,false,fixed_subset,pilot10,10,10,10,1.000000000,10,0,0.000000000,8,0.800000000,10,2.750000000,10,1.151778875,10,3.661426997,10,0.999881944,3049.000000000,18.020782669,1.000000000,0.798233487,1.382580955,1.469000000,0.097500000,,,,,,,,,,,,,0,0
stage_aggregate,6,density_retain_1of2,density,0.000000000,0.500000000,false,overall,all,178,178,178,1.000000000,178,0,0.000000000,169,0.949438202,178,1.000000000,178,0.386610010,178,2.406293868,178,0.999888771,1489.500000000,9.030072051,0.499898250,0.000000000,0.000000000,25.223000000,0.089000000,,,,,,,,,,,,,0,0
stage_aggregate,6,density_retain_1of2,density,0.000000000,0.500000000,false,ladder_cell,cell_1_assembled,114,114,114,1.000000000,114,0,0.000000000,107,0.938596491,114,1.208333334,114,0.527169625,114,2.660733698,114,0.999910636,2122.500000000,9.392260392,0.500382818,0.000000000,0.000000000,20.787000000,0.120000000,,,,,,,,,,,,,0,0
stage_aggregate,6,density_retain_1of2,density,0.000000000,0.500000000,false,ladder_cell,cell_2_anchored,23,23,23,1.000000000,23,0,0.000000000,22,0.956521739,23,1.000000000,23,0.153637713,23,0.268887111,23,0.999861960,620.000000000,7.761944273,0.497247075,0.000000000,0.000000000,1.495000000,0.056000000,,,,,,,,,,,,,0,0
stage_aggregate,6,density_retain_1of2,density,0.000000000,0.500000000,false,ladder_cell,cell_3_outline_only,41,41,41,1.000000000,41,0,0.000000000,40,0.975609756,41,1.000000000,41,0.176123985,41,0.356336757,41,0.999833664,961.000000000,8.359773077,0.497863950,0.000000000,0.000000000,2.941000000,0.068000000,,,,,,,,,,,,,0,0
stage_aggregate,6,density_retain_1of2,density,0.000000000,0.500000000,false,ladder_cell,cell_4_beyond_image,0,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,0,,,,,,,,,,,,,,0,0
stage_aggregate,6,density_retain_1of2,density,0.000000000,0.500000000,false,size,small_lt50,37,37,37,1.000000000,37,0,0.000000000,33,0.891891892,37,1.000000000,37,0.085812348,37,0.134069761,37,0.999730235,259.000000000,9.177903796,0.500000000,0.000000000,0.000000000,1.011000000,0.026000000,,,,,,,,,,,,,0,0
stage_aggregate,6,density_retain_1of2,density,0.000000000,0.500000000,false,size,non_small_ge50,141,141,141,1.000000000,141,0,0.000000000,136,0.964539007,141,1.090909091,141,0.500626931,141,2.666619926,141,0.999907236,1906.000000000,9.024131762,0.499796500,0.000000000,0.000000000,24.212000000,0.109000000,,,,,,,,,,,,,0,0
stage_aggregate,6,density_retain_1of2,density,0.000000000,0.500000000,false,ref_roof_slope_group,horizontal,24,24,24,1.000000000,24,0,0.000000000,23,0.958333333,24,1.000000000,24,0.078767161,24,0.114359842,24,0.999822378,296.500000000,8.897575490,0.500010766,0.000000000,0.000000000,1.054000000,0.042500000,,,,,,,,,,,,,0,0
stage_aggregate,6,density_retain_1of2,density,0.000000000,0.500000000,false,ref_roof_slope_group,sloped,154,154,154,1.000000000,154,0,0.000000000,146,0.948051948,154,1.000000000,154,0.475928222,154,2.583282714,154,0.999901631,1758.000000000,9.038326560,0.499898250,0.000000000,0.000000000,24.169000000,0.099000000,,,,,,,,,,,,,0,0
stage_aggregate,6,density_retain_1of2,density,0.000000000,0.500000000,false,fixed_subset,pilot10,10,10,10,1.000000000,10,0,0.000000000,10,1.000000000,10,1.500000000,10,0.661535522,10,3.443577788,10,0.999917849,1665.500000000,9.998064805,0.497889286,0.000000000,0.000000000,0.962000000,0.090000000,,,,,,,,,,,,,0,0
stage_aggregate,7,density_retain_1of4,density,0.000000000,0.250000000,false,overall,all,178,178,177,0.994382022,177,0,0.000000000,168,0.943820225,178,1.000000000,177,0.297727317,177,1.607992710,178,0.999881496,732.500000000,4.452425021,0.249753004,0.000000000,0.000000000,19.577000000,0.070000000,,,,,,,,,,,,,0,0
stage_aggregate,7,density_retain_1of4,density,0.000000000,0.250000000,false,ladder_cell,cell_1_assembled,114,114,114,1.000000000,114,0,0.000000000,106,0.929824561,114,1.000000000,114,0.415514976,114,2.209703115,114,0.999902866,1082.000000000,4.695174735,0.250833476,0.000000000,0.000000000,16.148000000,0.090500000,,,,,,,,,,,,,0,0
stage_aggregate,7,density_retain_1of4,density,0.000000000,0.250000000,false,ladder_cell,cell_2_anchored,23,23,23,1.000000000,23,0,0.000000000,22,0.956521739,23,1.000000000,23,0.125301915,23,0.196349892,23,0.999859239,299.000000000,3.750627152,0.248411163,0.000000000,0.000000000,1.113000000,0.033000000,,,,,,,,,,,,,0,0
stage_aggregate,7,density_retain_1of4,density,0.000000000,0.250000000,false,ladder_cell,cell_3_outline_only,41,41,40,0.975609756,40,0,0.000000000,40,0.975609756,41,1.000000000,40,0.140750072,40,0.364057095,41,0.999842849,476.000000000,4.267985246,0.248896435,0.000000000,0.000000000,2.316000000,0.055000000,,,,,,,,,,,,,0,0
stage_aggregate,7,density_retain_1of4,density,0.000000000,0.250000000,false,ladder_cell,cell_4_beyond_image,0,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,0,,,,,,,,,,,,,,0,0
stage_aggregate,7,density_retain_1of4,density,0.000000000,0.250000000,false,size,small_lt50,37,37,36,0.972972973,36,0,0.000000000,33,0.891891892,37,1.000000000,36,0.086786427,36,0.140195034,37,0.999740628,137.000000000,4.854847158,0.255405405,0.000000000,0.000000000,0.718000000,0.022000000,,,,,,,,,,,,,0,0
stage_aggregate,7,density_retain_1of4,density,0.000000000,0.250000000,false,size,non_small_ge50,141,141,141,1.000000000,141,0,0.000000000,135,0.957446809,141,1.000000000,141,0.405362994,141,2.077493394,141,0.999903345,989.000000000,4.418430964,0.249610214,0.000000000,0.000000000,18.859000000,0.085000000,,,,,,,,,,,,,0,0
stage_aggregate,7,density_retain_1of4,density,0.000000000,0.250000000,false,ref_roof_slope_group,horizontal,24,24,23,0.958333333,23,0,0.000000000,23,0.958333333,24,1.000000000,23,0.081821989,23,0.118910871,24,0.999802874,140.500000000,4.225431383,0.250263158,0.000000000,0.000000000,0.830000000,0.023500000,,,,,,,,,,,,,0,0
stage_aggregate,7,density_retain_1of4,density,0.000000000,0.250000000,false,ref_roof_slope_group,sloped,154,154,154,1.000000000,154,0,0.000000000,145,0.941558442,154,1.000000000,154,0.370890927,154,2.031255277,154,0.999889890,881.500000000,4.478962195,0.249706466,0.000000000,0.000000000,18.747000000,0.077500000,,,,,,,,,,,,,0,0
stage_aggregate,7,density_retain_1of4,density,0.000000000,0.250000000,false,fixed_subset,pilot10,10,10,10,1.000000000,10,0,0.000000000,10,1.000000000,10,1.000000000,10,0.283268352,10,1.765060215,10,0.999900263,814.000000000,4.985828026,0.251816890,0.000000000,0.000000000,0.788000000,0.071000000,,,,,,,,,,,,,0,0
