bid,source,stage3_algo_version,metric_version,status,metric_artifact_dir,readout_artifact_dir,failure_reason,n_faces,n_roof_faces,n_wall_faces,n_ground_faces,roof_cov,wall_cov,ground_cov,semantic_face_acc,face_planarity_mean,face_planarity_max,support_coverage,F,precision,recall,h_err,vol_ratio,hausdorff,chamfer,footprint_IoU,edge_ok,open_edges,nonmanifold_edges,roof_wall_adjacency_count,wall_ground_adjacency_count,shell_completeness,metric_status,coverage_threshold_m,support_distance_m,n_metric_sample,n_surface_sample,matching_logs,metric_policy,bid_int,support_cov,non_manifold_edges,roof_support_cov,wall_support_cov,ground_support_cov,field_replacement,diagnostic_evaluated,evidence_artifact_dir
B6,FR2_E1_xyz_E2_semantic_normal,Stage3Algo-v1,Metric-v1,OK,results/footprint_conditioned_readout/FC_S3_mutual_loss_alignment_g2_target_definition/phase4_field_replacement/metric_v1/FR2_E1_xyz_E2_semantic_normal/B6,results/footprint_conditioned_readout/FC_S3_mutual_loss_alignment_g2_target_definition/phase4_field_replacement/readout/FR2_E1_xyz_E2_semantic_normal/B6,,23,10,12,1,0.6853333333333333,0.933,1.0,0.9375,1.6458430207455402e-15,5.794828882684331e-15,0.46799999999999997,0.9513104414856342,0.956,0.9466666666666667,3.4163748992245218,0.6912191806379858,3.5667136390646914,0.22304108704029837,1.0,True,0,0,12,12,CLOSED,,,,,,,,6,0.46799999999999997,0,0.909,0.392,0.081,FR2_E1_xyz_E2_semantic_normal,run,results/footprint_conditioned_readout/FC_S3_mutual_loss_alignment_g2_target_definition/phase4_field_replacement/evidence/FR2_E1_xyz_E2_semantic_normal/B6
B6,FR3_E2_xyz_E1_semantic_normal,Stage3Algo-v1,Metric-v1,OK,results/footprint_conditioned_readout/FC_S3_mutual_loss_alignment_g2_target_definition/phase4_field_replacement/metric_v1/FR3_E2_xyz_E1_semantic_normal/B6,results/footprint_conditioned_readout/FC_S3_mutual_loss_alignment_g2_target_definition/phase4_field_replacement/readout/FR3_E2_xyz_E1_semantic_normal/B6,,23,10,12,1,0.543,0.9346666666666666,1.0,0.9328333333333333,1.5746768623378518e-15,5.33552377159562e-15,0.41133333333333333,0.934074226068338,0.937,0.9311666666666667,3.1460156308341105,0.6739504290578647,3.539771181573855,0.24624564876280092,1.0,True,0,0,12,12,CLOSED,,,,,,,,6,0.41133333333333333,0,0.739,0.384,0.081,FR3_E2_xyz_E1_semantic_normal,run,results/footprint_conditioned_readout/FC_S3_mutual_loss_alignment_g2_target_definition/phase4_field_replacement/evidence/FR3_E2_xyz_E1_semantic_normal/B6
B6,FR4_E2_with_E1_ground_y_distribution,Stage3Algo-v1,Metric-v1,OK,results/footprint_conditioned_readout/FC_S3_mutual_loss_alignment_g2_target_definition/phase4_field_replacement/metric_v1/FR4_E2_with_E1_ground_y_distribution/B6,results/footprint_conditioned_readout/FC_S3_mutual_loss_alignment_g2_target_definition/phase4_field_replacement/readout/FR4_E2_with_E1_ground_y_distribution/B6,,23,10,12,1,0.5246666666666666,0.9236666666666666,1.0,0.9265,1.5749072504170091e-15,5.250298300020177e-15,0.4146666666666667,0.9293723661795033,0.9358333333333333,0.923,3.645271758879044,0.652877038704062,3.6235083886001966,0.25401402790763505,1.0,True,0,0,12,12,CLOSED,,,,,,,,6,0.4146666666666667,0,0.756,0.389,0.07,FR4_E2_with_E1_ground_y_distribution,run,results/footprint_conditioned_readout/FC_S3_mutual_loss_alignment_g2_target_definition/phase4_field_replacement/evidence/FR4_E2_with_E1_ground_y_distribution/B6
B6,FR5_E2_clipped_ground_y_quantiles,Stage3Algo-v1,Metric-v1,OK,results/footprint_conditioned_readout/FC_S3_mutual_loss_alignment_g2_target_definition/phase4_field_replacement/metric_v1/FR5_E2_clipped_ground_y_quantiles/B6,results/footprint_conditioned_readout/FC_S3_mutual_loss_alignment_g2_target_definition/phase4_field_replacement/readout/FR5_E2_clipped_ground_y_quantiles/B6,,23,10,12,1,0.5246666666666666,0.9316666666666666,1.0,0.9353333333333333,1.5887181802700283e-15,5.483238945021996e-15,0.42166666666666663,0.9318628275060359,0.939,0.9248333333333333,3.2071326524449475,0.6717474804732241,3.6235083886001966,0.2410782163879236,1.0,True,0,0,12,12,CLOSED,,,,,,,,6,0.42166666666666663,0,0.756,0.38,0.084,FR5_E2_clipped_ground_y_quantiles,run,results/footprint_conditioned_readout/FC_S3_mutual_loss_alignment_g2_target_definition/phase4_field_replacement/evidence/FR5_E2_clipped_ground_y_quantiles/B6
B6,FR6_E1_with_E2_semantic_entropy_confidence,Stage3Algo-v1,Metric-v1,OK,results/footprint_conditioned_readout/FC_S3_mutual_loss_alignment_g2_target_definition/phase4_field_replacement/metric_v1/FR6_E1_with_E2_semantic_entropy_confidence/B6,results/footprint_conditioned_readout/FC_S3_mutual_loss_alignment_g2_target_definition/phase4_field_replacement/readout/FR6_E1_with_E2_semantic_entropy_confidence/B6,,23,10,12,1,0.6693333333333333,0.9326666666666666,1.0,0.9273333333333333,1.5163540457066645e-15,5.11940160046375e-15,0.4626666666666666,0.947825830842272,0.9505,0.9451666666666667,3.627471515617838,0.6782715244356421,3.5667136390646914,0.23813073131969748,1.0,True,0,0,12,12,CLOSED,,,,,,,,6,0.4626666666666666,0,0.903,0.408,0.067,FR6_E1_with_E2_semantic_entropy_confidence,run,results/footprint_conditioned_readout/FC_S3_mutual_loss_alignment_g2_target_definition/phase4_field_replacement/evidence/FR6_E1_with_E2_semantic_entropy_confidence/B6
B6,FR7_E2_with_E1_support_weight_calibration,Stage3Algo-v1,Metric-v1,OK,results/footprint_conditioned_readout/FC_S3_mutual_loss_alignment_g2_target_definition/phase4_field_replacement/metric_v1/FR7_E2_with_E1_support_weight_calibration/B6,results/footprint_conditioned_readout/FC_S3_mutual_loss_alignment_g2_target_definition/phase4_field_replacement/readout/FR7_E2_with_E1_support_weight_calibration/B6,,23,10,12,1,0.5246666666666666,0.932,1.0,0.937,1.5949491021093687e-15,5.483238945021996e-15,0.41733333333333333,0.931374727863768,0.9376666666666666,0.9251666666666667,3.38937412340141,0.6638984274781673,3.6235083886001966,0.23824001664625483,1.0,True,0,0,12,12,CLOSED,,,,,,,,6,0.41733333333333333,0,0.756,0.376,0.071,FR7_E2_with_E1_support_weight_calibration,run,results/footprint_conditioned_readout/FC_S3_mutual_loss_alignment_g2_target_definition/phase4_field_replacement/evidence/FR7_E2_with_E1_support_weight_calibration/B6
B3,E1_Baseline_rendered,Stage3Algo-v1,Metric-v1,OK,results/footprint_conditioned_readout/FC_S2_baseline_rendered_recovery_stage3_v1c/phaseA_e1_recovery/stage3_matrix_metric_v1/Stage3Algo-v1/E1_Baseline_rendered/B3,results/footprint_conditioned_readout/FC_S2_baseline_rendered_recovery_stage3_v1c/phaseA_e1_recovery/stage3_matrix_readout/Stage3Algo-v1/E1_Baseline_rendered/B3,,83,40,42,1,0.14966666666666667,0.609,0.7763333333333333,0.7798333333333334,1.2347575861805968e-15,7.458152980196018e-15,0.25266666666666665,0.40331385102574696,0.3948333333333333,0.4121666666666667,2.4719599680153728,0.9650653233730663,11.121050384368926,1.0849839789180125,1.0,True,0,0,42,42,CLOSED,OK,0.5,0.75,6000,3000,"{'per_face_matching_csv': 'results/footprint_conditioned_readout/FC_S2_baseline_rendered_recovery_stage3_v1c/phaseA_e1_recovery/stage3_matrix_metric_v1/Stage3Algo-v1/E1_Baseline_rendered/B3/per_face_matching.csv', 'sample_matching_csv': 'results/footprint_conditioned_readout/FC_S2_baseline_rendered_recovery_stage3_v1c/phaseA_e1_recovery/stage3_matrix_metric_v1/Stage3Algo-v1/E1_Baseline_rendered/B3/sample_matching.csv', 'sample_log_policy': 'deterministic subset, max 1200 rows per run'}","{'gt_used_for_evaluation_only': True, 'semantic_matching_required_for_surface_coverage': True, 'metric_version_explicit': True}",3,0.25266666666666665,0,0.284,0.438,0.066,FR0_E1_original,existing,
B3,E2_Mutual_rendered,Stage3Algo-v1,Metric-v1,OK,results/footprint_conditioned_readout/FC_S2_baseline_rendered_recovery_stage3_v1c/phaseA_e1_recovery/stage3_matrix_metric_v1/Stage3Algo-v1/E2_Mutual_rendered/B3,results/footprint_conditioned_readout/FC_S2_baseline_rendered_recovery_stage3_v1c/phaseA_e1_recovery/stage3_matrix_readout/Stage3Algo-v1/E2_Mutual_rendered/B3,,83,40,42,1,0.156,0.6216666666666667,0.896,0.7798333333333334,1.2154140225948219e-15,7.645558626752743e-15,0.25533333333333336,0.43840797720797725,0.4265,0.451,1.8207417446001521,0.9731816247712521,11.183994129120826,1.0762153717867158,1.0,True,0,0,42,42,CLOSED,OK,0.5,0.75,6000,3000,"{'per_face_matching_csv': 'results/footprint_conditioned_readout/FC_S2_baseline_rendered_recovery_stage3_v1c/phaseA_e1_recovery/stage3_matrix_metric_v1/Stage3Algo-v1/E2_Mutual_rendered/B3/per_face_matching.csv', 'sample_matching_csv': 'results/footprint_conditioned_readout/FC_S2_baseline_rendered_recovery_stage3_v1c/phaseA_e1_recovery/stage3_matrix_metric_v1/Stage3Algo-v1/E2_Mutual_rendered/B3/sample_matching.csv', 'sample_log_policy': 'deterministic subset, max 1200 rows per run'}","{'gt_used_for_evaluation_only': True, 'semantic_matching_required_for_surface_coverage': True, 'metric_version_explicit': True}",3,0.25533333333333336,0,0.267,0.425,0.06,FR1_E2_original,existing,
B3,FR2_E1_xyz_E2_semantic_normal,Stage3Algo-v1,Metric-v1,OK,results/footprint_conditioned_readout/FC_S3_mutual_loss_alignment_g2_target_definition/phase4_field_replacement/metric_v1/FR2_E1_xyz_E2_semantic_normal/B3,results/footprint_conditioned_readout/FC_S3_mutual_loss_alignment_g2_target_definition/phase4_field_replacement/readout/FR2_E1_xyz_E2_semantic_normal/B3,,83,40,42,1,0.16733333333333333,0.6043333333333333,0.903,0.7836666666666666,1.2368041953079732e-15,7.440833501011865e-15,0.2563333333333333,0.4431821880085117,0.42683333333333334,0.4608333333333333,1.156683038588092,0.9689706506838164,11.175408029710704,1.0772685836445073,1.0,True,0,0,42,42,CLOSED,,,,,,,,3,0.2563333333333333,0,0.286,0.437,0.067,FR2_E1_xyz_E2_semantic_normal,run,results/footprint_conditioned_readout/FC_S3_mutual_loss_alignment_g2_target_definition/phase4_field_replacement/evidence/FR2_E1_xyz_E2_semantic_normal/B3
B3,FR3_E2_xyz_E1_semantic_normal,Stage3Algo-v1,Metric-v1,OK,results/footprint_conditioned_readout/FC_S3_mutual_loss_alignment_g2_target_definition/phase4_field_replacement/metric_v1/FR3_E2_xyz_E1_semantic_normal/B3,results/footprint_conditioned_readout/FC_S3_mutual_loss_alignment_g2_target_definition/phase4_field_replacement/readout/FR3_E2_xyz_E1_semantic_normal/B3,,83,40,42,1,0.16966666666666666,0.6173333333333333,0.8593333333333333,0.7795,1.2500120258002203e-15,7.405561041562761e-15,0.254,0.44266585151743165,0.43083333333333335,0.45516666666666666,3.5830275621483274,0.9494378767995405,10.82399982001771,1.0507342139547133,1.0,True,0,0,42,42,CLOSED,,,,,,,,3,0.254,0,0.286,0.449,0.055,FR3_E2_xyz_E1_semantic_normal,run,results/footprint_conditioned_readout/FC_S3_mutual_loss_alignment_g2_target_definition/phase4_field_replacement/evidence/FR3_E2_xyz_E1_semantic_normal/B3
B3,FR4_E2_with_E1_ground_y_distribution,Stage3Algo-v1,Metric-v1,OK,results/footprint_conditioned_readout/FC_S3_mutual_loss_alignment_g2_target_definition/phase4_field_replacement/metric_v1/FR4_E2_with_E1_ground_y_distribution/B3,results/footprint_conditioned_readout/FC_S3_mutual_loss_alignment_g2_target_definition/phase4_field_replacement/readout/FR4_E2_with_E1_ground_y_distribution/B3,,83,40,42,1,0.156,0.6086666666666667,0.7943333333333333,0.7781666666666667,1.2788002283360255e-15,7.645558626752743e-15,0.25500000000000006,0.40738757154538024,0.397,0.41833333333333333,1.9616486322069058,0.964445691164737,11.183994129120826,1.0990963760003059,1.0,True,0,0,42,42,CLOSED,,,,,,,,3,0.25500000000000006,0,0.276,0.469,0.049,FR4_E2_with_E1_ground_y_distribution,run,results/footprint_conditioned_readout/FC_S3_mutual_loss_alignment_g2_target_definition/phase4_field_replacement/evidence/FR4_E2_with_E1_ground_y_distribution/B3
B3,FR5_E2_clipped_ground_y_quantiles,Stage3Algo-v1,Metric-v1,OK,results/footprint_conditioned_readout/FC_S3_mutual_loss_alignment_g2_target_definition/phase4_field_replacement/metric_v1/FR5_E2_clipped_ground_y_quantiles/B3,results/footprint_conditioned_readout/FC_S3_mutual_loss_alignment_g2_target_definition/phase4_field_replacement/readout/FR5_E2_clipped_ground_y_quantiles/B3,,83,40,42,1,0.156,0.614,0.921,0.7805,1.260018341941672e-15,8.500617378021831e-15,0.25600000000000006,0.45027726432532356,0.435,0.4666666666666667,1.6811251655297035,0.9818375619354596,11.183994129120826,1.066769058815579,1.0,True,0,0,42,42,CLOSED,,,,,,,,3,0.25600000000000006,0,0.276,0.459,0.06,FR5_E2_clipped_ground_y_quantiles,run,results/footprint_conditioned_readout/FC_S3_mutual_loss_alignment_g2_target_definition/phase4_field_replacement/evidence/FR5_E2_clipped_ground_y_quantiles/B3
B3,FR6_E1_with_E2_semantic_entropy_confidence,Stage3Algo-v1,Metric-v1,OK,results/footprint_conditioned_readout/FC_S3_mutual_loss_alignment_g2_target_definition/phase4_field_replacement/metric_v1/FR6_E1_with_E2_semantic_entropy_confidence/B3,results/footprint_conditioned_readout/FC_S3_mutual_loss_alignment_g2_target_definition/phase4_field_replacement/readout/FR6_E1_with_E2_semantic_entropy_confidence/B3,,83,40,42,1,0.14966666666666667,0.609,0.7763333333333333,0.7798333333333334,1.2347575861805968e-15,7.458152980196018e-15,0.25266666666666665,0.40331385102574696,0.3948333333333333,0.4121666666666667,2.4719599680153728,0.9650653233730663,11.121050384368926,1.0849839789180125,1.0,True,0,0,42,42,CLOSED,,,,,,,,3,0.25266666666666665,0,0.302,0.443,0.056,FR6_E1_with_E2_semantic_entropy_confidence,run,results/footprint_conditioned_readout/FC_S3_mutual_loss_alignment_g2_target_definition/phase4_field_replacement/evidence/FR6_E1_with_E2_semantic_entropy_confidence/B3
B3,FR7_E2_with_E1_support_weight_calibration,Stage3Algo-v1,Metric-v1,OK,results/footprint_conditioned_readout/FC_S3_mutual_loss_alignment_g2_target_definition/phase4_field_replacement/metric_v1/FR7_E2_with_E1_support_weight_calibration/B3,results/footprint_conditioned_readout/FC_S3_mutual_loss_alignment_g2_target_definition/phase4_field_replacement/readout/FR7_E2_with_E1_support_weight_calibration/B3,,83,40,42,1,0.156,0.6216666666666667,0.896,0.7798333333333334,1.2154140225948219e-15,7.645558626752743e-15,0.25533333333333336,0.43840797720797725,0.4265,0.451,1.8207417446001521,0.9731816247712521,11.183994129120826,1.0762153717867158,1.0,True,0,0,42,42,CLOSED,,,,,,,,3,0.25533333333333336,0,0.276,0.465,0.056,FR7_E2_with_E1_support_weight_calibration,run,results/footprint_conditioned_readout/FC_S3_mutual_loss_alignment_g2_target_definition/phase4_field_replacement/evidence/FR7_E2_with_E1_support_weight_calibration/B3
